prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,R_L18,R_L19,R_L20,R_L21,R_L22,R_L23,dR_L18,dR_L19,dR_L20,dR_L21,dR_L22,dR_L23,DeltaU
g017_closure_override,17,4,1,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is assigned to Nero receive label Gold.
Override rule: in this case, items that is assigned to Nero receive label Iron.
Fact: Mira is assigned to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",4.9580135,3.8242645,3.940816,17.432922,8.604664,50.415405,-23.899551,-33.035133,-37.283657,-36.023293,-48.712986,-32.44481,-74.57302
g017_exception_override,17,4,1,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Nero use label Gold.
Exception: Mira is a special case and uses label Iron.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",0.9424319,-3.771521,-3.767662,10.122852,-3.42107,34.856102,-27.915133,-40.63092,-44.992134,-43.333363,-60.73872,-48.004112,-98.08954
g018_clean,18,4,2,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",0.90830135,0.9764023,14.646499,20.03746,20.756268,67.84381,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g018_rename,18,4,2,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Mira is part of Nero.
Link two: Nero points to Red.
Choose the label reached from Mira: Red or Blue.
One word answer:",2.386506,5.4532833,19.185326,20.623775,19.056347,73.62974,1.4782047,4.476881,4.538827,0.58631516,-1.6999207,5.785927,18.36782
g018_permuted,18,4,2,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Nero points to Red.
Fact 1: Mira is part of Nero.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",1.5183754,-0.7787533,11.79022,16.659233,17.793724,61.974678,0.61007404,-1.7551556,-2.8562784,-3.3782272,-2.9625435,-5.869133,4.950173
g018_redundant,18,4,2,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",-0.03941965,0.32297516,10.671808,15.972237,15.535469,60.879665,-0.947721,-0.6534271,-3.9746904,-4.0652237,-5.2207985,-6.9641457,2.5326157
g018_irrelevant,18,4,2,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Irrelevant fact: Orin is associated with Green.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",2.5586276,5.1938,21.490675,24.583504,28.24871,72.5412,1.6503263,4.2173977,6.8441763,4.5460434,7.492443,4.6973877,24.962318
g018_paraphrase,18,4,2,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Mira reaches Nero.
The destination connected to Nero is Red.
Based on those two links, select the label for Mira: Red or Blue.
Answer:",5.1566496,-5.2076235,10.40971,13.809824,8.4546585,54.478806,4.248348,-6.184026,-4.2367887,-6.2276363,-12.301609,-13.3650055,-6.0334654
g018_weak_distractor,18,4,2,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",3.6819649,-0.87636566,17.307894,21.306374,18.938671,65.127106,2.7736635,-1.852768,2.661395,1.2689133,-1.8175964,-2.7167053,11.635571
g018_competition_balanced,18,4,2,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Competing fact: Mira is also associated with Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",-0.6387987,-5.0416756,11.818487,16.494326,13.613064,60.515747,-1.5471001,-6.018078,-2.8280115,-3.5431347,-7.1432037,-7.328064,0.11282635
g018_direct_conflict,18,4,2,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Direct conflicting fact: Mira points to Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",-1.8136106,-6.1220684,11.132568,15.475763,8.756325,53.260677,-2.721912,-7.0984707,-3.5139303,-4.561697,-11.999943,-14.583134,-7.3884516
g018_closure_update,18,4,2,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Old record: Nero points to Red.
Updated record: Nero points to Blue, not Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",-9.629614,-19.425667,-1.7311058,4.063555,-1.6199722,38.496277,-10.537915,-20.40207,-16.377605,-15.973906,-22.37624,-29.347534,-36.059216
g018_closure_override,18,4,2,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that is part of Nero receive label Red.
Override rule: in this case, items that is part of Nero receive label Blue.
Fact: Mira is part of Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:",-24.865223,-33.924007,-26.471561,-18.384113,-31.656265,-2.8097916,-25.773525,-34.90041,-41.11806,-38.421574,-52.412533,-70.6536,-99.5506
g018_exception_override,18,4,2,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Nero use label Red.
Exception: Mira is a special case and uses label Blue.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:",-23.85741,-38.53122,-25.432928,-18.208826,-29.04496,-1.444931,-24.765713,-39.50762,-40.079426,-38.246284,-49.801228,-69.28874,-98.32805
g019_clean,19,4,3,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",12.605295,15.668987,27.42923,42.345596,71.34336,104.63459,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g019_rename,19,4,3,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Mira is grouped under Nero.
Link two: Nero has label Green.
Choose the label reached from Mira: Green or Yellow.
One word answer:",12.014949,20.709755,32.904243,45.41638,75.57486,108.55754,-0.59034634,5.0407677,5.4750137,3.0707855,4.2314987,3.9229507,21.544392
g019_permuted,19,4,3,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Nero has label Green.
Fact 1: Mira is grouped under Nero.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",12.039349,11.877056,21.9167,36.67017,64.20371,98.49747,-0.5659466,-3.7919312,-5.5125294,-5.6754265,-7.1396484,-6.137123,-0.23930454
g019_redundant,19,4,3,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",8.898535,14.147146,27.436172,42.45273,71.889786,105.14574,-3.7067604,-1.521841,0.006942749,0.10713196,0.54642487,0.51114655,11.67012
g019_irrelevant,19,4,3,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Irrelevant fact: Orin is associated with North.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",15.03174,21.09061,36.376854,49.528267,80.05037,112.59708,2.426445,5.421623,8.947624,7.1826706,8.707008,7.9624863,29.703781
g019_paraphrase,19,4,3,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Mira reaches Nero.
The destination connected to Nero is Green.
Based on those two links, select the label for Mira: Green or Yellow.
Answer:",2.7938538,2.591961,19.76322,36.36143,58.61358,94.081894,-9.811441,-13.077026,-7.66601,-5.984165,-12.729782,-10.552696,-11.474242
g019_weak_distractor,19,4,3,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",12.806432,17.254679,31.379047,45.24861,74.59021,109.441475,0.20113659,1.5856915,3.9498177,2.9030151,3.246849,4.806885,19.829704
g019_competition_balanced,19,4,3,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Competing fact: Mira is also associated with Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",5.768181,9.2612915,26.174139,41.626575,77.839966,113.31588,-6.8371143,-6.407696,-1.2550907,-0.71902084,6.496605,8.68129,15.774784
g019_direct_conflict,19,4,3,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Direct conflicting fact: Mira has label Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",9.822046,14.18838,32.76774,47.07354,80.637825,116.517334,-2.783249,-1.480607,5.3385086,4.7279434,9.294464,11.882744,26.164715
g019_closure_update,19,4,3,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Old record: Nero has label Green.
Updated record: Nero has label Yellow, not Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",5.498411,-1.7551346,15.997425,30.473328,65.6087,103.06449,-7.106884,-17.424122,-11.431805,-11.872269,-5.7346573,-1.5700989,-7.9401007
g019_closure_override,19,4,3,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is grouped under Nero receive label Green.
Override rule: in this case, items that is grouped under Nero receive label Yellow.
Fact: Mira is grouped under Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:",-20.23632,-26.224699,-23.223042,-6.61305,10.274719,46.968155,-32.841614,-41.893684,-50.65227,-48.958645,-61.06864,-57.666435,-109.17886
g019_exception_override,19,4,3,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Nero use label Green.
Exception: Mira is a special case and uses label Yellow.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:",-20.706156,-31.654144,-23.282242,-6.0858645,11.180103,45.35405,-33.31145,-47.32313,-50.71147,-48.43146,-60.163258,-59.28054,-111.265305
g020_clean,20,5,0,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",10.546543,3.8192596,17.246826,22.778679,8.972107,7.576889,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g020_rename,20,5,0,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Pia belongs to Quin.
Link two: Quin is located at North.
Choose the label reached from Pia: North or South.
One word answer:",11.731739,15.496397,30.016645,32.87626,22.509613,18.697021,1.1851959,11.677137,12.769819,10.09758,13.537506,11.120132,38.295593
g020_permuted,20,5,0,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Quin is located at North.
Fact 1: Pia belongs to Quin.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",12.641129,2.6849194,16.769554,22.391102,14.490013,14.372803,2.0945854,-1.1343403,-0.47727203,-0.38757706,5.517906,6.7959137,18.452078
g020_redundant,20,5,0,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",10.789732,3.636036,18.524193,24.61605,12.749245,11.392136,0.24318886,-0.18322372,1.2773666,1.8373718,3.7771378,3.8152466,17.516977
g020_irrelevant,20,5,0,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Irrelevant fact: Rhea is associated with East.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",15.662909,10.711063,28.229774,34.535957,25.736282,25.226166,5.1163654,6.8918037,10.982948,11.757278,16.764175,17.649277,42.481495
g020_paraphrase,20,5,0,paraphrase,relation_preserving,stable,North,South,East,"In this example, Pia reaches Quin.
The destination connected to Quin is North.
Based on those two links, select the label for Pia: North or South.
Answer:",6.13955,-1.9046192,4.821806,7.0383453,-2.440506,-4.3511353,-4.406993,-5.723879,-12.42502,-15.740334,-11.412613,-11.928024,-13.588382
g020_weak_distractor,20,5,0,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",17.207064,13.19762,28.555573,32.54806,25.333977,25.51146,6.6605206,9.378361,11.308746,9.769382,16.36187,17.93457,42.947166
g020_competition_balanced,20,5,0,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Competing fact: Pia is also associated with South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",4.2185345,-1.5155487,11.30254,15.718567,9.793907,10.069489,-6.3280087,-5.3348083,-5.9442863,-7.060112,0.82180023,2.4925995,5.7934017
g020_direct_conflict,20,5,0,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Direct conflicting fact: Pia is located at South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",9.593874,1.6184616,13.759396,18.168888,5.401245,5.508545,-0.95266914,-2.200798,-3.4874306,-4.609791,-3.5708618,-2.068344,5.360208
g020_closure_update,20,5,0,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Old record: Quin is located at North.
Updated record: Quin is located at South, not North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",10.324622,-1.2187824,12.885384,18.725887,15.839218,14.581955,-0.22192097,-5.038042,-4.3614426,-4.0527916,6.867111,7.005066,14.452902
g020_closure_override,20,5,0,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that belongs to Quin receive label North.
Override rule: in this case, items that belongs to Quin receive label South.
Fact: Pia belongs to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",-11.171316,-19.126627,-17.75225,-12.563721,-17.451347,-20.101242,-21.71786,-22.945887,-34.999077,-35.3424,-26.423454,-27.678131,-55.642025
g020_exception_override,20,5,0,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Quin use label North.
Exception: Pia is a special case and uses label South.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",-5.2461014,-13.673632,-6.6875,-2.1144142,-7.27861,-9.9210205,-15.7926445,-17.492891,-23.934326,-24.893093,-16.250717,-17.49791,-33.547287
g021_clean,21,5,1,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",12.957085,1.3672428,6.117958,7.244381,7.895668,-3.2562103,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g021_rename,21,5,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Pia is assigned to Quin.
Link two: Quin maps to East.
Choose the label reached from Pia: East or West.
One word answer:",10.890657,11.862174,16.745811,18.576067,25.70111,16.341042,-2.0664272,10.494931,10.627853,11.331686,17.805443,19.597252,43.33422
g021_permuted,21,5,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Quin maps to East.
Fact 1: Pia is assigned to Quin.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",18.467926,4.301777,11.942837,13.24474,19.255943,10.319794,5.5108414,2.934534,5.8248787,6.0003586,11.360275,13.576004,32.06161
g021_redundant,21,5,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",14.486409,2.8933887,9.587494,10.3101845,12.146606,2.948761,1.5293245,1.5261459,3.4695358,3.0658035,4.2509384,6.2049713,21.19971
g021_irrelevant,21,5,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Irrelevant fact: Rhea is associated with Copper.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",15.67214,3.832388,11.953167,13.284851,18.025162,7.607033,2.7150555,2.465145,5.835209,6.04047,10.129494,10.863243,29.293228
g021_paraphrase,21,5,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Pia reaches Quin.
The destination connected to Quin is East.
Based on those two links, select the label for Pia: East or West.
Answer:",5.7301474,-2.3217278,2.5778313,0.047208786,-0.7488022,-12.128838,-7.2269373,-3.6889706,-3.5401268,-7.197172,-8.64447,-8.872627,-3.6196585
g021_weak_distractor,21,5,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",17.089108,11.66757,20.028658,20.02845,27.002388,17.355179,4.132023,10.300327,13.9107,12.784069,19.10672,20.61139,47.70901
g021_competition_balanced,21,5,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Competing fact: Pia is also associated with West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",9.992163,4.187992,6.135895,6.511055,11.381561,1.6346588,-2.964922,2.8207493,0.017936707,-0.73332596,3.4858932,4.890869,16.708351
g021_direct_conflict,21,5,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Direct conflicting fact: Pia maps to West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",10.916292,4.890869,6.5016594,6.2581444,8.073929,-2.4239197,-2.0407925,3.5236263,0.38370132,-0.9862366,0.1782608,0.83229065,13.415001
g021_closure_update,21,5,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Old record: Quin maps to East.
Updated record: Quin maps to West, not East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",10.670572,1.5957069,5.078144,4.320446,12.401222,2.7409286,-2.2865124,0.22846413,-1.039814,-2.923935,4.505554,5.997139,15.808631
g021_closure_override,21,5,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Quin receive label East.
Override rule: in this case, items that is assigned to Quin receive label West.
Fact: Pia is assigned to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:",-0.903162,-11.150909,-16.126156,-16.231102,-19.160538,-31.240967,-13.860247,-12.518152,-22.244114,-23.475483,-27.056206,-27.984756,-41.165363
g021_exception_override,21,5,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Quin use label East.
Exception: Pia is a special case and uses label West.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:",3.9209118,-9.179253,-9.211018,-9.624523,-12.138107,-24.257385,-9.036173,-10.546495,-15.328976,-16.868904,-20.033775,-21.001175,-26.899681
g022_clean,22,5,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",3.4845643,2.4179878,-6.830411,-13.868736,-4.9004116,-42.118248,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g022_rename,22,5,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Pia is part of Quin.
Link two: Quin points to Copper.
Choose the label reached from Pia: Copper or Silver.
One word answer:",11.430789,18.775156,18.336184,12.621849,23.230625,-18.241318,7.9462247,16.357168,25.166595,26.490585,28.131037,23.87693,66.750885
g022_permuted,22,5,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Quin points to Copper.
Fact 1: Pia is part of Quin.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",3.2995448,6.8513346,-7.080248,-13.986172,-0.44202805,-40.177498,-0.1850195,4.4333467,-0.24983692,-0.117435455,4.4583836,1.9407501,16.970512
g022_redundant,22,5,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-1.6352909,-5.441496,-13.692659,-19.61785,-17.086033,-51.366474,-5.119855,-7.8594837,-6.8622484,-5.749113,-12.185621,-9.248226,-7.3513575
g022_irrelevant,22,5,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Irrelevant fact: Rhea is associated with Gold.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",8.391246,9.629763,5.322526,-2.4244337,11.229338,-32.541103,4.9066815,7.211775,12.152937,11.444303,16.12975,9.577145,38.438847
g022_paraphrase,22,5,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Pia reaches Quin.
The destination connected to Quin is Copper.
Based on those two links, select the label for Pia: Copper or Silver.
Answer:",-3.0209446,-12.414944,-12.945318,-18.338863,-14.5847435,-52.86151,-6.505509,-14.8329315,-6.1149073,-4.470127,-9.684332,-10.743263,-8.649331
g022_weak_distractor,22,5,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",9.027969,6.9314327,10.720264,0.792614,16.095999,-25.68921,5.543405,4.513445,17.550674,14.66135,20.99641,16.429037,47.133984
g022_competition_balanced,22,5,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Competing fact: Pia is also associated with Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",5.01823,1.5894489,1.0284233,-9.049781,9.135468,-33.065018,1.5336657,-0.8285389,7.8588343,4.8189554,14.035879,9.05323,29.376171
g022_direct_conflict,22,5,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Direct conflicting fact: Pia points to Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",5.139234,3.4737892,3.5895958,-6.168087,6.712551,-34.86417,1.6546698,1.0558014,10.420007,7.7006493,11.612963,7.254078,30.017529
g022_closure_update,22,5,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Old record: Quin points to Copper.
Updated record: Quin points to Silver, not Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-1.8161275,-10.830112,-10.285053,-18.878254,-5.4686813,-45.707237,-5.3006916,-13.2481,-3.4546423,-5.0095177,-0.5682697,-3.5889893,1.3672094
g022_closure_override,22,5,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Quin receive label Copper.
Override rule: in this case, items that is part of Quin receive label Silver.
Fact: Pia is part of Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:",-19.439554,-35.237144,-47.823494,-52.739285,-58.492733,-85.78769,-22.924118,-37.655132,-40.993084,-38.87055,-53.592323,-43.66944,-86.761765
g022_exception_override,22,5,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Quin use label Copper.
Exception: Pia is a special case and uses label Silver.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:",-14.613942,-28.935265,-37.509834,-43.369717,-46.256325,-73.5625,-18.098507,-31.353252,-30.679424,-29.50098,-41.35591,-31.444252,-63.23962
g023_clean,23,5,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",28.4491,36.38743,39.736423,52.36184,63.412712,97.31326,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g023_rename,23,5,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Pia is grouped under Quin.
Link two: Quin has label Gold.
Choose the label reached from Pia: Gold or Iron.
One word answer:",28.591772,45.44493,50.065987,59.659195,79.80786,115.25348,0.14267159,9.057503,10.329563,7.2973557,16.39515,17.940216,40.083237
g023_permuted,23,5,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Quin has label Gold.
Fact 1: Pia is grouped under Quin.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",31.962803,30.935272,39.16266,52.282646,61.664696,96.77324,3.5137024,-5.452156,-0.5737648,-0.079193115,-1.7480164,-0.5400238,9.9135685
g023_redundant,23,5,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",24.390095,24.746548,27.745403,40.582462,49.329014,82.85005,-4.0590057,-11.640881,-11.99102,-11.779377,-14.083698,-14.463211,-16.441376
g023_irrelevant,23,5,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Irrelevant fact: Rhea is associated with Red.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",29.528439,40.92932,47.667282,60.22407,71.73632,104.57612,1.0793381,4.541893,7.9308586,7.862232,8.323608,7.2628555,28.411201
g023_paraphrase,23,5,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Pia reaches Quin.
The destination connected to Quin is Gold.
Based on those two links, select the label for Pia: Gold or Iron.
Answer:",19.411963,19.171177,29.44022,45.083538,59.248253,89.83259,-9.037138,-17.216251,-10.296204,-7.2783012,-4.164459,-7.4806747,-8.270654
