prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,R_L11,R_L12,R_L13,R_L14,dR_L11,dR_L12,dR_L13,dR_L14,DeltaU
g012_irrelevant,12,3,0,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Irrelevant fact: Lio is associated with Green.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",0.08605446,-0.030179858,-0.034238458,0.7719246,0.020964675,0.06730366,0.0729655,0.0982517,0.16118933
g012_paraphrase,12,3,0,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Juno reaches Kira.
The destination connected to Kira is Red.
Based on those two links, select the label for Juno: Red or Blue.
Answer:",-0.010820385,-0.29869932,-0.5017028,0.36990738,-0.075910166,-0.2012158,-0.39449883,-0.30376554,-0.4880066
g012_weak_distractor,12,3,0,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",0.1593014,0.09609232,0.07557872,0.7943102,0.094211616,0.19357583,0.18278268,0.1206373,0.29278827
g012_competition_balanced,12,3,0,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Competing fact: Juno is also associated with Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",0.11828564,-0.024271771,-0.04138118,0.55550694,0.053195857,0.073211744,0.06582278,-0.11816597,0.0014019497
g012_direct_conflict,12,3,0,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Direct conflicting fact: Juno is located at Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",0.12770523,0.015265569,-0.006448269,0.65938294,0.06261545,0.112749085,0.10075569,-0.014289975,0.11401349
g012_closure_update,12,3,0,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Old record: Kira is located at Red.
Updated record: Kira is located at Blue, not Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",-0.12839869,-0.3563819,-0.42309153,-0.10288954,-0.19348848,-0.25889838,-0.31588757,-0.77656245,-0.863081
g012_closure_override,12,3,0,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that belongs to Kira receive label Red.
Override rule: in this case, items that belongs to Kira receive label Blue.
Fact: Juno belongs to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",0.13099939,-0.034941584,-0.097046435,0.37991643,0.0659096,0.06254193,0.010157526,-0.29375648,-0.1606852
g012_exception_override,12,3,0,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Kira use label Red.
Exception: Juno is a special case and uses label Blue.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",0.08276212,-0.07921031,-0.12953466,0.2812934,0.017672338,0.018273205,-0.022330701,-0.39237952,-0.27928352
g013_clean,13,3,1,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",0.59759927,0.58773047,0.561275,0.7019031,0.0,0.0,0.0,0.0,0.022258822
g013_rename,13,3,1,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Juno is assigned to Kira.
Link two: Kira maps to Green.
Choose the label reached from Juno: Green or Yellow.
One word answer:",0.37264082,0.49932316,0.48456833,0.683424,-0.22495845,-0.08840731,-0.07670668,-0.018479109,-0.11461285
g013_permuted,13,3,1,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Kira maps to Green.
Fact 1: Juno is assigned to Kira.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",0.6123406,0.6200868,0.5894476,0.6314374,0.014741361,0.03235632,0.028172612,-0.070465684,-0.0035731588
g013_redundant,13,3,1,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",0.5833289,0.5672404,0.5547471,0.75521064,-0.014270365,-0.02049005,-0.0065279007,0.053307533,0.04946611
g013_irrelevant,13,3,1,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Irrelevant fact: Lio is associated with North.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",0.6174873,0.6945448,0.71067315,0.81650066,0.019888043,0.106814325,0.14939815,0.11459756,0.22368045
g013_paraphrase,13,3,1,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Juno reaches Kira.
The destination connected to Kira is Green.
Based on those two links, select the label for Juno: Green or Yellow.
Answer:",0.47528,0.6291383,0.64542043,0.70037436,-0.12231928,0.041407824,0.08414543,-0.0015287399,0.045560278
g013_weak_distractor,13,3,1,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",0.61444485,0.6385174,0.59956276,0.75826,0.016845584,0.050786912,0.03828776,0.056356907,0.10569239
g013_competition_balanced,13,3,1,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Competing fact: Juno is also associated with Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",0.55011386,0.57826984,0.5089346,0.51648784,-0.04748541,-0.009460628,-0.05234039,-0.18541527,-0.16016364
g013_direct_conflict,13,3,1,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Direct conflicting fact: Juno maps to Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",0.58127165,0.60939556,0.5653075,0.6156206,-0.01632762,0.021665096,0.0040324926,-0.08628249,-0.038591363
g013_closure_update,13,3,1,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Old record: Kira maps to Green.
Updated record: Kira maps to Yellow, not Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",0.35319883,0.37627,0.31318957,0.08865023,-0.24440044,-0.21146047,-0.24808544,-0.6132529,-0.70119345
g013_closure_override,13,3,1,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is assigned to Kira receive label Green.
Override rule: in this case, items that is assigned to Kira receive label Yellow.
Fact: Juno is assigned to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",0.624627,0.63243985,0.57258487,0.45302093,0.027027726,0.044709384,0.011309862,-0.24888217,-0.14142206
g013_exception_override,13,3,1,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Kira use label Green.
Exception: Juno is a special case and uses label Yellow.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",0.5803338,0.6160544,0.60191274,0.25499272,-0.017265439,0.028323948,0.04063773,-0.44691038,-0.29629913
g014_clean,14,3,2,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.2562545,0.28346935,0.4215026,0.6595205,0.0,0.0,0.0,0.0,0.022258822
g014_rename,14,3,2,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Juno is part of Kira.
Link two: Kira points to North.
Choose the label reached from Juno: North or South.
One word answer:",0.3812044,0.3416591,0.46503252,0.83015347,0.1249499,0.05818975,0.043529928,0.17063296,0.22517884
g014_permuted,14,3,2,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Kira points to North.
Fact 1: Juno is part of Kira.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.27066413,0.2833215,0.501132,0.63057303,0.0144096315,-0.00014784932,0.07962942,-0.028947473,0.041400075
g014_redundant,14,3,2,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.24653149,0.2407153,0.38127926,0.65653205,-0.009723008,-0.042754054,-0.04022333,-0.0029884577,-0.01651324
g014_irrelevant,14,3,2,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Irrelevant fact: Lio is associated with East.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.30867007,0.34160405,0.57603455,0.7855263,0.05241558,0.058134705,0.15453196,0.12600577,0.2258756
g014_paraphrase,14,3,2,paraphrase,relation_preserving,stable,North,South,East,"In this example, Juno reaches Kira.
The destination connected to Kira is North.
Based on those two links, select the label for Juno: North or South.
Answer:",0.2840831,0.3084975,0.37228245,0.6863049,0.027828604,0.02502814,-0.049220145,0.02678442,0.03499974
g014_weak_distractor,14,3,2,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.38073644,0.3536803,0.4987505,0.6635797,0.124481946,0.07021096,0.07724792,0.0040591955,0.11726305
g014_competition_balanced,14,3,2,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Competing fact: Juno is also associated with South.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.26328197,0.2774519,0.40488055,0.54110956,0.007027477,-0.0060174465,-0.016622037,-0.118410945,-0.07705741
g014_direct_conflict,14,3,2,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Direct conflicting fact: Juno points to South.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.25685602,0.26309443,0.4440592,0.58039284,0.0006015301,-0.020374924,0.022556603,-0.07912767,-0.034803532
g014_closure_update,14,3,2,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Old record: Kira points to North.
Updated record: Kira points to South, not North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.1361105,0.1063674,0.18935376,0.294564,-0.120143995,-0.17710194,-0.23214883,-0.3649565,-0.4602029
g014_closure_override,14,3,2,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that is part of Kira receive label North.
Override rule: in this case, items that is part of Kira receive label South.
Fact: Juno is part of Kira.
Question: Which label applies to Juno: North or South?
Answer with exactly one word:",0.3228998,0.32976395,0.44020033,0.5474608,0.066645294,0.0462946,0.018697739,-0.11205971,-0.02243825
g014_exception_override,14,3,2,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Kira use label North.
Exception: Juno is a special case and uses label South.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: North or South?
Answer with exactly one word:",0.26473895,0.24344558,0.3092668,0.41615856,0.008484453,-0.040023774,-0.112235785,-0.24336195,-0.23015189
g015_clean,15,3,3,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.115534455,0.0810615,0.04764545,-0.23023343,0.0,0.0,0.0,0.0,0.022258822
g015_rename,15,3,3,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Juno is grouped under Kira.
Link two: Kira has label East.
Choose the label reached from Juno: East or West.
One word answer:",0.26146495,0.21514392,0.21079275,0.1544007,0.1459305,0.13408242,0.1631473,0.38463414,0.47830355
g015_permuted,15,3,3,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Kira has label East.
Fact 1: Juno is grouped under Kira.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.1702029,0.21498853,0.1828615,-0.080200434,0.05466844,0.13392703,0.13521606,0.150033,0.26218712
g015_redundant,15,3,3,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.19984706,0.18143484,0.21064565,0.002952695,0.0843126,0.10037334,0.1630002,0.23318613,0.33489466
g015_irrelevant,15,3,3,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Irrelevant fact: Lio is associated with Copper.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.18431422,0.17023349,0.16161603,-0.084240794,0.06877977,0.08917199,0.11397058,0.14599264,0.23679624
g015_paraphrase,15,3,3,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Juno reaches Kira.
The destination connected to Kira is East.
Based on those two links, select the label for Juno: East or West.
Answer:",0.28281182,0.40383828,0.47988057,0.4251958,0.16727737,0.3227768,0.43223512,0.65542924,0.8857448
g015_weak_distractor,15,3,3,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.24502653,0.32329658,0.30816954,-0.081974745,0.12949207,0.24223508,0.2605241,0.14825869,0.37669805
g015_competition_balanced,15,3,3,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Competing fact: Juno is also associated with West.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.19013417,0.22218783,0.18887195,-0.13375342,0.07459971,0.14112633,0.1412265,0.09648001,0.23129153
g015_direct_conflict,15,3,3,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Direct conflicting fact: Juno has label West.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.19339056,0.2378676,0.2278924,-0.027387619,0.07785611,0.1568061,0.18024695,0.20284581,0.33791286
g015_closure_update,15,3,3,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Old record: Kira has label East.
Updated record: Kira has label West, not East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.063606456,0.10880083,-0.009393275,-0.27583325,-0.051928,0.027739331,-0.057038724,-0.04559982,-0.04301172
g015_closure_override,15,3,3,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is grouped under Kira receive label East.
Override rule: in this case, items that is grouped under Kira receive label West.
Fact: Juno is grouped under Kira.
Question: Which label applies to Juno: East or West?
Answer with exactly one word:",0.17881899,0.27066576,0.23622108,-0.07592654,0.06328453,0.18960427,0.18857563,0.15430689,0.3124442
g015_exception_override,15,3,3,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Kira use label East.
Exception: Juno is a special case and uses label West.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: East or West?
Answer with exactly one word:",0.171195,0.22654955,0.16454485,-0.19038498,0.055660546,0.14548805,0.1168994,0.039848447,0.17304763
g016_clean,16,4,0,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",0.06954446,0.2240313,0.42315948,-0.56008136,0.0,0.0,0.0,0.0,0.022258822
g016_rename,16,4,0,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Mira belongs to Nero.
Link two: Nero is located at Copper.
Choose the label reached from Mira: Copper or Silver.
One word answer:",0.08557042,0.23834206,0.36772776,-0.2953143,0.01602596,0.014310762,-0.055431724,0.26476705,0.20834574
g016_permuted,16,4,0,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Nero is located at Copper.
Fact 1: Mira belongs to Nero.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",0.11022374,0.26984042,0.46384478,-0.51337636,0.040679283,0.04580912,0.040685296,0.046705008,0.103529334
g016_redundant,16,4,0,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",0.10154532,0.28222528,0.50439453,-0.45855272,0.032000862,0.05819398,0.08123505,0.101528645,0.16717307
g016_irrelevant,16,4,0,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Irrelevant fact: Orin is associated with Gold.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",0.052695334,0.23719582,0.4088329,-0.49887913,-0.016849123,0.01316452,-0.014326572,0.061202228,0.062948346
g016_paraphrase,16,4,0,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Mira reaches Nero.
The destination connected to Nero is Copper.
Based on those two links, select the label for Mira: Copper or Silver.
Answer:",0.1676155,0.31742007,0.442075,-0.29948854,0.098071046,0.093388766,0.018915534,0.26059282,0.28831342
g016_weak_distractor,16,4,0,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",0.052156586,0.2600782,0.4130373,-0.54784256,-0.01738787,0.036046892,-0.01012218,0.0122388005,0.035172533
g016_competition_balanced,16,4,0,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Competing fact: Mira is also associated with Silver.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",0.048747696,0.20684797,0.3681789,-0.6607285,-0.02079676,-0.017183334,-0.054980576,-0.10064715,-0.09239806
g016_direct_conflict,16,4,0,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Direct conflicting fact: Mira is located at Silver.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",0.0653335,0.2188744,0.38061965,-0.5761231,-0.0042109564,-0.0051569045,-0.042539835,-0.016041756,-0.013159815
g016_closure_update,16,4,0,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Old record: Nero is located at Copper.
Updated record: Nero is located at Silver, not Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",0.03083913,0.19073707,0.28071636,-0.8026326,-0.038705327,-0.03329423,-0.14244312,-0.24255121,-0.25314915
g016_closure_override,16,4,0,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that belongs to Nero receive label Copper.
Override rule: in this case, items that belongs to Nero receive label Silver.
Fact: Mira belongs to Nero.
Question: Which label applies to Mira: Copper or Silver?
Answer with exactly one word:",0.051090393,0.16495055,0.24835134,-0.87736064,-0.018454064,-0.05908075,-0.17480814,-0.31727928,-0.3300378
g016_exception_override,16,4,0,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Nero use label Copper.
Exception: Mira is a special case and uses label Silver.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Copper or Silver?
Answer with exactly one word:",0.123735026,0.23195216,0.3424129,-0.80502194,0.05419057,0.007920861,-0.08074659,-0.24494058,-0.18839565
g017_clean,17,4,1,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",0.12296845,-0.3193425,-0.07034308,1.0766877,0.0,0.0,0.0,0.0,0.022258822
g017_rename,17,4,1,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Mira is assigned to Nero.
Link two: Nero maps to Gold.
Choose the label reached from Mira: Gold or Iron.
One word answer:",0.08127953,-0.4881755,-0.077073455,1.2984506,-0.04168892,-0.16883302,-0.0067303777,0.2217629,0.120300725
g017_permuted,17,4,1,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Nero maps to Gold.
Fact 1: Mira is assigned to Nero.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",0.18705367,-0.29831207,-0.031977296,0.97524077,0.064085215,0.021030426,0.03836578,-0.10144693,-0.014373489
g017_redundant,17,4,1,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",0.08711335,-0.39524564,-0.17822331,1.0260489,-0.0358551,-0.07590315,-0.107880235,-0.050638795,-0.10335286
g017_irrelevant,17,4,1,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Irrelevant fact: Orin is associated with Red.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",0.22895229,-0.19851722,0.07805163,1.3042879,0.10598384,0.120825276,0.1483947,0.22760022,0.33611742
g017_paraphrase,17,4,1,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Mira reaches Nero.
The destination connected to Nero is Gold.
Based on those two links, select the label for Mira: Gold or Iron.
Answer:",0.30519933,-0.13057032,0.22747284,1.439172,0.18223087,0.18877217,0.29781592,0.36248434,0.5534091
g017_weak_distractor,17,4,1,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",0.11192784,-0.23278931,0.011166632,1.161926,-0.011040613,0.086553186,0.08150971,0.08523834,0.15411663
g017_competition_balanced,17,4,1,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Competing fact: Mira is also associated with Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",0.14722444,-0.20639305,0.023788095,1.1230674,0.024255991,0.112949446,0.09413117,0.046379685,0.14814627
g017_direct_conflict,17,4,1,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Direct conflicting fact: Mira maps to Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",0.1449385,-0.17026848,0.04404366,1.2231021,0.021970049,0.14907402,0.11438674,0.1464144,0.24675004
g017_closure_update,17,4,1,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Old record: Nero maps to Gold.
Updated record: Nero maps to Iron, not Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",0.15184128,-0.21218093,-0.0016892552,1.129902,0.028872833,0.10716157,0.06865382,0.05321431,0.14038405
g017_closure_override,17,4,1,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is assigned to Nero receive label Gold.
Override rule: in this case, items that is assigned to Nero receive label Iron.
Fact: Mira is assigned to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",0.16065559,-0.182715,0.09769365,1.2713854,0.037687138,0.1366275,0.16803673,0.19469774,0.3089186
g017_exception_override,17,4,1,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Nero use label Gold.
Exception: Mira is a special case and uses label Iron.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",0.19875869,-0.17617284,0.14475828,1.214822,0.07579024,0.14316966,0.21510136,0.13813436,0.29948628
g018_clean,18,4,2,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",0.07078892,-0.011689946,-0.0095770955,0.6225314,0.0,0.0,0.0,0.0,0.022258822
g018_rename,18,4,2,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Mira is part of Nero.
Link two: Nero points to Red.
Choose the label reached from Mira: Red or Blue.
One word answer:",0.01999965,-0.24597517,-0.364528,0.35209084,-0.05078927,-0.23428522,-0.3549509,-0.27044058,-0.44894594
g018_permuted,18,4,2,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Nero points to Red.
Fact 1: Mira is part of Nero.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",0.03806845,-0.09319833,-0.08498907,0.5158217,-0.03272047,-0.08150838,-0.075411975,-0.10670972,-0.13218936
g018_redundant,18,4,2,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",0.039629035,-0.082963616,-0.061725497,0.662722,-0.031159885,-0.07127367,-0.0521484,0.040190578,-0.004227411
g018_irrelevant,18,4,2,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Irrelevant fact: Orin is associated with Green.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",0.02867841,-0.032930046,-0.044376135,0.54737234,-0.04211051,-0.0212401,-0.03479904,-0.07515907,-0.069850415
g018_paraphrase,18,4,2,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Mira reaches Nero.
The destination connected to Nero is Red.
Based on those two links, select the label for Mira: Red or Blue.
Answer:",-0.059314754,-0.323973,-0.5450221,0.3357892,-0.13010368,-0.31228304,-0.535445,-0.2867422,-0.5941355
