prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,R_L19,R_L20,R_L21,R_L22,R_L23,R_L24,R_L25,dR_L19,dR_L20,dR_L21,dR_L22,dR_L23,dR_L24,dR_L25,DeltaU
g018_irrelevant,18,4,2,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Irrelevant fact: Orin is associated with Green.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",1.2278513,1.6356686,1.9386142,1.7037873,2.2753105,1.1405334,5.522955,-0.18272483,0.044159293,-0.495103,-0.4348278,-0.39633846,-1.0020208,-0.77142525,1.4489626
g018_paraphrase,18,4,2,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Mira reaches Nero.
The destination connected to Nero is Red.
Based on those two links, select the label for Mira: Red or Blue.
Answer:",3.0808065,3.2601733,3.6101139,6.6462426,7.717408,7.468504,10.980986,1.6702304,1.668664,1.1763966,4.5076275,5.045759,5.3259497,4.6866055,12.778542
g018_weak_distractor,18,4,2,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",1.5042571,1.3742573,1.8925135,0.5535269,0.67462254,0.24394989,4.920967,0.09368098,-0.21725202,-0.54120374,-1.5850883,-1.9970264,-1.8986044,-1.3734131,-0.6209998
g018_competition_balanced,18,4,2,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Competing fact: Mira is also associated with Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",1.670903,1.1175237,1.4170452,-0.8285613,-1.0634336,-0.92043877,3.7235985,0.26032686,-0.47398567,-1.016672,-2.9671764,-3.7350826,-3.062993,-2.5707817,-3.3477366
g018_direct_conflict,18,4,2,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Direct conflicting fact: Mira points to Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",1.7079935,1.388737,1.9723316,0.0042750835,-0.39658833,0.09227276,4.598576,0.2974174,-0.20277238,-0.4613856,-2.13434,-3.0682373,-2.0502815,-1.6958041,-1.5936382
g018_closure_update,18,4,2,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Old record: Nero points to Red.
Updated record: Nero points to Blue, not Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",1.7522093,1.1848423,1.5370449,-0.8886776,-0.9068265,-1.715683,2.550766,0.3416332,-0.406667,-0.89667237,-3.0272927,-3.5784755,-3.8582373,-3.7436142,-4.340229
g018_closure_override,18,4,2,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that is part of Nero receive label Red.
Override rule: in this case, items that is part of Nero receive label Blue.
Fact: Mira is part of Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:",1.8341113,1.3910564,1.7491074,-1.0289733,-2.1745543,-3.4894552,0.6828499,0.42353523,-0.20045292,-0.6846099,-3.1675885,-4.8462033,-5.6320095,-5.6115303,-6.961362
g018_exception_override,18,4,2,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Nero use label Red.
Exception: Mira is a special case and uses label Blue.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:",2.0969687,1.6922315,2.2999368,-0.35758305,-2.076376,-2.5310373,1.0774431,0.68639255,0.10072219,-0.13378048,-2.4961982,-4.748025,-4.6735916,-5.216937,-5.815154
g019_clean,19,4,3,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",-0.9053453,-0.19001645,0.98916554,2.6654167,5.9531937,6.0324516,7.553141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g019_rename,19,4,3,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Mira is grouped under Nero.
Link two: Nero has label Green.
Choose the label reached from Mira: Green or Yellow.
One word answer:",-0.14052963,0.119291395,1.1119089,3.318606,5.9583745,8.370222,8.663696,0.7648157,0.30930784,0.12274337,0.6531892,0.0051808357,2.3377705,1.1105552,5.071254
g019_permuted,19,4,3,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Nero has label Green.
Fact 1: Mira is grouped under Nero.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",-1.1665493,-0.55081356,0.29785442,1.5645018,4.5735826,4.4678316,6.3010945,-0.261204,-0.3607971,-0.6913111,-1.100915,-1.379611,-1.56462,-1.2520466,0.09435463
g019_redundant,19,4,3,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",-0.81914693,-0.5352428,0.44205618,2.2569032,4.928632,4.434343,6.5593743,0.08619839,-0.34522635,-0.54710937,-0.40851355,-1.0245619,-1.5981088,-0.9937668,0.66762924
g019_irrelevant,19,4,3,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Irrelevant fact: Orin is associated with North.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",-0.7955166,-0.3771186,0.58096147,2.6467438,6.123371,6.53957,8.0251665,0.10982871,-0.18710214,-0.40820408,-0.018672943,0.17017746,0.5071182,0.4720254,3.3989162
g019_paraphrase,19,4,3,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Mira reaches Nero.
The destination connected to Nero is Green.
Based on those two links, select the label for Mira: Green or Yellow.
Answer:",-0.022608042,-0.11963475,0.7992089,3.014959,5.5925183,7.7190437,7.525803,0.8827373,0.0703817,-0.18995667,0.34954238,-0.36067533,1.6865921,-0.027338028,3.7745705
g019_weak_distractor,19,4,3,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",-1.0232496,-1.208364,0.033495545,1.7375479,4.672226,5.509555,8.1743355,-0.117904305,-1.0183475,-0.95567,-0.92786884,-1.2809677,-0.52289677,0.62119436,1.70623
g019_competition_balanced,19,4,3,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Competing fact: Mira is also associated with Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",-1.2315428,-1.2678196,0.06291664,-0.8293593,2.8008494,4.5827937,6.1020675,-0.3261975,-1.0778031,-0.9262489,-3.494776,-3.1523442,-1.4496579,-1.4510736,-1.7991135
g019_direct_conflict,19,4,3,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Direct conflicting fact: Mira has label Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",-1.2483807,-1.4056323,-0.27675295,-1.4018209,1.224791,2.6204453,4.756402,-0.34303534,-1.2156157,-1.2659185,-4.067238,-4.7284026,-3.4120064,-2.796739,-4.6580276
g019_closure_update,19,4,3,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Old record: Nero has label Green.
Updated record: Nero has label Yellow, not Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",-1.2115318,-1.8730463,-0.87543714,-2.280116,-1.1653895,-1.6216984,1.0111289,-0.30618644,-1.6830299,-1.8646027,-4.945533,-7.118583,-7.65415,-6.542012,-10.628621
g019_closure_override,19,4,3,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is grouped under Nero receive label Green.
Override rule: in this case, items that is grouped under Nero receive label Yellow.
Fact: Mira is grouped under Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:",-1.0203958,-1.2284579,-0.0858624,-0.4425578,1.5152359,0.6029625,2.8565607,-0.115050435,-1.0384414,-1.075028,-3.1079745,-4.437958,-5.429489,-4.6965804,-6.2577524
g019_exception_override,19,4,3,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Nero use label Green.
Exception: Mira is a special case and uses label Yellow.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:",-1.0202055,-1.0604163,-0.38464606,-0.6403003,0.8430195,1.60147,2.872817,-0.11486018,-0.8703999,-1.3738116,-3.305717,-5.110174,-4.4309816,-4.680324,-6.0821466
g020_clean,20,5,0,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",-0.3077675,1.865907,1.8032701,-1.3540335,-0.75144863,-0.77563477,-1.2085915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g020_rename,20,5,0,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Pia belongs to Quin.
Link two: Quin is located at North.
Choose the label reached from Pia: North or South.
One word answer:",0.06011367,2.4231968,1.4844863,0.6275263,0.23313332,0.3177414,-0.66589737,0.36788118,0.55728984,-0.31878376,1.9815598,0.98458195,1.0933762,0.5426941,5.013726
g020_permuted,20,5,0,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Quin is located at North.
Fact 1: Pia belongs to Quin.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",-0.08502376,2.0572062,1.6923695,-1.2861986,-0.81693745,-0.5824585,-0.987772,0.22274375,0.1912992,-0.11090064,0.067834854,-0.065488815,0.19317627,0.22081947,3.061106
g020_redundant,20,5,0,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",-0.22428447,1.3524737,1.5196872,-0.79805565,0.035541534,0.3721962,-0.34549713,0.08348304,-0.5134332,-0.28358293,0.5559778,0.78699017,1.147831,0.86309433,4.484822
g020_irrelevant,20,5,0,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Irrelevant fact: Rhea is associated with East.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",-0.28727144,1.9548473,1.7717872,-1.0288687,-0.6467552,-0.047348022,-0.62555313,0.02049607,0.08894038,-0.031482935,0.3251648,0.10469341,0.72828674,0.58303833,3.7383454
g020_paraphrase,20,5,0,paraphrase,relation_preserving,stable,North,South,East,"In this example, Pia reaches Quin.
The destination connected to Quin is North.
Based on those two links, select the label for Pia: North or South.
Answer:",-0.7224355,0.24178815,0.90509653,2.9283886,3.1744852,3.838501,2.55299,-0.41466796,-1.6241188,-0.8981736,4.282422,3.9259338,4.6141357,3.7615814,10.821076
g020_weak_distractor,20,5,0,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",-0.14424807,1.4046007,1.3310618,-0.82955694,-0.38048172,-0.13142014,-0.5158367,0.16351944,-0.4613062,-0.47220826,0.5244765,0.3709669,0.64421463,0.69275475,3.8772964
g020_competition_balanced,20,5,0,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Competing fact: Pia is also associated with South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",-0.2870493,0.4634738,0.05585456,-3.3120804,-3.1001635,-2.357048,-3.4516296,0.020718217,-1.4024332,-1.7474155,-1.9580469,-2.3487148,-1.5814133,-2.2430382,-1.3807814
g020_direct_conflict,20,5,0,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Direct conflicting fact: Pia is located at South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",-0.52083445,0.6996765,0.47027802,-3.0518427,-3.1617413,-2.984768,-3.7276306,-0.21306694,-1.1662304,-1.3329921,-1.6978092,-2.4102926,-2.2091331,-2.5190392,-1.7679765
g020_closure_update,20,5,0,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Old record: Quin is located at North.
Updated record: Quin is located at South, not North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",-0.41852903,-1.1399939,-1.5072889,-5.2881308,-5.5941277,-5.3493195,-6.622183,-0.11076152,-3.0059009,-3.310559,-3.9340973,-4.842679,-4.5736847,-5.4135914,-6.9705076
g020_closure_override,20,5,0,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that belongs to Quin receive label North.
Override rule: in this case, items that belongs to Quin receive label South.
Fact: Pia belongs to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",-0.59092015,-0.5352429,-1.6508316,-4.594298,-4.962679,-4.55455,-6.353546,-0.28315264,-2.4011497,-3.4541016,-3.2402644,-4.2112303,-3.7789154,-5.1449547,-5.768794
g020_exception_override,20,5,0,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Quin use label North.
Exception: Pia is a special case and uses label South.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",-0.46343997,0.29352713,-0.4323876,-3.1260839,-3.8145165,-3.3567677,-5.0667343,-0.15567246,-1.5723798,-2.2356577,-1.7720504,-3.063068,-2.581133,-3.8581429,-3.1181018
g021_clean,21,5,1,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",1.0876182,1.8627256,2.7123682,3.4020028,4.9236565,6.4121046,9.326313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g021_rename,21,5,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Pia is assigned to Quin.
Link two: Quin maps to East.
Choose the label reached from Pia: East or West.
One word answer:",0.76061016,1.7215649,3.6902976,3.9804,4.4940033,6.0484467,9.603676,-0.32700807,-0.14116073,0.97792935,0.5783973,-0.42965317,-0.36365795,0.27736282,2.8544044
g021_permuted,21,5,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Quin maps to East.
Fact 1: Pia is assigned to Quin.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",1.2123001,2.0075104,3.1065078,3.0007362,4.8238544,6.361511,9.23827,0.12468183,0.14478481,0.39413953,-0.40126657,-0.09980202,-0.050593376,-0.08804321,2.6032336
g021_redundant,21,5,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",0.96695065,1.2803733,2.2650814,4.596435,5.8901625,7.646058,10.333866,-0.12066758,-0.5823523,-0.44728684,1.1944323,0.966506,1.2339535,1.0075531,4.921364
g021_irrelevant,21,5,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Irrelevant fact: Rhea is associated with Copper.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",1.2897385,2.0413592,3.0320473,3.2119317,4.4915247,5.8503532,8.7184,0.2021203,0.17863357,0.31967902,-0.1900711,-0.43213177,-0.56175137,-0.607913,1.9581981
g021_paraphrase,21,5,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Pia reaches Quin.
The destination connected to Quin is East.
Based on those two links, select the label for Pia: East or West.
Answer:",2.034406,2.42497,3.427804,6.229998,8.022158,10.048512,13.386668,0.9467877,0.5622443,0.71543574,2.8279953,3.0985012,3.6364079,4.060355,9.746593
g021_weak_distractor,21,5,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",0.8536947,0.92499846,1.690696,2.08883,3.7740345,5.6282663,8.433089,-0.23392355,-0.93772715,-1.0216722,-1.3131728,-1.149622,-0.7838383,-0.89322376,0.69517326
g021_competition_balanced,21,5,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Competing fact: Pia is also associated with West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",0.9817647,0.25428462,1.1894323,0.31568336,2.1980355,4.245303,6.6432047,-0.10585356,-1.608441,-1.522936,-3.0863194,-2.725621,-2.1668015,-2.6831083,-2.5647857
g021_direct_conflict,21,5,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Direct conflicting fact: Pia maps to West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",0.6809201,0.48729134,1.2616694,-0.074100494,0.97520804,2.9331684,5.714469,-0.4066981,-1.3754343,-1.4506989,-3.4761033,-3.9484484,-3.4789362,-3.611844,-4.53189
g021_closure_update,21,5,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Old record: Quin maps to East.
Updated record: Quin maps to West, not East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",0.48459405,0.16826236,0.12525201,-1.5161855,-0.5186262,0.6131506,3.3266745,-0.6030242,-1.6944633,-2.5871162,-4.918188,-5.4422827,-5.798954,-5.9996386,-8.516543
g021_closure_override,21,5,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Quin receive label East.
Override rule: in this case, items that is assigned to Quin receive label West.
Fact: Pia is assigned to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:",0.8088697,0.22644061,1.1366502,0.44079804,1.0843871,2.6097507,5.1915655,-0.2787485,-1.6362851,-1.575718,-2.9612048,-3.8392694,-3.8023539,-4.1347475,-4.759618
g021_exception_override,21,5,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Quin use label East.
Exception: Pia is a special case and uses label West.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:",0.7287219,0.7293793,2.0095031,1.964638,1.8302569,3.529089,6.0591373,-0.35889632,-1.1333463,-0.7028651,-1.4373648,-3.0933995,-2.8830156,-3.2671757,-2.714208
g022_clean,22,5,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-0.4171847,0.3666098,0.47094297,-1.0512104,0.26895237,3.1501417,-1.8174343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g022_rename,22,5,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Pia is part of Quin.
Link two: Quin points to Copper.
Choose the label reached from Pia: Copper or Silver.
One word answer:",-1.1815269,-0.6345273,-1.0381954,-1.4241254,-0.98903,-0.35843992,-1.8663173,-0.7643422,-1.0011371,-1.5091383,-0.37291503,-1.2579824,-3.5085816,-0.04888296,-0.21788478
g022_permuted,22,5,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Quin points to Copper.
Fact 1: Pia is part of Quin.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-0.6010332,0.18608749,0.15330923,-2.4583879,-1.8900001,0.34024477,-3.7786157,-0.1838485,-0.18052232,-0.31763375,-1.4071774,-2.1589525,-2.809897,-1.9611814,-1.4445684
g022_redundant,22,5,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-0.70863605,0.21129751,0.10301983,-0.44096702,0.2464816,3.2332392,-1.3423066,-0.29145133,-0.1553123,-0.36792314,0.6102434,-0.022470772,0.08309746,0.4751277,3.3027756
g022_irrelevant,22,5,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Irrelevant fact: Rhea is associated with Gold.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-0.8909223,-0.3837763,0.66633016,-2.5818193,-1.7453716,-2.0728865,-5.394533,-0.4737376,-0.7503861,0.19538718,-1.5306089,-2.014324,-5.223028,-3.5770988,-3.6535704
g022_paraphrase,22,5,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Pia reaches Quin.
The destination connected to Quin is Copper.
Based on those two links, select the label for Pia: Copper or Silver.
Answer:",-3.0373707,-2.9128728,-2.0324688,-0.61695004,2.0671506,4.4868984,0.1996212,-2.6201859,-3.2794826,-2.5034118,0.43426037,1.7981982,1.3367567,2.0170555,5.191251
g022_weak_distractor,22,5,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-0.6953819,0.12981653,0.5272937,-2.1922667,-0.95985985,0.5496335,-3.298893,-0.27819717,-0.23679328,0.056350708,-1.1410563,-1.2288122,-2.6005082,-1.4814587,-0.49624944
g022_competition_balanced,22,5,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Competing fact: Pia is also associated with Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-1.1594927,-0.23677504,-0.20767951,-4.7725716,-4.177938,-3.3682709,-6.7413583,-0.742308,-0.60338485,-0.6786225,-3.7213612,-4.4468904,-6.5184126,-4.923924,-7.2014656
g022_direct_conflict,22,5,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Direct conflicting fact: Pia points to Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-1.4045694,-0.70205903,-0.27675462,-5.40888,-5.801078,-4.801611,-7.1994658,-0.9873847,-1.0686688,-0.7476976,-4.35767,-6.07003,-7.9517527,-5.3820314,-9.348158
g022_closure_update,22,5,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Old record: Quin points to Copper.
Updated record: Quin points to Silver, not Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",-1.1712364,-0.7057878,-0.50699365,-6.0311804,-6.6676717,-8.304869,-9.713542,-0.7540517,-1.0723976,-0.9779366,-4.97997,-6.936624,-11.45501,-7.8961077,-13.357088
g022_closure_override,22,5,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Quin receive label Copper.
Override rule: in this case, items that is part of Quin receive label Silver.
Fact: Pia is part of Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:",-0.7945075,-0.6807964,0.018528938,-4.9507627,-7.345778,-8.125755,-9.937862,-0.3773228,-1.0474062,-0.45241404,-3.8995523,-7.6147304,-11.275897,-8.120428,-13.216028
g022_exception_override,22,5,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Quin use label Copper.
Exception: Pia is a special case and uses label Silver.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:",-0.7752323,-0.55176336,-0.14549601,-4.730037,-6.198722,-6.569887,-8.629739,-0.3580476,-0.91837317,-0.616439,-3.6788268,-6.4676743,-9.720029,-6.8123045,-11.005563
g023_clean,23,5,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",3.0936408,2.3793604,0.17563546,-0.08228892,-0.49825907,0.6606889,0.2487402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g023_rename,23,5,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Pia is grouped under Quin.
Link two: Quin has label Gold.
Choose the label reached from Pia: Gold or Iron.
One word answer:",2.873416,3.4325697,1.5721593,2.8874364,2.2823257,3.773036,1.5775981,-0.22022486,1.0532093,1.3965238,2.9697254,2.7805848,3.1123471,1.3288579,8.028889
g023_permuted,23,5,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Quin has label Gold.
Fact 1: Pia is grouped under Quin.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",3.3701913,3.0652518,0.68842864,0.60728115,0.61002207,1.304265,0.8954339,0.27655053,0.6858914,0.5127932,0.68957007,1.1082811,0.64357615,0.6466937,4.44137
g023_redundant,23,5,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",3.077374,2.0056326,-0.3218056,-0.05861324,-0.7834487,0.051398277,-0.08699632,-0.016266823,-0.3737278,-0.49744105,0.02367568,-0.28518963,-0.6092906,-0.3357365,2.108179
g023_irrelevant,23,5,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Irrelevant fact: Rhea is associated with Red.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",3.6818714,2.3888545,0.32921553,-0.42005843,-1.5022354,0.21138096,0.014848232,0.5882306,0.009494066,0.15358007,-0.3377695,-1.0039763,-0.44930792,-0.23389196,1.8604517
g023_paraphrase,23,5,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Pia reaches Quin.
The destination connected to Quin is Gold.
Based on those two links, select the label for Pia: Gold or Iron.
Answer:",4.013072,4.318251,3.0098586,5.9470086,4.9721575,7.05179,4.36065,0.9194312,1.9388907,2.8342233,6.0292974,5.4704165,6.3911014,4.11191,14.066257
