prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text
g017_direct_conflict,17,4,1,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Direct conflicting fact: Mira maps to Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:"
g017_closure_update,17,4,1,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Old record: Nero maps to Gold.
Updated record: Nero maps to Iron, not Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:"
g017_closure_override,17,4,1,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is assigned to Nero receive label Gold.
Override rule: in this case, items that is assigned to Nero receive label Iron.
Fact: Mira is assigned to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:"
g017_exception_override,17,4,1,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Nero use label Gold.
Exception: Mira is a special case and uses label Iron.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:"
g018_clean,18,4,2,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:"
g018_rename,18,4,2,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Mira is part of Nero.
Link two: Nero points to Red.
Choose the label reached from Mira: Red or Blue.
One word answer:"
g018_permuted,18,4,2,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Nero points to Red.
Fact 1: Mira is part of Nero.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:"
g018_redundant,18,4,2,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:"
g018_irrelevant,18,4,2,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Irrelevant fact: Orin is associated with Green.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:"
g018_paraphrase,18,4,2,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Mira reaches Nero.
The destination connected to Nero is Red.
Based on those two links, select the label for Mira: Red or Blue.
Answer:"
g018_weak_distractor,18,4,2,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:"
g018_competition_balanced,18,4,2,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Competing fact: Mira is also associated with Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:"
g018_direct_conflict,18,4,2,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Direct conflicting fact: Mira points to Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:"
g018_closure_update,18,4,2,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Old record: Nero points to Red.
Updated record: Nero points to Blue, not Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:"
g018_closure_override,18,4,2,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that is part of Nero receive label Red.
Override rule: in this case, items that is part of Nero receive label Blue.
Fact: Mira is part of Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:"
g018_exception_override,18,4,2,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Nero use label Red.
Exception: Mira is a special case and uses label Blue.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:"
g019_clean,19,4,3,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:"
g019_rename,19,4,3,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Mira is grouped under Nero.
Link two: Nero has label Green.
Choose the label reached from Mira: Green or Yellow.
One word answer:"
g019_permuted,19,4,3,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Nero has label Green.
Fact 1: Mira is grouped under Nero.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:"
g019_redundant,19,4,3,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:"
g019_irrelevant,19,4,3,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Irrelevant fact: Orin is associated with North.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:"
g019_paraphrase,19,4,3,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Mira reaches Nero.
The destination connected to Nero is Green.
Based on those two links, select the label for Mira: Green or Yellow.
Answer:"
g019_weak_distractor,19,4,3,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:"
g019_competition_balanced,19,4,3,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Competing fact: Mira is also associated with Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:"
g019_direct_conflict,19,4,3,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Direct conflicting fact: Mira has label Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:"
g019_closure_update,19,4,3,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Old record: Nero has label Green.
Updated record: Nero has label Yellow, not Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:"
g019_closure_override,19,4,3,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is grouped under Nero receive label Green.
Override rule: in this case, items that is grouped under Nero receive label Yellow.
Fact: Mira is grouped under Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:"
g019_exception_override,19,4,3,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Nero use label Green.
Exception: Mira is a special case and uses label Yellow.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:"
g020_clean,20,5,0,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:"
g020_rename,20,5,0,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Pia belongs to Quin.
Link two: Quin is located at North.
Choose the label reached from Pia: North or South.
One word answer:"
g020_permuted,20,5,0,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Quin is located at North.
Fact 1: Pia belongs to Quin.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:"
g020_redundant,20,5,0,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:"
g020_irrelevant,20,5,0,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Irrelevant fact: Rhea is associated with East.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:"
g020_paraphrase,20,5,0,paraphrase,relation_preserving,stable,North,South,East,"In this example, Pia reaches Quin.
The destination connected to Quin is North.
Based on those two links, select the label for Pia: North or South.
Answer:"
g020_weak_distractor,20,5,0,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:"
g020_competition_balanced,20,5,0,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Competing fact: Pia is also associated with South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:"
g020_direct_conflict,20,5,0,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Direct conflicting fact: Pia is located at South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:"
g020_closure_update,20,5,0,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Old record: Quin is located at North.
Updated record: Quin is located at South, not North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:"
g020_closure_override,20,5,0,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that belongs to Quin receive label North.
Override rule: in this case, items that belongs to Quin receive label South.
Fact: Pia belongs to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:"
g020_exception_override,20,5,0,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Quin use label North.
Exception: Pia is a special case and uses label South.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:"
g021_clean,21,5,1,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:"
g021_rename,21,5,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Pia is assigned to Quin.
Link two: Quin maps to East.
Choose the label reached from Pia: East or West.
One word answer:"
g021_permuted,21,5,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Quin maps to East.
Fact 1: Pia is assigned to Quin.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:"
g021_redundant,21,5,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:"
g021_irrelevant,21,5,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Irrelevant fact: Rhea is associated with Copper.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:"
g021_paraphrase,21,5,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Pia reaches Quin.
The destination connected to Quin is East.
Based on those two links, select the label for Pia: East or West.
Answer:"
g021_weak_distractor,21,5,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:"
g021_competition_balanced,21,5,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Competing fact: Pia is also associated with West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:"
g021_direct_conflict,21,5,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Direct conflicting fact: Pia maps to West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:"
g021_closure_update,21,5,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Old record: Quin maps to East.
Updated record: Quin maps to West, not East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:"
g021_closure_override,21,5,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Quin receive label East.
Override rule: in this case, items that is assigned to Quin receive label West.
Fact: Pia is assigned to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:"
g021_exception_override,21,5,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Quin use label East.
Exception: Pia is a special case and uses label West.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:"
g022_clean,22,5,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:"
g022_rename,22,5,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Pia is part of Quin.
Link two: Quin points to Copper.
Choose the label reached from Pia: Copper or Silver.
One word answer:"
g022_permuted,22,5,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Quin points to Copper.
Fact 1: Pia is part of Quin.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:"
g022_redundant,22,5,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:"
g022_irrelevant,22,5,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Irrelevant fact: Rhea is associated with Gold.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:"
g022_paraphrase,22,5,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Pia reaches Quin.
The destination connected to Quin is Copper.
Based on those two links, select the label for Pia: Copper or Silver.
Answer:"
g022_weak_distractor,22,5,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:"
g022_competition_balanced,22,5,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Competing fact: Pia is also associated with Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:"
g022_direct_conflict,22,5,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Direct conflicting fact: Pia points to Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:"
g022_closure_update,22,5,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Old record: Quin points to Copper.
Updated record: Quin points to Silver, not Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:"
g022_closure_override,22,5,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Quin receive label Copper.
Override rule: in this case, items that is part of Quin receive label Silver.
Fact: Pia is part of Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:"
g022_exception_override,22,5,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Quin use label Copper.
Exception: Pia is a special case and uses label Silver.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:"
g023_clean,23,5,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:"
g023_rename,23,5,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Pia is grouped under Quin.
Link two: Quin has label Gold.
Choose the label reached from Pia: Gold or Iron.
One word answer:"
g023_permuted,23,5,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Quin has label Gold.
Fact 1: Pia is grouped under Quin.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:"
g023_redundant,23,5,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:"
g023_irrelevant,23,5,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Irrelevant fact: Rhea is associated with Red.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:"
g023_paraphrase,23,5,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Pia reaches Quin.
The destination connected to Quin is Gold.
Based on those two links, select the label for Pia: Gold or Iron.
Answer:"
g023_weak_distractor,23,5,3,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:"
g023_competition_balanced,23,5,3,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Competing fact: Pia is also associated with Iron.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:"
g023_direct_conflict,23,5,3,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Direct conflicting fact: Pia has label Iron.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:"
g023_closure_update,23,5,3,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Old record: Quin has label Gold.
Updated record: Quin has label Iron, not Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:"
g023_closure_override,23,5,3,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is grouped under Quin receive label Gold.
Override rule: in this case, items that is grouped under Quin receive label Iron.
Fact: Pia is grouped under Quin.
Question: Which label applies to Pia: Gold or Iron?
Answer with exactly one word:"
g023_exception_override,23,5,3,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Quin use label Gold.
Exception: Pia is a special case and uses label Iron.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: Gold or Iron?
Answer with exactly one word:"
g024_clean,24,6,0,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Sola belongs to Taro.
Fact 2: Taro is located at Red.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:"
g024_rename,24,6,0,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Sola belongs to Taro.
Link two: Taro is located at Red.
Choose the label reached from Sola: Red or Blue.
One word answer:"
g024_permuted,24,6,0,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Taro is located at Red.
Fact 1: Sola belongs to Taro.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:"
g024_redundant,24,6,0,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Sola belongs to Taro.
Fact 2: Taro is located at Red.
Repeated confirmation: Sola still goes through Taro.
Repeated confirmation: Taro still points to Red.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:"
g024_irrelevant,24,6,0,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Sola belongs to Taro.
Fact 2: Taro is located at Red.
Irrelevant fact: Una is associated with Green.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:"
g024_paraphrase,24,6,0,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Sola reaches Taro.
The destination connected to Taro is Red.
Based on those two links, select the label for Sola: Red or Blue.
Answer:"
g024_weak_distractor,24,6,0,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Sola belongs to Taro.
Fact 2: Taro is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:"
g024_competition_balanced,24,6,0,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Sola belongs to Taro.
Fact 2: Taro is located at Red.
Competing fact: Sola is also associated with Blue.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:"
g024_direct_conflict,24,6,0,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Sola belongs to Taro.
Fact 2: Taro is located at Red.
Direct conflicting fact: Sola is located at Blue.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:"
g024_closure_update,24,6,0,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Sola belongs to Taro.
Old record: Taro is located at Red.
Updated record: Taro is located at Blue, not Red.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:"
g024_closure_override,24,6,0,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that belongs to Taro receive label Red.
Override rule: in this case, items that belongs to Taro receive label Blue.
Fact: Sola belongs to Taro.
Question: Which label applies to Sola: Red or Blue?
Answer with exactly one word:"
g024_exception_override,24,6,0,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Taro use label Red.
Exception: Sola is a special case and uses label Blue.
Fact: Sola is connected to Taro.
Question: Which label applies to Sola: Red or Blue?
Answer with exactly one word:"
g025_clean,25,6,1,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Sola is assigned to Taro.
Fact 2: Taro maps to Green.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:"
g025_rename,25,6,1,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Sola is assigned to Taro.
Link two: Taro maps to Green.
Choose the label reached from Sola: Green or Yellow.
One word answer:"
g025_permuted,25,6,1,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Taro maps to Green.
Fact 1: Sola is assigned to Taro.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:"
g025_redundant,25,6,1,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Sola is assigned to Taro.
Fact 2: Taro maps to Green.
Repeated confirmation: Sola still goes through Taro.
Repeated confirmation: Taro still points to Green.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:"
g025_irrelevant,25,6,1,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Sola is assigned to Taro.
Fact 2: Taro maps to Green.
Irrelevant fact: Una is associated with North.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:"
g025_paraphrase,25,6,1,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Sola reaches Taro.
The destination connected to Taro is Green.
Based on those two links, select the label for Sola: Green or Yellow.
Answer:"
g025_weak_distractor,25,6,1,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Sola is assigned to Taro.
Fact 2: Taro maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:"
g025_competition_balanced,25,6,1,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Sola is assigned to Taro.
Fact 2: Taro maps to Green.
Competing fact: Sola is also associated with Yellow.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:"
g025_direct_conflict,25,6,1,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Sola is assigned to Taro.
Fact 2: Taro maps to Green.
Direct conflicting fact: Sola maps to Yellow.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:"
g025_closure_update,25,6,1,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Sola is assigned to Taro.
Old record: Taro maps to Green.
Updated record: Taro maps to Yellow, not Green.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:"
g025_closure_override,25,6,1,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is assigned to Taro receive label Green.
Override rule: in this case, items that is assigned to Taro receive label Yellow.
Fact: Sola is assigned to Taro.
Question: Which label applies to Sola: Green or Yellow?
Answer with exactly one word:"
g025_exception_override,25,6,1,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Taro use label Green.
Exception: Sola is a special case and uses label Yellow.
Fact: Sola is connected to Taro.
Question: Which label applies to Sola: Green or Yellow?
Answer with exactly one word:"
g026_clean,26,6,2,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Sola is part of Taro.
Fact 2: Taro points to North.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:"
g026_rename,26,6,2,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Sola is part of Taro.
Link two: Taro points to North.
Choose the label reached from Sola: North or South.
One word answer:"
g026_permuted,26,6,2,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Taro points to North.
Fact 1: Sola is part of Taro.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:"
g026_redundant,26,6,2,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Sola is part of Taro.
Fact 2: Taro points to North.
Repeated confirmation: Sola still goes through Taro.
Repeated confirmation: Taro still points to North.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:"
g026_irrelevant,26,6,2,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Sola is part of Taro.
Fact 2: Taro points to North.
Irrelevant fact: Una is associated with East.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:"
g026_paraphrase,26,6,2,paraphrase,relation_preserving,stable,North,South,East,"In this example, Sola reaches Taro.
The destination connected to Taro is North.
Based on those two links, select the label for Sola: North or South.
Answer:"
g026_weak_distractor,26,6,2,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Sola is part of Taro.
Fact 2: Taro points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:"
