prompt_id,graph_id,condition,mechanism,control,clean_label,conflict_label,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin,null_id,null_seed,strict_conflict_to_clean
g018_closure_update,18,closure_update,closure,shuffle_matched_024,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.09375,24,1066,False
g018_closure_override,18,closure_override,closure,shuffle_matched_024,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.03125,24,1066,False
g018_exception_override,18,exception_override,closure,shuffle_matched_024,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.46875,24,1066,False
g022_closure_update,22,closure_update,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.75,24,1066,False
g022_closure_override,22,closure_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-3.40625,24,1066,False
g022_exception_override,22,exception_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.53125,24,1066,False
g026_closure_update,26,closure_update,closure,shuffle_matched_024,North,South,4787,4882,4882, South,conflict,2,1,-2.125,24,1066,False
g026_closure_override,26,closure_override,closure,shuffle_matched_024,North,South,4787,4882,4882, South,conflict,2,1,-1.453125,24,1066,False
g026_exception_override,26,exception_override,closure,shuffle_matched_024,North,South,4787,4882,4882, South,conflict,2,1,-0.28125,24,1066,False
g030_closure_update,30,closure_update,closure,shuffle_matched_024,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.78125,24,1066,False
g030_closure_override,30,closure_override,closure,shuffle_matched_024,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.796875,24,1066,False
g030_exception_override,30,exception_override,closure,shuffle_matched_024,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.359375,24,1066,False
g031_closure_update,31,closure_update,closure,shuffle_matched_024,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-1.984375,24,1066,False
g031_closure_override,31,closure_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.265625,24,1066,True
g031_exception_override,31,exception_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.453125,24,1066,False
g033_closure_update,33,closure_update,closure,shuffle_matched_024,East,West,6326,4312,4312, West,conflict,2,1,-2.265625,24,1066,False
g033_closure_override,33,closure_override,closure,shuffle_matched_024,East,West,6326,4312,6326, East,clean,1,2,0.3125,24,1066,True
g033_exception_override,33,exception_override,closure,shuffle_matched_024,East,West,6326,4312,6326, East,clean,1,2,0.46875,24,1066,True
g039_closure_update,39,closure_update,closure,shuffle_matched_024,East,West,6326,4312,4312, West,conflict,2,1,-1.140625,24,1066,False
g039_closure_override,39,closure_override,closure,shuffle_matched_024,East,West,6326,4312,6326, East,clean,1,2,1.328125,24,1066,True
g039_exception_override,39,exception_override,closure,shuffle_matched_024,East,West,6326,4312,6326, East,clean,1,2,0.53125,24,1066,True
g040_closure_update,40,closure_update,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.21875,24,1066,False
g040_closure_override,40,closure_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.765625,24,1066,False
g040_exception_override,40,exception_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.4375,24,1066,False
g042_closure_update,42,closure_update,closure,shuffle_matched_024,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.359375,24,1066,False
g042_closure_override,42,closure_override,closure,shuffle_matched_024,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.984375,24,1066,False
g042_exception_override,42,exception_override,closure,shuffle_matched_024,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.9375,24,1066,False
g045_closure_update,45,closure_update,closure,shuffle_matched_024,East,West,6326,4312,4312, West,conflict,2,1,-1.875,24,1066,False
g045_closure_override,45,closure_override,closure,shuffle_matched_024,East,West,6326,4312,6326, East,clean,1,2,0.375,24,1066,True
g045_exception_override,45,exception_override,closure,shuffle_matched_024,East,West,6326,4312,6326, East,clean,1,2,0.78125,24,1066,True
g053_closure_update,53,closure_update,closure,shuffle_matched_024,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-3.140625,24,1066,False
g053_closure_override,53,closure_override,closure,shuffle_matched_024,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-0.515625,24,1066,False
g053_exception_override,53,exception_override,closure,shuffle_matched_024,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-0.625,24,1066,False
g064_closure_update,64,closure_update,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.703125,24,1066,False
g064_closure_override,64,closure_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.65625,24,1066,False
g064_exception_override,64,exception_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.15625,24,1066,False
g067_closure_update,67,closure_update,closure,shuffle_matched_024,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.40625,24,1066,False
g067_closure_override,67,closure_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.3125,24,1066,True
g067_exception_override,67,exception_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.046875,24,1066,False
g068_closure_update,68,closure_update,closure,shuffle_matched_024,North,South,4787,4882,4882, South,conflict,2,1,-2.171875,24,1066,False
g068_closure_override,68,closure_override,closure,shuffle_matched_024,North,South,4787,4882,4882, South,conflict,2,1,-1.65625,24,1066,False
g068_exception_override,68,exception_override,closure,shuffle_matched_024,North,South,4787,4882,4882, South,conflict,2,1,-0.140625,24,1066,False
g069_closure_update,69,closure_update,closure,shuffle_matched_024,East,West,6326,4312,4312, West,conflict,2,1,-1.859375,24,1066,False
g069_closure_override,69,closure_override,closure,shuffle_matched_024,East,West,6326,4312,6326, East,clean,1,2,0.703125,24,1066,True
g069_exception_override,69,exception_override,closure,shuffle_matched_024,East,West,6326,4312,6326, East,clean,1,2,0.609375,24,1066,True
g073_closure_update,73,closure_update,closure,shuffle_matched_024,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.34375,24,1066,False
g073_closure_override,73,closure_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.03125,24,1066,False
g073_exception_override,73,exception_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.640625,24,1066,True
g077_closure_update,77,closure_update,closure,shuffle_matched_024,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-3.671875,24,1066,False
g077_closure_override,77,closure_override,closure,shuffle_matched_024,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-1.703125,24,1066,False
g077_exception_override,77,exception_override,closure,shuffle_matched_024,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-1.25,24,1066,False
g079_closure_update,79,closure_update,closure,shuffle_matched_024,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.9375,24,1066,False
g079_closure_override,79,closure_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.40625,24,1066,True
g079_exception_override,79,exception_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.859375,24,1066,False
g080_closure_update,80,closure_update,closure,shuffle_matched_024,North,South,4787,4882,4882, South,conflict,2,1,-1.84375,24,1066,False
g080_closure_override,80,closure_override,closure,shuffle_matched_024,North,South,4787,4882,4882, South,conflict,2,1,-2.3125,24,1066,False
g080_exception_override,80,exception_override,closure,shuffle_matched_024,North,South,4787,4882,4882, South,conflict,2,1,-0.171875,24,1066,False
g085_closure_update,85,closure_update,closure,shuffle_matched_024,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.125,24,1066,False
g085_closure_override,85,closure_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.15625,24,1066,True
g085_exception_override,85,exception_override,closure,shuffle_matched_024,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.796875,24,1066,True
g088_closure_update,88,closure_update,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-3.03125,24,1066,False
g088_closure_override,88,closure_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.28125,24,1066,False
g088_exception_override,88,exception_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.125,24,1066,False
g094_closure_update,94,closure_update,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.703125,24,1066,False
g094_closure_override,94,closure_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.25,24,1066,False
g094_exception_override,94,exception_override,closure,shuffle_matched_024,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.234375,24,1066,False
g000_closure_update,0,closure_update,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.0625,25,1067,False
g000_closure_override,0,closure_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.34375,25,1067,False
g000_exception_override,0,exception_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.578125,25,1067,False
g004_closure_update,4,closure_update,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.15625,25,1067,False
g004_closure_override,4,closure_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.953125,25,1067,False
g004_exception_override,4,exception_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.25,25,1067,False
g009_closure_update,9,closure_update,closure,shuffle_matched_025,East,West,6326,4312,4312, West,conflict,2,1,-1.4375,25,1067,False
g009_closure_override,9,closure_override,closure,shuffle_matched_025,East,West,6326,4312,6326, East,clean,1,2,1.15625,25,1067,True
g009_exception_override,9,exception_override,closure,shuffle_matched_025,East,West,6326,4312,6326, East,clean,1,2,0.578125,25,1067,True
g010_closure_update,10,closure_update,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.515625,25,1067,False
g010_closure_override,10,closure_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.875,25,1067,False
g010_exception_override,10,exception_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.765625,25,1067,False
g011_closure_update,11,closure_update,closure,shuffle_matched_025,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-2.625,25,1067,False
g011_closure_override,11,closure_override,closure,shuffle_matched_025,Gold,Iron,7421,16570,7421, Gold,clean,1,2,0.859375,25,1067,True
g011_exception_override,11,exception_override,closure,shuffle_matched_025,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-0.25,25,1067,False
g012_closure_update,12,closure_update,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.3125,25,1067,False
g012_closure_override,12,closure_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.140625,25,1067,False
g012_exception_override,12,exception_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.65625,25,1067,False
g015_closure_update,15,closure_update,closure,shuffle_matched_025,East,West,6326,4312,4312, West,conflict,2,1,-1.9375,25,1067,False
g015_closure_override,15,closure_override,closure,shuffle_matched_025,East,West,6326,4312,4312, West,conflict,2,1,-0.03125,25,1067,False
g015_exception_override,15,exception_override,closure,shuffle_matched_025,East,West,6326,4312,6326, East,clean,1,2,0.21875,25,1067,True
g018_closure_update,18,closure_update,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.53125,25,1067,False
g018_closure_override,18,closure_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.03125,25,1067,False
g018_exception_override,18,exception_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.46875,25,1067,False
g022_closure_update,22,closure_update,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.859375,25,1067,False
g022_closure_override,22,closure_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.859375,25,1067,False
g022_exception_override,22,exception_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.9375,25,1067,False
g026_closure_update,26,closure_update,closure,shuffle_matched_025,North,South,4787,4882,4882, South,conflict,2,1,-2.140625,25,1067,False
g026_closure_override,26,closure_override,closure,shuffle_matched_025,North,South,4787,4882,4882, South,conflict,2,1,-1.453125,25,1067,False
g026_exception_override,26,exception_override,closure,shuffle_matched_025,North,South,4787,4882,4882, South,conflict,2,1,-0.28125,25,1067,False
g030_closure_update,30,closure_update,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.484375,25,1067,False
g030_closure_override,30,closure_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.796875,25,1067,False
g030_exception_override,30,exception_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.40625,25,1067,False
g031_closure_update,31,closure_update,closure,shuffle_matched_025,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.140625,25,1067,False
g031_closure_override,31,closure_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.265625,25,1067,True
g031_exception_override,31,exception_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.453125,25,1067,False
g033_closure_update,33,closure_update,closure,shuffle_matched_025,East,West,6326,4312,4312, West,conflict,2,1,-1.703125,25,1067,False
g033_closure_override,33,closure_override,closure,shuffle_matched_025,East,West,6326,4312,6326, East,clean,1,2,0.78125,25,1067,True
g033_exception_override,33,exception_override,closure,shuffle_matched_025,East,West,6326,4312,4312, West,conflict,2,1,-1.546875,25,1067,False
g039_closure_update,39,closure_update,closure,shuffle_matched_025,East,West,6326,4312,4312, West,conflict,2,1,-2.078125,25,1067,False
g039_closure_override,39,closure_override,closure,shuffle_matched_025,East,West,6326,4312,6326, East,clean,1,2,1.0,25,1067,True
g039_exception_override,39,exception_override,closure,shuffle_matched_025,East,West,6326,4312,4312, West,conflict,2,1,-1.5625,25,1067,False
g040_closure_update,40,closure_update,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.984375,25,1067,False
g040_closure_override,40,closure_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.765625,25,1067,False
g040_exception_override,40,exception_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.984375,25,1067,False
g042_closure_update,42,closure_update,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.515625,25,1067,False
g042_closure_override,42,closure_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.984375,25,1067,False
g042_exception_override,42,exception_override,closure,shuffle_matched_025,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.3125,25,1067,False
g045_closure_update,45,closure_update,closure,shuffle_matched_025,East,West,6326,4312,4312, West,conflict,2,1,-1.171875,25,1067,False
g045_closure_override,45,closure_override,closure,shuffle_matched_025,East,West,6326,4312,6326, East,clean,1,2,0.828125,25,1067,True
g045_exception_override,45,exception_override,closure,shuffle_matched_025,East,West,6326,4312,6326, East,clean,1,2,0.546875,25,1067,True
g053_closure_update,53,closure_update,closure,shuffle_matched_025,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-3.8125,25,1067,False
g053_closure_override,53,closure_override,closure,shuffle_matched_025,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-0.515625,25,1067,False
g053_exception_override,53,exception_override,closure,shuffle_matched_025,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-0.5625,25,1067,False
g064_closure_update,64,closure_update,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.546875,25,1067,False
g064_closure_override,64,closure_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.8125,25,1067,False
g064_exception_override,64,exception_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.15625,25,1067,False
g067_closure_update,67,closure_update,closure,shuffle_matched_025,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.6875,25,1067,False
g067_closure_override,67,closure_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.3125,25,1067,True
g067_exception_override,67,exception_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.046875,25,1067,False
g068_closure_update,68,closure_update,closure,shuffle_matched_025,North,South,4787,4882,4882, South,conflict,2,1,-1.96875,25,1067,False
g068_closure_override,68,closure_override,closure,shuffle_matched_025,North,South,4787,4882,4882, South,conflict,2,1,-1.65625,25,1067,False
g068_exception_override,68,exception_override,closure,shuffle_matched_025,North,South,4787,4882,4882, South,conflict,2,1,-0.140625,25,1067,False
g069_closure_update,69,closure_update,closure,shuffle_matched_025,East,West,6326,4312,4312, West,conflict,2,1,-1.171875,25,1067,False
g069_closure_override,69,closure_override,closure,shuffle_matched_025,East,West,6326,4312,6326, East,clean,1,2,0.421875,25,1067,True
g069_exception_override,69,exception_override,closure,shuffle_matched_025,East,West,6326,4312,6326, East,clean,1,2,0.890625,25,1067,True
g073_closure_update,73,closure_update,closure,shuffle_matched_025,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.640625,25,1067,False
g073_closure_override,73,closure_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.03125,25,1067,False
g073_exception_override,73,exception_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.59375,25,1067,True
g077_closure_update,77,closure_update,closure,shuffle_matched_025,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-4.6875,25,1067,False
g077_closure_override,77,closure_override,closure,shuffle_matched_025,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-1.640625,25,1067,False
g077_exception_override,77,exception_override,closure,shuffle_matched_025,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-1.46875,25,1067,False
g079_closure_update,79,closure_update,closure,shuffle_matched_025,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.90625,25,1067,False
g079_closure_override,79,closure_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.671875,25,1067,True
g079_exception_override,79,exception_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.859375,25,1067,False
g080_closure_update,80,closure_update,closure,shuffle_matched_025,North,South,4787,4882,4882, South,conflict,2,1,-1.84375,25,1067,False
g080_closure_override,80,closure_override,closure,shuffle_matched_025,North,South,4787,4882,4882, South,conflict,2,1,-0.828125,25,1067,False
g080_exception_override,80,exception_override,closure,shuffle_matched_025,North,South,4787,4882,4882, South,conflict,2,1,-0.171875,25,1067,False
g085_closure_update,85,closure_update,closure,shuffle_matched_025,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.125,25,1067,False
g085_closure_override,85,closure_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.171875,25,1067,True
g085_exception_override,85,exception_override,closure,shuffle_matched_025,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.859375,25,1067,True
g088_closure_update,88,closure_update,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-3.046875,25,1067,False
g088_closure_override,88,closure_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.28125,25,1067,False
g088_exception_override,88,exception_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.328125,25,1067,False
g094_closure_update,94,closure_update,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.9375,25,1067,False
g094_closure_override,94,closure_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.546875,25,1067,False
g094_exception_override,94,exception_override,closure,shuffle_matched_025,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.640625,25,1067,False
g000_closure_update,0,closure_update,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.59375,26,1068,False
g000_closure_override,0,closure_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.265625,26,1068,False
g000_exception_override,0,exception_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.578125,26,1068,False
g004_closure_update,4,closure_update,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.84375,26,1068,False
g004_closure_override,4,closure_override,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.953125,26,1068,False
g004_exception_override,4,exception_override,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.359375,26,1068,False
g009_closure_update,9,closure_update,closure,shuffle_matched_026,East,West,6326,4312,4312, West,conflict,2,1,-1.4375,26,1068,False
g009_closure_override,9,closure_override,closure,shuffle_matched_026,East,West,6326,4312,6326, East,clean,1,2,1.421875,26,1068,True
g009_exception_override,9,exception_override,closure,shuffle_matched_026,East,West,6326,4312,6326, East,clean,1,2,0.6875,26,1068,True
g010_closure_update,10,closure_update,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.515625,26,1068,False
g010_closure_override,10,closure_override,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.484375,26,1068,False
g010_exception_override,10,exception_override,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.828125,26,1068,False
g011_closure_update,11,closure_update,closure,shuffle_matched_026,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-2.734375,26,1068,False
g011_closure_override,11,closure_override,closure,shuffle_matched_026,Gold,Iron,7421,16570,7421, Gold,clean,1,2,0.625,26,1068,True
g011_exception_override,11,exception_override,closure,shuffle_matched_026,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-0.109375,26,1068,False
g012_closure_update,12,closure_update,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.40625,26,1068,False
g012_closure_override,12,closure_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.09375,26,1068,False
g012_exception_override,12,exception_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.84375,26,1068,False
g015_closure_update,15,closure_update,closure,shuffle_matched_026,East,West,6326,4312,4312, West,conflict,2,1,-1.65625,26,1068,False
g015_closure_override,15,closure_override,closure,shuffle_matched_026,East,West,6326,4312,6326, East,clean,1,2,0.03125,26,1068,True
g015_exception_override,15,exception_override,closure,shuffle_matched_026,East,West,6326,4312,6326, East,clean,1,2,0.171875,26,1068,True
g018_closure_update,18,closure_update,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.875,26,1068,False
g018_closure_override,18,closure_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.03125,26,1068,False
g018_exception_override,18,exception_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.46875,26,1068,False
g022_closure_update,22,closure_update,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.859375,26,1068,False
g022_closure_override,22,closure_override,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-3.40625,26,1068,False
g022_exception_override,22,exception_override,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.53125,26,1068,False
g026_closure_update,26,closure_update,closure,shuffle_matched_026,North,South,4787,4882,4882, South,conflict,2,1,-2.109375,26,1068,False
g026_closure_override,26,closure_override,closure,shuffle_matched_026,North,South,4787,4882,4882, South,conflict,2,1,-1.453125,26,1068,False
g026_exception_override,26,exception_override,closure,shuffle_matched_026,North,South,4787,4882,4882, South,conflict,2,1,-0.28125,26,1068,False
g030_closure_update,30,closure_update,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.78125,26,1068,False
g030_closure_override,30,closure_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.890625,26,1068,False
g030_exception_override,30,exception_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.359375,26,1068,False
g031_closure_update,31,closure_update,closure,shuffle_matched_026,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.078125,26,1068,False
g031_closure_override,31,closure_override,closure,shuffle_matched_026,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.375,26,1068,True
g031_exception_override,31,exception_override,closure,shuffle_matched_026,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.453125,26,1068,False
g033_closure_update,33,closure_update,closure,shuffle_matched_026,East,West,6326,4312,4312, West,conflict,2,1,-1.84375,26,1068,False
g033_closure_override,33,closure_override,closure,shuffle_matched_026,East,West,6326,4312,6326, East,clean,1,2,0.4375,26,1068,True
g033_exception_override,33,exception_override,closure,shuffle_matched_026,East,West,6326,4312,6326, East,clean,1,2,0.046875,26,1068,True
g039_closure_update,39,closure_update,closure,shuffle_matched_026,East,West,6326,4312,4312, West,conflict,2,1,-1.359375,26,1068,False
g039_closure_override,39,closure_override,closure,shuffle_matched_026,East,West,6326,4312,6326, East,clean,1,2,1.0,26,1068,True
g039_exception_override,39,exception_override,closure,shuffle_matched_026,East,West,6326,4312,6326, East,clean,1,2,0.65625,26,1068,True
g040_closure_update,40,closure_update,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.21875,26,1068,False
g040_closure_override,40,closure_override,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.078125,26,1068,False
g040_exception_override,40,exception_override,closure,shuffle_matched_026,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.9375,26,1068,False
g042_closure_update,42,closure_update,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.359375,26,1068,False
g042_closure_override,42,closure_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.984375,26,1068,False
g042_exception_override,42,exception_override,closure,shuffle_matched_026,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.1875,26,1068,False
g045_closure_update,45,closure_update,closure,shuffle_matched_026,East,West,6326,4312,4312, West,conflict,2,1,-1.515625,26,1068,False
g045_closure_override,45,closure_override,closure,shuffle_matched_026,East,West,6326,4312,6326, East,clean,1,2,0.28125,26,1068,True
g045_exception_override,45,exception_override,closure,shuffle_matched_026,East,West,6326,4312,4312, West,conflict,2,1,-1.78125,26,1068,False
g053_closure_update,53,closure_update,closure,shuffle_matched_026,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-3.03125,26,1068,False
