prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,split
g033_competition_balanced,33,8,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Yara is assigned to Zeno.
Fact 2: Zeno maps to East.
Competing fact: Yara is also associated with West.
Question: Which label is associated with Yara: East or West?
Answer with exactly one word:",discovery
g033_direct_conflict,33,8,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Yara is assigned to Zeno.
Fact 2: Zeno maps to East.
Direct conflicting fact: Yara maps to West.
Question: Which label is associated with Yara: East or West?
Answer with exactly one word:",discovery
g033_closure_update,33,8,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Yara is assigned to Zeno.
Old record: Zeno maps to East.
Updated record: Zeno maps to West, not East.
Question: Which label is associated with Yara: East or West?
Answer with exactly one word:",discovery
g033_closure_override,33,8,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Zeno receive label East.
Override rule: in this case, items that is assigned to Zeno receive label West.
Fact: Yara is assigned to Zeno.
Question: Which label applies to Yara: East or West?
Answer with exactly one word:",discovery
g033_exception_override,33,8,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Zeno use label East.
Exception: Yara is a special case and uses label West.
Fact: Yara is connected to Zeno.
Question: Which label applies to Yara: East or West?
Answer with exactly one word:",discovery
g034_clean,34,8,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Yara is part of Zeno.
Fact 2: Zeno points to Copper.
Question: Which label is associated with Yara: Copper or Silver?
Answer with exactly one word:",discovery
g034_rename,34,8,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Yara is part of Zeno.
Link two: Zeno points to Copper.
Choose the label reached from Yara: Copper or Silver.
One word answer:",discovery
g034_permuted,34,8,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Zeno points to Copper.
Fact 1: Yara is part of Zeno.
Question: Which label is associated with Yara: Copper or Silver?
Answer with exactly one word:",discovery
g034_redundant,34,8,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Yara is part of Zeno.
Fact 2: Zeno points to Copper.
Repeated confirmation: Yara still goes through Zeno.
Repeated confirmation: Zeno still points to Copper.
Question: Which label is associated with Yara: Copper or Silver?
Answer with exactly one word:",discovery
g034_irrelevant,34,8,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Yara is part of Zeno.
Fact 2: Zeno points to Copper.
Irrelevant fact: Nia is associated with Gold.
Question: Which label is associated with Yara: Copper or Silver?
Answer with exactly one word:",discovery
g034_paraphrase,34,8,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Yara reaches Zeno.
The destination connected to Zeno is Copper.
Based on those two links, select the label for Yara: Copper or Silver.
Answer:",discovery
g034_weak_distractor,34,8,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Yara is part of Zeno.
Fact 2: Zeno points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Yara: Copper or Silver?
Answer with exactly one word:",discovery
g034_competition_balanced,34,8,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Yara is part of Zeno.
Fact 2: Zeno points to Copper.
Competing fact: Yara is also associated with Silver.
Question: Which label is associated with Yara: Copper or Silver?
Answer with exactly one word:",discovery
g034_direct_conflict,34,8,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Yara is part of Zeno.
Fact 2: Zeno points to Copper.
Direct conflicting fact: Yara points to Silver.
Question: Which label is associated with Yara: Copper or Silver?
Answer with exactly one word:",discovery
g034_closure_update,34,8,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Yara is part of Zeno.
Old record: Zeno points to Copper.
Updated record: Zeno points to Silver, not Copper.
Question: Which label is associated with Yara: Copper or Silver?
Answer with exactly one word:",discovery
g034_closure_override,34,8,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Zeno receive label Copper.
Override rule: in this case, items that is part of Zeno receive label Silver.
Fact: Yara is part of Zeno.
Question: Which label applies to Yara: Copper or Silver?
Answer with exactly one word:",discovery
g034_exception_override,34,8,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Zeno use label Copper.
Exception: Yara is a special case and uses label Silver.
Fact: Yara is connected to Zeno.
Question: Which label applies to Yara: Copper or Silver?
Answer with exactly one word:",discovery
g035_clean,35,8,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Yara is grouped under Zeno.
Fact 2: Zeno has label Gold.
Question: Which label is associated with Yara: Gold or Iron?
Answer with exactly one word:",discovery
g035_rename,35,8,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Yara is grouped under Zeno.
Link two: Zeno has label Gold.
Choose the label reached from Yara: Gold or Iron.
One word answer:",discovery
g035_permuted,35,8,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Zeno has label Gold.
Fact 1: Yara is grouped under Zeno.
Question: Which label is associated with Yara: Gold or Iron?
Answer with exactly one word:",discovery
g035_redundant,35,8,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Yara is grouped under Zeno.
Fact 2: Zeno has label Gold.
Repeated confirmation: Yara still goes through Zeno.
Repeated confirmation: Zeno still points to Gold.
Question: Which label is associated with Yara: Gold or Iron?
Answer with exactly one word:",discovery
g035_irrelevant,35,8,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Yara is grouped under Zeno.
Fact 2: Zeno has label Gold.
Irrelevant fact: Nia is associated with Red.
Question: Which label is associated with Yara: Gold or Iron?
Answer with exactly one word:",discovery
g035_paraphrase,35,8,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Yara reaches Zeno.
The destination connected to Zeno is Gold.
Based on those two links, select the label for Yara: Gold or Iron.
Answer:",discovery
g035_weak_distractor,35,8,3,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Yara is grouped under Zeno.
Fact 2: Zeno has label Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Yara: Gold or Iron?
Answer with exactly one word:",discovery
g035_competition_balanced,35,8,3,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Yara is grouped under Zeno.
Fact 2: Zeno has label Gold.
Competing fact: Yara is also associated with Iron.
Question: Which label is associated with Yara: Gold or Iron?
Answer with exactly one word:",discovery
g035_direct_conflict,35,8,3,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Yara is grouped under Zeno.
Fact 2: Zeno has label Gold.
Direct conflicting fact: Yara has label Iron.
Question: Which label is associated with Yara: Gold or Iron?
Answer with exactly one word:",discovery
g035_closure_update,35,8,3,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Yara is grouped under Zeno.
Old record: Zeno has label Gold.
Updated record: Zeno has label Iron, not Gold.
Question: Which label is associated with Yara: Gold or Iron?
Answer with exactly one word:",discovery
g035_closure_override,35,8,3,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is grouped under Zeno receive label Gold.
Override rule: in this case, items that is grouped under Zeno receive label Iron.
Fact: Yara is grouped under Zeno.
Question: Which label applies to Yara: Gold or Iron?
Answer with exactly one word:",discovery
g035_exception_override,35,8,3,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Zeno use label Gold.
Exception: Yara is a special case and uses label Iron.
Fact: Yara is connected to Zeno.
Question: Which label applies to Yara: Gold or Iron?
Answer with exactly one word:",discovery
confirm_g000_clean,1000,0,0,clean,clean,stable,Circle,Square,Triangle,"You are given a small relation graph.
Fact 1: Alden routes through Bria.
Fact 2: Bria resolves to Circle.
Question: Which label is associated with Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g000_rename,1000,0,0,rename,relation_preserving,stable,Circle,Square,Triangle,"Consider a tiny mapping network.
Link one: Alden routes through Bria.
Link two: Bria resolves to Circle.
Choose the label reached from Alden: Circle or Square.
One word answer:",confirmation
confirm_g000_permuted,1000,0,0,permuted,relation_preserving,stable,Circle,Square,Triangle,"You are given a small relation graph.
Fact 2: Bria resolves to Circle.
Fact 1: Alden routes through Bria.
Question: Which label is associated with Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g000_redundant,1000,0,0,redundant,relation_preserving,stable,Circle,Square,Triangle,"You are given a small relation graph.
Fact 1: Alden routes through Bria.
Fact 2: Bria resolves to Circle.
Repeated confirmation: Alden still goes through Bria.
Repeated confirmation: Bria still points to Circle.
Question: Which label is associated with Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g000_irrelevant,1000,0,0,irrelevant,relation_preserving,stable,Circle,Square,Triangle,"You are given a small relation graph.
Fact 1: Alden routes through Bria.
Fact 2: Bria resolves to Circle.
Irrelevant fact: Celyn is associated with Triangle.
Question: Which label is associated with Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g000_paraphrase,1000,0,0,paraphrase,relation_preserving,stable,Circle,Square,Triangle,"In this example, Alden reaches Bria.
The destination connected to Bria is Circle.
Based on those two links, select the label for Alden: Circle or Square.
Answer:",confirmation
confirm_g000_weak_distractor,1000,0,0,weak_distractor,structure_changing,stable_shift,Circle,Square,Triangle,"You are given a small relation graph.
Fact 1: Alden routes through Bria.
Fact 2: Bria resolves to Circle.
Weak note: some unrelated source mentions Square, but does not update the graph.
Question: Which label is associated with Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g000_competition_balanced,1000,0,0,competition_balanced,structure_changing,competition,Circle,Square,Triangle,"You are given a small relation graph.
Fact 1: Alden routes through Bria.
Fact 2: Bria resolves to Circle.
Competing fact: Alden is also associated with Square.
Question: Which label is associated with Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g000_direct_conflict,1000,0,0,direct_conflict,structure_changing,competition,Circle,Square,Triangle,"You are given a small relation graph.
Fact 1: Alden routes through Bria.
Fact 2: Bria resolves to Circle.
Direct conflicting fact: Alden resolves to Square.
Question: Which label is associated with Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g000_closure_update,1000,0,0,closure_update,structure_changing,closure,Circle,Square,Triangle,"You are given a small relation graph.
Fact 1: Alden routes through Bria.
Old record: Bria resolves to Circle.
Updated record: Bria resolves to Square, not Circle.
Question: Which label is associated with Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g000_closure_override,1000,0,0,closure_override,structure_changing,closure,Circle,Square,Triangle,"You are given a rule system.
General rule: items that routes through Bria receive label Circle.
Override rule: in this case, items that routes through Bria receive label Square.
Fact: Alden routes through Bria.
Question: Which label applies to Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g000_exception_override,1000,0,0,exception_override,structure_changing,closure,Circle,Square,Triangle,"You are given a rule system.
General rule: items connected to Bria use label Circle.
Exception: Alden is a special case and uses label Square.
Fact: Alden is connected to Bria.
Question: Which label applies to Alden: Circle or Square?
Answer with exactly one word:",confirmation
confirm_g001_clean,1001,0,1,clean,clean,stable,Triangle,Star,River,"You are given a small relation graph.
Fact 1: Alden connects via Bria.
Fact 2: Bria carries label Triangle.
Question: Which label is associated with Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g001_rename,1001,0,1,rename,relation_preserving,stable,Triangle,Star,River,"Consider a tiny mapping network.
Link one: Alden connects via Bria.
Link two: Bria carries label Triangle.
Choose the label reached from Alden: Triangle or Star.
One word answer:",confirmation
confirm_g001_permuted,1001,0,1,permuted,relation_preserving,stable,Triangle,Star,River,"You are given a small relation graph.
Fact 2: Bria carries label Triangle.
Fact 1: Alden connects via Bria.
Question: Which label is associated with Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g001_redundant,1001,0,1,redundant,relation_preserving,stable,Triangle,Star,River,"You are given a small relation graph.
Fact 1: Alden connects via Bria.
Fact 2: Bria carries label Triangle.
Repeated confirmation: Alden still goes through Bria.
Repeated confirmation: Bria still points to Triangle.
Question: Which label is associated with Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g001_irrelevant,1001,0,1,irrelevant,relation_preserving,stable,Triangle,Star,River,"You are given a small relation graph.
Fact 1: Alden connects via Bria.
Fact 2: Bria carries label Triangle.
Irrelevant fact: Celyn is associated with River.
Question: Which label is associated with Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g001_paraphrase,1001,0,1,paraphrase,relation_preserving,stable,Triangle,Star,River,"In this example, Alden reaches Bria.
The destination connected to Bria is Triangle.
Based on those two links, select the label for Alden: Triangle or Star.
Answer:",confirmation
confirm_g001_weak_distractor,1001,0,1,weak_distractor,structure_changing,stable_shift,Triangle,Star,River,"You are given a small relation graph.
Fact 1: Alden connects via Bria.
Fact 2: Bria carries label Triangle.
Weak note: some unrelated source mentions Star, but does not update the graph.
Question: Which label is associated with Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g001_competition_balanced,1001,0,1,competition_balanced,structure_changing,competition,Triangle,Star,River,"You are given a small relation graph.
Fact 1: Alden connects via Bria.
Fact 2: Bria carries label Triangle.
Competing fact: Alden is also associated with Star.
Question: Which label is associated with Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g001_direct_conflict,1001,0,1,direct_conflict,structure_changing,competition,Triangle,Star,River,"You are given a small relation graph.
Fact 1: Alden connects via Bria.
Fact 2: Bria carries label Triangle.
Direct conflicting fact: Alden carries label Star.
Question: Which label is associated with Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g001_closure_update,1001,0,1,closure_update,structure_changing,closure,Triangle,Star,River,"You are given a small relation graph.
Fact 1: Alden connects via Bria.
Old record: Bria carries label Triangle.
Updated record: Bria carries label Star, not Triangle.
Question: Which label is associated with Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g001_closure_override,1001,0,1,closure_override,structure_changing,closure,Triangle,Star,River,"You are given a rule system.
General rule: items that connects via Bria receive label Triangle.
Override rule: in this case, items that connects via Bria receive label Star.
Fact: Alden connects via Bria.
Question: Which label applies to Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g001_exception_override,1001,0,1,exception_override,structure_changing,closure,Triangle,Star,River,"You are given a rule system.
General rule: items connected to Bria use label Triangle.
Exception: Alden is a special case and uses label Star.
Fact: Alden is connected to Bria.
Question: Which label applies to Alden: Triangle or Star?
Answer with exactly one word:",confirmation
confirm_g002_clean,1002,0,2,clean,clean,stable,River,Mountain,Forest,"You are given a small relation graph.
Fact 1: Alden passes through Bria.
Fact 2: Bria is coded as River.
Question: Which label is associated with Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g002_rename,1002,0,2,rename,relation_preserving,stable,River,Mountain,Forest,"Consider a tiny mapping network.
Link one: Alden passes through Bria.
Link two: Bria is coded as River.
Choose the label reached from Alden: River or Mountain.
One word answer:",confirmation
confirm_g002_permuted,1002,0,2,permuted,relation_preserving,stable,River,Mountain,Forest,"You are given a small relation graph.
Fact 2: Bria is coded as River.
Fact 1: Alden passes through Bria.
Question: Which label is associated with Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g002_redundant,1002,0,2,redundant,relation_preserving,stable,River,Mountain,Forest,"You are given a small relation graph.
Fact 1: Alden passes through Bria.
Fact 2: Bria is coded as River.
Repeated confirmation: Alden still goes through Bria.
Repeated confirmation: Bria still points to River.
Question: Which label is associated with Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g002_irrelevant,1002,0,2,irrelevant,relation_preserving,stable,River,Mountain,Forest,"You are given a small relation graph.
Fact 1: Alden passes through Bria.
Fact 2: Bria is coded as River.
Irrelevant fact: Celyn is associated with Forest.
Question: Which label is associated with Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g002_paraphrase,1002,0,2,paraphrase,relation_preserving,stable,River,Mountain,Forest,"In this example, Alden reaches Bria.
The destination connected to Bria is River.
Based on those two links, select the label for Alden: River or Mountain.
Answer:",confirmation
confirm_g002_weak_distractor,1002,0,2,weak_distractor,structure_changing,stable_shift,River,Mountain,Forest,"You are given a small relation graph.
Fact 1: Alden passes through Bria.
Fact 2: Bria is coded as River.
Weak note: some unrelated source mentions Mountain, but does not update the graph.
Question: Which label is associated with Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g002_competition_balanced,1002,0,2,competition_balanced,structure_changing,competition,River,Mountain,Forest,"You are given a small relation graph.
Fact 1: Alden passes through Bria.
Fact 2: Bria is coded as River.
Competing fact: Alden is also associated with Mountain.
Question: Which label is associated with Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g002_direct_conflict,1002,0,2,direct_conflict,structure_changing,competition,River,Mountain,Forest,"You are given a small relation graph.
Fact 1: Alden passes through Bria.
Fact 2: Bria is coded as River.
Direct conflicting fact: Alden is coded as Mountain.
Question: Which label is associated with Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g002_closure_update,1002,0,2,closure_update,structure_changing,closure,River,Mountain,Forest,"You are given a small relation graph.
Fact 1: Alden passes through Bria.
Old record: Bria is coded as River.
Updated record: Bria is coded as Mountain, not River.
Question: Which label is associated with Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g002_closure_override,1002,0,2,closure_override,structure_changing,closure,River,Mountain,Forest,"You are given a rule system.
General rule: items that passes through Bria receive label River.
Override rule: in this case, items that passes through Bria receive label Mountain.
Fact: Alden passes through Bria.
Question: Which label applies to Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g002_exception_override,1002,0,2,exception_override,structure_changing,closure,River,Mountain,Forest,"You are given a rule system.
General rule: items connected to Bria use label River.
Exception: Alden is a special case and uses label Mountain.
Fact: Alden is connected to Bria.
Question: Which label applies to Alden: River or Mountain?
Answer with exactly one word:",confirmation
confirm_g003_clean,1003,0,3,clean,clean,stable,Forest,Ocean,Sun,"You are given a small relation graph.
Fact 1: Alden links through Bria.
Fact 2: Bria terminates at Forest.
Question: Which label is associated with Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g003_rename,1003,0,3,rename,relation_preserving,stable,Forest,Ocean,Sun,"Consider a tiny mapping network.
Link one: Alden links through Bria.
Link two: Bria terminates at Forest.
Choose the label reached from Alden: Forest or Ocean.
One word answer:",confirmation
confirm_g003_permuted,1003,0,3,permuted,relation_preserving,stable,Forest,Ocean,Sun,"You are given a small relation graph.
Fact 2: Bria terminates at Forest.
Fact 1: Alden links through Bria.
Question: Which label is associated with Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g003_redundant,1003,0,3,redundant,relation_preserving,stable,Forest,Ocean,Sun,"You are given a small relation graph.
Fact 1: Alden links through Bria.
Fact 2: Bria terminates at Forest.
Repeated confirmation: Alden still goes through Bria.
Repeated confirmation: Bria still points to Forest.
Question: Which label is associated with Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g003_irrelevant,1003,0,3,irrelevant,relation_preserving,stable,Forest,Ocean,Sun,"You are given a small relation graph.
Fact 1: Alden links through Bria.
Fact 2: Bria terminates at Forest.
Irrelevant fact: Celyn is associated with Sun.
Question: Which label is associated with Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g003_paraphrase,1003,0,3,paraphrase,relation_preserving,stable,Forest,Ocean,Sun,"In this example, Alden reaches Bria.
The destination connected to Bria is Forest.
Based on those two links, select the label for Alden: Forest or Ocean.
Answer:",confirmation
confirm_g003_weak_distractor,1003,0,3,weak_distractor,structure_changing,stable_shift,Forest,Ocean,Sun,"You are given a small relation graph.
Fact 1: Alden links through Bria.
Fact 2: Bria terminates at Forest.
Weak note: some unrelated source mentions Ocean, but does not update the graph.
Question: Which label is associated with Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g003_competition_balanced,1003,0,3,competition_balanced,structure_changing,competition,Forest,Ocean,Sun,"You are given a small relation graph.
Fact 1: Alden links through Bria.
Fact 2: Bria terminates at Forest.
Competing fact: Alden is also associated with Ocean.
Question: Which label is associated with Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g003_direct_conflict,1003,0,3,direct_conflict,structure_changing,competition,Forest,Ocean,Sun,"You are given a small relation graph.
Fact 1: Alden links through Bria.
Fact 2: Bria terminates at Forest.
Direct conflicting fact: Alden terminates at Ocean.
Question: Which label is associated with Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g003_closure_update,1003,0,3,closure_update,structure_changing,closure,Forest,Ocean,Sun,"You are given a small relation graph.
Fact 1: Alden links through Bria.
Old record: Bria terminates at Forest.
Updated record: Bria terminates at Ocean, not Forest.
Question: Which label is associated with Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g003_closure_override,1003,0,3,closure_override,structure_changing,closure,Forest,Ocean,Sun,"You are given a rule system.
General rule: items that links through Bria receive label Forest.
Override rule: in this case, items that links through Bria receive label Ocean.
Fact: Alden links through Bria.
Question: Which label applies to Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g003_exception_override,1003,0,3,exception_override,structure_changing,closure,Forest,Ocean,Sun,"You are given a rule system.
General rule: items connected to Bria use label Forest.
Exception: Alden is a special case and uses label Ocean.
Fact: Alden is connected to Bria.
Question: Which label applies to Alden: Forest or Ocean?
Answer with exactly one word:",confirmation
confirm_g004_clean,1004,1,0,clean,clean,stable,Sun,Moon,Cloud,"You are given a small relation graph.
Fact 1: Devon routes through Elara.
Fact 2: Elara resolves to Sun.
Question: Which label is associated with Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g004_rename,1004,1,0,rename,relation_preserving,stable,Sun,Moon,Cloud,"Consider a tiny mapping network.
Link one: Devon routes through Elara.
Link two: Elara resolves to Sun.
Choose the label reached from Devon: Sun or Moon.
One word answer:",confirmation
confirm_g004_permuted,1004,1,0,permuted,relation_preserving,stable,Sun,Moon,Cloud,"You are given a small relation graph.
Fact 2: Elara resolves to Sun.
Fact 1: Devon routes through Elara.
Question: Which label is associated with Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g004_redundant,1004,1,0,redundant,relation_preserving,stable,Sun,Moon,Cloud,"You are given a small relation graph.
Fact 1: Devon routes through Elara.
Fact 2: Elara resolves to Sun.
Repeated confirmation: Devon still goes through Elara.
Repeated confirmation: Elara still points to Sun.
Question: Which label is associated with Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g004_irrelevant,1004,1,0,irrelevant,relation_preserving,stable,Sun,Moon,Cloud,"You are given a small relation graph.
Fact 1: Devon routes through Elara.
Fact 2: Elara resolves to Sun.
Irrelevant fact: Fintan is associated with Cloud.
Question: Which label is associated with Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g004_paraphrase,1004,1,0,paraphrase,relation_preserving,stable,Sun,Moon,Cloud,"In this example, Devon reaches Elara.
The destination connected to Elara is Sun.
Based on those two links, select the label for Devon: Sun or Moon.
Answer:",confirmation
confirm_g004_weak_distractor,1004,1,0,weak_distractor,structure_changing,stable_shift,Sun,Moon,Cloud,"You are given a small relation graph.
Fact 1: Devon routes through Elara.
Fact 2: Elara resolves to Sun.
Weak note: some unrelated source mentions Moon, but does not update the graph.
Question: Which label is associated with Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g004_competition_balanced,1004,1,0,competition_balanced,structure_changing,competition,Sun,Moon,Cloud,"You are given a small relation graph.
Fact 1: Devon routes through Elara.
Fact 2: Elara resolves to Sun.
Competing fact: Devon is also associated with Moon.
Question: Which label is associated with Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g004_direct_conflict,1004,1,0,direct_conflict,structure_changing,competition,Sun,Moon,Cloud,"You are given a small relation graph.
Fact 1: Devon routes through Elara.
Fact 2: Elara resolves to Sun.
Direct conflicting fact: Devon resolves to Moon.
Question: Which label is associated with Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g004_closure_update,1004,1,0,closure_update,structure_changing,closure,Sun,Moon,Cloud,"You are given a small relation graph.
Fact 1: Devon routes through Elara.
Old record: Elara resolves to Sun.
Updated record: Elara resolves to Moon, not Sun.
Question: Which label is associated with Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g004_closure_override,1004,1,0,closure_override,structure_changing,closure,Sun,Moon,Cloud,"You are given a rule system.
General rule: items that routes through Elara receive label Sun.
Override rule: in this case, items that routes through Elara receive label Moon.
Fact: Devon routes through Elara.
Question: Which label applies to Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g004_exception_override,1004,1,0,exception_override,structure_changing,closure,Sun,Moon,Cloud,"You are given a rule system.
General rule: items connected to Elara use label Sun.
Exception: Devon is a special case and uses label Moon.
Fact: Devon is connected to Elara.
Question: Which label applies to Devon: Sun or Moon?
Answer with exactly one word:",confirmation
confirm_g005_clean,1005,1,1,clean,clean,stable,Cloud,Stone,Circle,"You are given a small relation graph.
Fact 1: Devon connects via Elara.
Fact 2: Elara carries label Cloud.
Question: Which label is associated with Devon: Cloud or Stone?
Answer with exactly one word:",confirmation
confirm_g005_rename,1005,1,1,rename,relation_preserving,stable,Cloud,Stone,Circle,"Consider a tiny mapping network.
Link one: Devon connects via Elara.
Link two: Elara carries label Cloud.
Choose the label reached from Devon: Cloud or Stone.
One word answer:",confirmation
confirm_g005_permuted,1005,1,1,permuted,relation_preserving,stable,Cloud,Stone,Circle,"You are given a small relation graph.
Fact 2: Elara carries label Cloud.
Fact 1: Devon connects via Elara.
Question: Which label is associated with Devon: Cloud or Stone?
Answer with exactly one word:",confirmation
confirm_g005_redundant,1005,1,1,redundant,relation_preserving,stable,Cloud,Stone,Circle,"You are given a small relation graph.
Fact 1: Devon connects via Elara.
Fact 2: Elara carries label Cloud.
Repeated confirmation: Devon still goes through Elara.
Repeated confirmation: Elara still points to Cloud.
Question: Which label is associated with Devon: Cloud or Stone?
Answer with exactly one word:",confirmation
confirm_g005_irrelevant,1005,1,1,irrelevant,relation_preserving,stable,Cloud,Stone,Circle,"You are given a small relation graph.
Fact 1: Devon connects via Elara.
Fact 2: Elara carries label Cloud.
Irrelevant fact: Fintan is associated with Circle.
Question: Which label is associated with Devon: Cloud or Stone?
Answer with exactly one word:",confirmation
confirm_g005_paraphrase,1005,1,1,paraphrase,relation_preserving,stable,Cloud,Stone,Circle,"In this example, Devon reaches Elara.
The destination connected to Elara is Cloud.
Based on those two links, select the label for Devon: Cloud or Stone.
Answer:",confirmation
confirm_g005_weak_distractor,1005,1,1,weak_distractor,structure_changing,stable_shift,Cloud,Stone,Circle,"You are given a small relation graph.
Fact 1: Devon connects via Elara.
Fact 2: Elara carries label Cloud.
Weak note: some unrelated source mentions Stone, but does not update the graph.
Question: Which label is associated with Devon: Cloud or Stone?
Answer with exactly one word:",confirmation
confirm_g005_competition_balanced,1005,1,1,competition_balanced,structure_changing,competition,Cloud,Stone,Circle,"You are given a small relation graph.
Fact 1: Devon connects via Elara.
Fact 2: Elara carries label Cloud.
Competing fact: Devon is also associated with Stone.
Question: Which label is associated with Devon: Cloud or Stone?
Answer with exactly one word:",confirmation
