prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,split,R_L18,dR_L18,R_L19,dR_L19,R_L20,dR_L20,R_L21,dR_L21,R_L22,dR_L22,R_L23,dR_L23,DeltaU
g027_irrelevant,27,6,3,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Fact 2: Taro has label East.
Irrelevant fact: Una is associated with Copper.
Question: Which label is associated with Sola: East or West?
Answer with exactly one word:",discovery,18.148903,5.8005695,11.893719,7.7718525,15.038502,10.05801,14.890751,9.90662,19.836876,14.907921,11.261795,15.262108,39.653828
g027_paraphrase,27,6,3,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Sola reaches Taro.
The destination connected to Taro is East.
Based on those two links, select the label for Sola: East or West.
Answer:",discovery,7.6332855,-4.715048,-1.4438858,-5.565752,2.5075817,-2.47291,-0.63119125,-5.615322,-3.0036087,-7.932564,-11.906616,-7.9063034,-1.7876444
g027_weak_distractor,27,6,3,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Fact 2: Taro has label East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Sola: East or West?
Answer with exactly one word:",discovery,16.635294,4.2869606,12.202948,8.081081,18.011734,13.031242,17.30309,12.318958,24.52324,19.594284,16.326782,20.327095,46.573307
g027_competition_balanced,27,6,3,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Fact 2: Taro has label East.
Competing fact: Sola is also associated with West.
Question: Which label is associated with Sola: East or West?
Answer with exactly one word:",discovery,13.649288,1.3009548,9.371664,5.249798,7.9402313,2.9597397,7.5150127,2.530882,15.194916,10.265961,6.710945,10.711258,27.374355
g027_direct_conflict,27,6,3,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Fact 2: Taro has label East.
Direct conflicting fact: Sola has label West.
Question: Which label is associated with Sola: East or West?
Answer with exactly one word:",discovery,12.04163,-0.30670357,8.90605,4.7841835,8.6045265,3.624035,7.454548,2.470417,11.148018,6.219063,0.98049927,4.980812,22.099957
g027_closure_update,27,6,3,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Old record: Taro has label East.
Updated record: Taro has label West, not East.
Question: Which label is associated with Sola: East or West?
Answer with exactly one word:",discovery,11.364996,-0.9833374,0.31302643,-3.8088398,3.8061333,-1.1743584,2.790123,-2.1940079,13.232178,8.303223,4.4412994,8.441612,18.185205
g027_closure_override,27,6,3,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is grouped under Taro receive label East.
Override rule: in this case, items that is grouped under Taro receive label West.
Fact: Sola is grouped under Taro.
Question: Which label applies to Sola: East or West?
Answer with exactly one word:",discovery,-2.8360643,-15.184398,-13.720032,-17.841898,-20.88559,-25.866081,-20.877468,-25.861599,-26.192451,-31.121407,-37.11737,-33.117058,-50.33855
g027_exception_override,27,6,3,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Taro use label East.
Exception: Sola is a special case and uses label West.
Fact: Sola is connected to Taro.
Question: Which label applies to Sola: East or West?
Answer with exactly one word:",discovery,1.784895,-10.563438,-11.064556,-15.186422,-14.209345,-19.189837,-15.334343,-20.318474,-18.642036,-23.570992,-30.23388,-26.233566,-36.17813
g028_clean,28,7,0,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Vera belongs to Wen.
Fact 2: Wen is located at Copper.
Question: Which label is associated with Vera: Copper or Silver?
Answer with exactly one word:",discovery,5.7790875,0.0,-0.58078,0.0,-3.2307272,0.0,-9.764547,0.0,-4.5528965,0.0,-35.57529,0.0,12.397655
g028_rename,28,7,0,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Vera belongs to Wen.
Link two: Wen is located at Copper.
Choose the label reached from Vera: Copper or Silver.
One word answer:",discovery,12.200099,6.4210114,14.879116,15.459896,10.332227,13.562954,5.076235,14.840782,13.379469,17.932365,-27.537567,8.037724,43.53632
g028_permuted,28,7,0,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Wen is located at Copper.
Fact 1: Vera belongs to Wen.
Question: Which label is associated with Vera: Copper or Silver?
Answer with exactly one word:",discovery,4.5948715,-1.184216,-3.102849,-2.522069,-5.5305414,-2.2998142,-11.637784,-1.8732367,3.6517105,8.204607,-33.214546,2.3607445,15.0716305
g028_redundant,28,7,0,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Vera belongs to Wen.
Fact 2: Wen is located at Copper.
Repeated confirmation: Vera still goes through Wen.
Repeated confirmation: Wen still points to Copper.
Question: Which label is associated with Vera: Copper or Silver?
Answer with exactly one word:",discovery,3.6183329,-2.1607547,-5.906392,-5.325612,-9.993544,-6.7628164,-15.687089,-5.9225416,-12.602993,-8.0500965,-42.1147,-6.5394096,-2.37566
g028_irrelevant,28,7,0,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Vera belongs to Wen.
Fact 2: Wen is located at Copper.
Irrelevant fact: Xio is associated with Gold.
Question: Which label is associated with Vera: Copper or Silver?
Answer with exactly one word:",discovery,9.826465,4.047377,5.044837,5.625617,9.576792,12.807519,2.009161,11.773708,11.274561,15.827457,-27.252941,8.32235,37.320362
g028_paraphrase,28,7,0,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Vera reaches Wen.
The destination connected to Wen is Copper.
Based on those two links, select the label for Vera: Copper or Silver.
Answer:",discovery,-2.957004,-8.736092,-6.4672227,-5.8864427,-9.400728,-6.170001,-14.631268,-4.86672,-14.83786,-10.284964,-50.390213,-14.814922,-8.733556
g028_weak_distractor,28,7,0,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Vera belongs to Wen.
Fact 2: Wen is located at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Vera: Copper or Silver?
Answer with exactly one word:",discovery,13.328968,7.5498805,7.952633,8.533413,19.582718,22.813446,9.625766,19.390312,25.988533,30.54143,-13.54707,22.028221,60.655933
g028_competition_balanced,28,7,0,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Vera belongs to Wen.
Fact 2: Wen is located at Copper.
Competing fact: Vera is also associated with Silver.
Question: Which label is associated with Vera: Copper or Silver?
Answer with exactly one word:",discovery,12.62583,6.846742,5.0994744,5.6802545,15.063326,18.294052,5.0826387,14.847186,24.897146,29.450043,-13.594566,21.980724,55.37248
g028_direct_conflict,28,7,0,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Vera belongs to Wen.
Fact 2: Wen is located at Copper.
Direct conflicting fact: Vera is located at Silver.
Question: Which label is associated with Vera: Copper or Silver?
Answer with exactly one word:",discovery,10.0202465,4.241159,4.179488,4.760268,11.083069,14.313796,1.4669151,11.2314625,14.31781,18.870707,-25.546303,10.028988,39.918095
g028_closure_update,28,7,0,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Vera belongs to Wen.
Old record: Wen is located at Copper.
Updated record: Wen is located at Silver, not Copper.
Question: Which label is associated with Vera: Copper or Silver?
Answer with exactly one word:",discovery,4.2810545,-1.498033,-8.633078,-8.052298,-3.299961,-0.069233894,-10.989838,-1.2252903,4.5614853,9.114382,-32.667755,2.9075356,15.072572
g028_closure_override,28,7,0,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that belongs to Wen receive label Copper.
Override rule: in this case, items that belongs to Wen receive label Silver.
Fact: Vera belongs to Wen.
Question: Which label applies to Vera: Copper or Silver?
Answer with exactly one word:",discovery,-20.048904,-25.827991,-36.98816,-36.40738,-49.66673,-46.436,-54.282646,-44.518097,-60.750404,-56.19751,-85.39301,-49.817722,-95.86814
g028_exception_override,28,7,0,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Wen use label Copper.
Exception: Vera is a special case and uses label Silver.
Fact: Vera is connected to Wen.
Question: Which label applies to Vera: Copper or Silver?
Answer with exactly one word:",discovery,-15.160893,-20.939981,-30.995773,-30.414993,-40.67121,-37.440483,-46.22975,-36.465202,-51.233124,-46.68023,-77.881546,-42.306255,-77.29289
g029_clean,29,7,1,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Vera is assigned to Wen.
Fact 2: Wen maps to Gold.
Question: Which label is associated with Vera: Gold or Iron?
Answer with exactly one word:",discovery,24.760647,0.0,29.23225,0.0,35.876415,0.0,48.270798,0.0,52.66247,0.0,84.37574,0.0,12.397655
g029_rename,29,7,1,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Vera is assigned to Wen.
Link two: Wen maps to Gold.
Choose the label reached from Vera: Gold or Iron.
One word answer:",discovery,28.149488,3.3888416,51.528008,22.295757,50.976303,15.099888,59.157272,10.886475,75.349396,22.686924,110.13454,25.758797,55.758274
g029_permuted,29,7,1,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Wen maps to Gold.
Fact 1: Vera is assigned to Wen.
Question: Which label is associated with Vera: Gold or Iron?
Answer with exactly one word:",discovery,31.210018,6.4493713,44.08073,14.84848,48.790825,12.91441,60.975628,12.70483,72.93717,20.2747,103.597275,19.221535,49.17918
g029_redundant,29,7,1,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Vera is assigned to Wen.
Fact 2: Wen maps to Gold.
Repeated confirmation: Vera still goes through Wen.
Repeated confirmation: Wen still points to Gold.
Question: Which label is associated with Vera: Gold or Iron?
Answer with exactly one word:",discovery,22.639925,-2.1207218,24.567142,-4.6651077,32.908623,-2.9677925,45.407173,-2.8636246,50.805435,-1.8570366,84.40312,0.027381897,7.128214
g029_irrelevant,29,7,1,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Vera is assigned to Wen.
Fact 2: Wen maps to Gold.
Irrelevant fact: Xio is associated with Red.
Question: Which label is associated with Vera: Gold or Iron?
Answer with exactly one word:",discovery,28.12465,3.3640022,43.030922,13.798672,47.520416,11.644001,58.308777,10.037979,62.450787,9.788315,93.83328,9.457542,36.2143
g029_paraphrase,29,7,1,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Vera reaches Wen.
The destination connected to Wen is Gold.
Based on those two links, select the label for Vera: Gold or Iron.
Answer:",discovery,21.23765,-3.522997,25.627308,-3.6049423,34.457825,-1.4185905,48.39032,0.119522095,60.295273,7.632801,93.805176,9.429436,18.65463
g029_weak_distractor,29,7,1,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Vera is assigned to Wen.
Fact 2: Wen maps to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Vera: Gold or Iron?
Answer with exactly one word:",discovery,28.875223,4.1145763,39.93621,10.70396,51.750095,15.87368,61.812744,13.541946,68.45822,15.79575,101.624084,17.248344,45.505936
g029_competition_balanced,29,7,1,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Vera is assigned to Wen.
Fact 2: Wen maps to Gold.
Competing fact: Vera is also associated with Iron.
Question: Which label is associated with Vera: Gold or Iron?
Answer with exactly one word:",discovery,20.619947,-4.1406994,30.232847,1.000597,38.664787,2.788372,50.95223,2.6814308,58.14656,5.484089,91.58168,7.2059402,20.508553
g029_direct_conflict,29,7,1,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Vera is assigned to Wen.
Fact 2: Wen maps to Gold.
Direct conflicting fact: Vera maps to Iron.
Question: Which label is associated with Vera: Gold or Iron?
Answer with exactly one word:",discovery,19.07182,-5.6888275,27.401024,-1.8312263,39.035435,3.1590195,48.658867,0.38806915,51.473785,-1.1886864,87.14303,2.7672882,12.787902
g029_closure_update,29,7,1,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Vera is assigned to Wen.
Old record: Wen maps to Gold.
Updated record: Wen maps to Iron, not Gold.
Question: Which label is associated with Vera: Gold or Iron?
Answer with exactly one word:",discovery,15.716642,-9.044004,12.389766,-16.842484,24.48963,-11.3867855,37.48128,-10.789516,47.72911,-4.933361,84.818665,0.4429245,-6.2899046
g029_closure_override,29,7,1,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is assigned to Wen receive label Gold.
Override rule: in this case, items that is assigned to Wen receive label Iron.
Fact: Vera is assigned to Wen.
Question: Which label applies to Vera: Gold or Iron?
Answer with exactly one word:",discovery,-0.75727654,-25.517923,-2.1212163,-31.353466,-3.65769,-39.534103,9.88799,-38.38281,3.4320946,-49.230377,46.62537,-37.75037,-79.17802
g029_exception_override,29,7,1,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Wen use label Gold.
Exception: Vera is a special case and uses label Iron.
Fact: Vera is connected to Wen.
Question: Which label applies to Vera: Gold or Iron?
Answer with exactly one word:",discovery,-1.2293777,-25.990025,-6.7960606,-36.028313,-7.8218393,-43.698254,6.545189,-41.72561,-9.627493,-62.289963,31.153404,-53.222336,-98.46138
g030_clean,30,7,2,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Vera is part of Wen.
Fact 2: Wen points to Red.
Question: Which label is associated with Vera: Red or Blue?
Answer with exactly one word:",discovery,2.2343292,0.0,1.2502995,0.0,19.010864,0.0,24.093678,0.0,32.897274,0.0,81.65763,0.0,12.397655
g030_rename,30,7,2,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Vera is part of Wen.
Link two: Wen points to Red.
Choose the label reached from Vera: Red or Blue.
One word answer:",discovery,4.896744,2.6624146,9.213538,7.9632387,26.704155,7.6932907,27.622173,3.5284958,31.16291,-1.7343636,84.70332,3.0456924,20.78568
g030_permuted,30,7,2,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Wen points to Red.
Fact 1: Vera is part of Wen.
Question: Which label is associated with Vera: Red or Blue?
Answer with exactly one word:",discovery,0.6343937,-1.5999355,-5.0219803,-6.2722797,11.785545,-7.225319,16.79174,-7.301937,24.193626,-8.703648,68.284195,-13.373436,-7.123748
g030_redundant,30,7,2,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Vera is part of Wen.
Fact 2: Wen points to Red.
Repeated confirmation: Vera still goes through Wen.
Repeated confirmation: Wen still points to Red.
Question: Which label is associated with Vera: Red or Blue?
Answer with exactly one word:",discovery,0.6437092,-1.59062,-2.7127018,-3.9630013,15.617532,-3.3933325,21.166115,-2.9275627,28.712307,-4.184967,74.471756,-7.185875,2.3891459
g030_irrelevant,30,7,2,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Vera is part of Wen.
Fact 2: Wen points to Red.
Irrelevant fact: Xio is associated with Green.
Question: Which label is associated with Vera: Red or Blue?
Answer with exactly one word:",discovery,3.8415542,1.607225,5.834032,4.5837326,25.155813,6.144949,28.209164,4.115486,38.497044,5.5997696,82.542725,0.8850937,21.698195
g030_paraphrase,30,7,2,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Vera reaches Wen.
The destination connected to Wen is Red.
Based on those two links, select the label for Vera: Red or Blue.
Answer:",discovery,4.999646,2.765317,-5.470274,-6.7205734,11.152569,-7.8582954,16.237549,-7.8561287,15.538986,-17.358288,60.24678,-21.41085,-15.359515
g030_weak_distractor,30,7,2,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Vera is part of Wen.
Fact 2: Wen points to Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Vera: Red or Blue?
Answer with exactly one word:",discovery,5.2010236,2.9666944,2.4577847,1.2074852,24.290398,5.2795334,27.852674,3.758997,32.6688,-0.22847366,81.00845,-0.64917755,16.598791
g030_competition_balanced,30,7,2,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Vera is part of Wen.
Fact 2: Wen points to Red.
Competing fact: Vera is also associated with Blue.
Question: Which label is associated with Vera: Red or Blue?
Answer with exactly one word:",discovery,1.6823406,-0.5519886,-2.7678661,-4.0181656,17.963032,-1.0478325,22.057915,-2.0357628,24.262241,-8.635033,72.81718,-8.840454,0.7599344
g030_direct_conflict,30,7,2,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Vera is part of Wen.
Fact 2: Wen points to Red.
Direct conflicting fact: Vera points to Blue.
Question: Which label is associated with Vera: Red or Blue?
Answer with exactly one word:",discovery,1.9065285,-0.32780075,-1.5913162,-2.8416157,19.126938,0.11607361,22.493523,-1.6001549,21.16996,-11.727314,68.052246,-13.605385,-2.18849
g030_closure_update,30,7,2,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Vera is part of Wen.
Old record: Wen points to Red.
Updated record: Wen points to Blue, not Red.
Question: Which label is associated with Vera: Red or Blue?
Answer with exactly one word:",discovery,-8.399092,-10.633421,-17.223667,-18.473967,6.251484,-12.75938,11.510195,-12.583483,12.709511,-20.187763,53.8174,-27.840229,-30.758137
g030_closure_override,30,7,2,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that is part of Wen receive label Red.
Override rule: in this case, items that is part of Wen receive label Blue.
Fact: Vera is part of Wen.
Question: Which label applies to Vera: Red or Blue?
Answer with exactly one word:",discovery,-27.186651,-29.42098,-38.149315,-39.399612,-26.793034,-45.803898,-18.464085,-42.557762,-27.875969,-60.773243,3.0979996,-78.55963,-113.69716
g030_exception_override,30,7,2,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Wen use label Red.
Exception: Vera is a special case and uses label Blue.
Fact: Vera is connected to Wen.
Question: Which label applies to Vera: Red or Blue?
Answer with exactly one word:",discovery,-23.774899,-26.009228,-39.795452,-41.045753,-26.341194,-45.35206,-18.790594,-42.88427,-25.772732,-58.670006,-0.38108063,-82.03871,-114.14002
g031_clean,31,7,3,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Vera is grouped under Wen.
Fact 2: Wen has label Green.
Question: Which label is associated with Vera: Green or Yellow?
Answer with exactly one word:",discovery,14.5593605,0.0,18.192623,0.0,32.280926,0.0,47.598743,0.0,77.655235,0.0,109.42847,0.0,12.397655
g031_rename,31,7,3,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Vera is grouped under Wen.
Link two: Wen has label Green.
Choose the label reached from Vera: Green or Yellow.
One word answer:",discovery,12.397811,-2.1615496,23.877281,5.684658,36.607716,4.32679,50.3853,2.7865562,79.77535,2.1201172,112.09656,2.6680908,19.109253
g031_permuted,31,7,3,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Wen has label Green.
Fact 1: Vera is grouped under Wen.
Question: Which label is associated with Vera: Green or Yellow?
Answer with exactly one word:",discovery,13.5749855,-0.984375,12.716509,-5.4761143,26.6675,-5.613426,41.7928,-5.8059425,70.905785,-6.7494507,102.851166,-6.577301,-1.0061016
g031_redundant,31,7,3,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Vera is grouped under Wen.
Fact 2: Wen has label Green.
Repeated confirmation: Vera still goes through Wen.
Repeated confirmation: Wen still points to Green.
Question: Which label is associated with Vera: Green or Yellow?
Answer with exactly one word:",discovery,9.05778,-5.50158,11.050934,-7.1416893,27.7459,-4.5350266,43.324062,-4.274681,74.29143,-3.3638077,107.19652,-2.2319489,2.4522133
g031_irrelevant,31,7,3,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Vera is grouped under Wen.
Fact 2: Wen has label Green.
Irrelevant fact: Xio is associated with North.
Question: Which label is associated with Vera: Green or Yellow?
Answer with exactly one word:",discovery,15.066723,0.50736237,21.510384,3.3177605,39.431915,7.1509895,52.905914,5.307171,82.63916,4.983925,113.907486,4.479019,23.43054
g031_paraphrase,31,7,3,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Vera reaches Wen.
The destination connected to Wen is Green.
Based on those two links, select the label for Vera: Green or Yellow.
Answer:",discovery,2.217435,-12.341926,0.12044716,-18.072176,17.164087,-15.116838,35.166275,-12.432468,58.17486,-19.480377,96.05023,-13.378235,-24.132133
g031_weak_distractor,31,7,3,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Vera is grouped under Wen.
Fact 2: Wen has label Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Vera: Green or Yellow?
Answer with exactly one word:",discovery,11.620373,-2.9389877,17.225418,-0.96720505,34.855247,2.5743217,49.00386,1.405117,80.60935,2.9541168,113.57657,4.148102,16.669346
g031_competition_balanced,31,7,3,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Vera is grouped under Wen.
Fact 2: Wen has label Green.
Competing fact: Vera is also associated with Yellow.
Question: Which label is associated with Vera: Green or Yellow?
Answer with exactly one word:",discovery,7.5917916,-6.967569,9.89168,-8.300943,26.929228,-5.351698,42.874905,-4.723839,79.066414,1.4111786,113.4304,4.00193,6.889208
g031_direct_conflict,31,7,3,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Vera is grouped under Wen.
Fact 2: Wen has label Green.
Direct conflicting fact: Vera has label Yellow.
Question: Which label is associated with Vera: Green or Yellow?
Answer with exactly one word:",discovery,9.425196,-5.134165,12.616658,-5.575965,31.490704,-0.79022217,46.306858,-1.2918854,79.79042,2.1351852,113.88014,4.4516754,11.980968
g031_closure_update,31,7,3,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Vera is grouped under Wen.
Old record: Wen has label Green.
Updated record: Wen has label Yellow, not Green.
Question: Which label is associated with Vera: Green or Yellow?
Answer with exactly one word:",discovery,7.761441,-6.7979193,0.37722588,-17.815397,20.723837,-11.557089,35.17348,-12.425262,72.209404,-5.4458313,107.38472,-2.043747,-8.361299
g031_closure_override,31,7,3,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is grouped under Wen receive label Green.
Override rule: in this case, items that is grouped under Wen receive label Yellow.
Fact: Vera is grouped under Wen.
Question: Which label applies to Vera: Green or Yellow?
Answer with exactly one word:",discovery,-20.464046,-35.023407,-27.204708,-45.39733,-22.982922,-55.263847,-6.362694,-53.961437,13.534058,-64.12118,50.975784,-58.452682,-116.60384
g031_exception_override,31,7,3,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Wen use label Green.
Exception: Vera is a special case and uses label Yellow.
Fact: Vera is connected to Wen.
Question: Which label applies to Vera: Green or Yellow?
Answer with exactly one word:",discovery,-23.680199,-38.23956,-36.909443,-55.102066,-33.85493,-66.13586,-16.062202,-63.660946,-1.0614891,-78.71672,34.082638,-75.345825,-144.8631
g032_clean,32,8,0,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Yara belongs to Zeno.
Fact 2: Zeno is located at North.
Question: Which label is associated with Yara: North or South?
Answer with exactly one word:",discovery,9.852781,0.0,3.0318203,0.0,16.057022,0.0,21.485062,0.0,11.400604,0.0,10.806038,0.0,12.397655
g032_rename,32,8,0,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Yara belongs to Zeno.
Link two: Zeno is located at North.
Choose the label reached from Yara: North or South.
One word answer:",discovery,11.929501,2.0767193,14.373076,11.341256,30.335075,14.278053,32.0321,10.547039,27.357254,15.95665,22.503052,11.697014,40.70644
g032_permuted,32,8,0,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Zeno is located at North.
Fact 1: Yara belongs to Zeno.
Question: Which label is associated with Yara: North or South?
Answer with exactly one word:",discovery,11.873085,2.0203037,2.5467873,-0.48503304,18.827095,2.770073,23.98034,2.4952774,19.287369,7.8867645,19.120071,8.3140335,23.084143
g032_redundant,32,8,0,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Yara belongs to Zeno.
Fact 2: Zeno is located at North.
Repeated confirmation: Yara still goes through Zeno.
Repeated confirmation: Zeno still points to North.
Question: Which label is associated with Yara: North or South?
Answer with exactly one word:",discovery,7.442671,-2.4101105,0.97618484,-2.0556355,13.278446,-2.778576,18.386833,-3.0982285,7.963669,-3.4369354,7.393173,-3.4128647,5.3441267
g032_irrelevant,32,8,0,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Yara belongs to Zeno.
Fact 2: Zeno is located at North.
Irrelevant fact: Nia is associated with East.
Question: Which label is associated with Yara: North or South?
Answer with exactly one word:",discovery,14.917168,5.0643864,9.170589,6.138769,26.715714,10.658691,32.94549,11.46043,29.735184,18.33458,28.74913,17.943092,42.931805
g032_paraphrase,32,8,0,paraphrase,relation_preserving,stable,North,South,East,"In this example, Yara reaches Zeno.
The destination connected to Zeno is North.
Based on those two links, select the label for Yara: North or South.
Answer:",discovery,9.569277,-0.2835045,1.8672867,-1.1645336,15.086449,-0.9705734,17.028812,-4.456249,11.150673,-0.24993134,11.988983,1.1829453,10.307238
g032_weak_distractor,32,8,0,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Yara belongs to Zeno.
Fact 2: Zeno is located at North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Yara: North or South?
Answer with exactly one word:",discovery,16.934242,7.081461,12.497194,9.465374,27.086515,11.029493,30.730337,9.2452755,25.537598,14.136993,25.450882,14.644844,39.922787
g032_competition_balanced,32,8,0,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Yara belongs to Zeno.
Fact 2: Zeno is located at North.
Competing fact: Yara is also associated with South.
Question: Which label is associated with Yara: North or South?
Answer with exactly one word:",discovery,6.175599,-3.6771822,2.360876,-0.6709442,15.023785,-1.0332375,19.094894,-2.3901672,15.13842,3.7378159,15.1719055,4.3658676,14.185393
g032_direct_conflict,32,8,0,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Yara belongs to Zeno.
Fact 2: Zeno is located at North.
Direct conflicting fact: Yara is located at South.
Question: Which label is associated with Yara: North or South?
Answer with exactly one word:",discovery,10.121559,0.26877785,2.7779903,-0.25382996,16.741959,0.6849365,20.4948,-0.9902611,10.632034,-0.76856995,10.076843,-0.72919464,11.498947
g032_closure_update,32,8,0,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Yara belongs to Zeno.
Old record: Zeno is located at North.
Updated record: Zeno is located at South, not North.
Question: Which label is associated with Yara: North or South?
Answer with exactly one word:",discovery,8.742394,-1.1103868,-2.1318321,-5.1636524,10.704803,-5.3522186,15.842682,-5.6423798,17.814354,6.4137497,16.83007,6.0240326,12.4637785
