prompt_id,graph_id,condition,clean_candidate,conflict_candidate,prompt_file,text
ng18_redundant,18,redundant,Cyan,Magenta,inputs\prompts\ng18_redundant.txt,"You are given a small relation graph.
Fact 1: Ciran routes through Dara.
Fact 2: Dara terminates at Cyan.
Repeated confirmation: Ciran still goes through Dara.
Repeated confirmation: Dara still points to Cyan.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
ng18_irrelevant,18,irrelevant,Cyan,Magenta,inputs\prompts\ng18_irrelevant.txt,"You are given a small relation graph.
Fact 1: Ciran routes through Dara.
Fact 2: Dara terminates at Cyan.
Irrelevant fact: Evin is associated with Violet.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
ng18_weak_distractor,18,weak_distractor,Cyan,Magenta,inputs\prompts\ng18_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Ciran routes through Dara.
Fact 2: Dara terminates at Cyan.
Weak note: an unrelated source mentions Magenta, but does not update the graph.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
ng18_competition_balanced,18,competition_balanced,Cyan,Magenta,inputs\prompts\ng18_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Ciran routes through Dara.
Fact 2: Dara terminates at Cyan.
Competing fact: Ciran is also associated with Magenta.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
ng18_direct_conflict,18,direct_conflict,Cyan,Magenta,inputs\prompts\ng18_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Ciran routes through Dara.
Fact 2: Dara terminates at Cyan.
Direct conflicting fact: Ciran terminates at Magenta.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
ng18_closure_update,18,closure_update,Cyan,Magenta,inputs\prompts\ng18_closure_update.txt,"You are given a small relation graph.
Fact 1: Ciran routes through Dara.
Old record: Dara terminates at Cyan.
Updated record: Dara terminates at Magenta, not Cyan.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
ng18_closure_override,18,closure_override,Cyan,Magenta,inputs\prompts\ng18_closure_override.txt,"You are given a rule system.
General rule: items that routes through Dara receive label Cyan.
Override rule: in this case, items that routes through Dara receive label Magenta.
Fact: Ciran routes through Dara.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
ng18_exception_override,18,exception_override,Cyan,Magenta,inputs\prompts\ng18_exception_override.txt,"You are given a rule system.
General rule: items connected to Dara use label Cyan.
Exception: Ciran is a special case and uses label Magenta.
Fact: Ciran is connected to Dara.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
ng19_clean,19,clean,Violet,Amber,inputs\prompts\ng19_clean.txt,"You are given a small relation graph.
Fact 1: Fenn is catalogued beside Galia.
Fact 2: Galia is indexed as Violet.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng19_permuted,19,permuted,Violet,Amber,inputs\prompts\ng19_permuted.txt,"You are given a small relation graph.
Fact 2: Galia is indexed as Violet.
Fact 1: Fenn is catalogued beside Galia.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng19_redundant,19,redundant,Violet,Amber,inputs\prompts\ng19_redundant.txt,"You are given a small relation graph.
Fact 1: Fenn is catalogued beside Galia.
Fact 2: Galia is indexed as Violet.
Repeated confirmation: Fenn still goes through Galia.
Repeated confirmation: Galia still points to Violet.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng19_irrelevant,19,irrelevant,Violet,Amber,inputs\prompts\ng19_irrelevant.txt,"You are given a small relation graph.
Fact 1: Fenn is catalogued beside Galia.
Fact 2: Galia is indexed as Violet.
Irrelevant fact: Hiro is associated with Ivory.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng19_weak_distractor,19,weak_distractor,Violet,Amber,inputs\prompts\ng19_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Fenn is catalogued beside Galia.
Fact 2: Galia is indexed as Violet.
Weak note: an unrelated source mentions Amber, but does not update the graph.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng19_competition_balanced,19,competition_balanced,Violet,Amber,inputs\prompts\ng19_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Fenn is catalogued beside Galia.
Fact 2: Galia is indexed as Violet.
Competing fact: Fenn is also associated with Amber.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng19_direct_conflict,19,direct_conflict,Violet,Amber,inputs\prompts\ng19_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Fenn is catalogued beside Galia.
Fact 2: Galia is indexed as Violet.
Direct conflicting fact: Fenn is indexed as Amber.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng19_closure_update,19,closure_update,Violet,Amber,inputs\prompts\ng19_closure_update.txt,"You are given a small relation graph.
Fact 1: Fenn is catalogued beside Galia.
Old record: Galia is indexed as Violet.
Updated record: Galia is indexed as Amber, not Violet.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng19_closure_override,19,closure_override,Violet,Amber,inputs\prompts\ng19_closure_override.txt,"You are given a rule system.
General rule: items that is catalogued beside Galia receive label Violet.
Override rule: in this case, items that is catalogued beside Galia receive label Amber.
Fact: Fenn is catalogued beside Galia.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng19_exception_override,19,exception_override,Violet,Amber,inputs\prompts\ng19_exception_override.txt,"You are given a rule system.
General rule: items connected to Galia use label Violet.
Exception: Fenn is a special case and uses label Amber.
Fact: Fenn is connected to Galia.
Question: Which label is associated with Fenn: Violet or Amber?
Answer with exactly one word:"
ng20_clean,20,clean,Ivory,Onyx,inputs\prompts\ng20_clean.txt,"You are given a small relation graph.
Fact 1: Isla travels via Jorin.
Fact 2: Jorin is marked with Ivory.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng20_permuted,20,permuted,Ivory,Onyx,inputs\prompts\ng20_permuted.txt,"You are given a small relation graph.
Fact 2: Jorin is marked with Ivory.
Fact 1: Isla travels via Jorin.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng20_redundant,20,redundant,Ivory,Onyx,inputs\prompts\ng20_redundant.txt,"You are given a small relation graph.
Fact 1: Isla travels via Jorin.
Fact 2: Jorin is marked with Ivory.
Repeated confirmation: Isla still goes through Jorin.
Repeated confirmation: Jorin still points to Ivory.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng20_irrelevant,20,irrelevant,Ivory,Onyx,inputs\prompts\ng20_irrelevant.txt,"You are given a small relation graph.
Fact 1: Isla travels via Jorin.
Fact 2: Jorin is marked with Ivory.
Irrelevant fact: Kavi is associated with Ruby.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng20_weak_distractor,20,weak_distractor,Ivory,Onyx,inputs\prompts\ng20_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Isla travels via Jorin.
Fact 2: Jorin is marked with Ivory.
Weak note: an unrelated source mentions Onyx, but does not update the graph.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng20_competition_balanced,20,competition_balanced,Ivory,Onyx,inputs\prompts\ng20_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Isla travels via Jorin.
Fact 2: Jorin is marked with Ivory.
Competing fact: Isla is also associated with Onyx.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng20_direct_conflict,20,direct_conflict,Ivory,Onyx,inputs\prompts\ng20_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Isla travels via Jorin.
Fact 2: Jorin is marked with Ivory.
Direct conflicting fact: Isla is marked with Onyx.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng20_closure_update,20,closure_update,Ivory,Onyx,inputs\prompts\ng20_closure_update.txt,"You are given a small relation graph.
Fact 1: Isla travels via Jorin.
Old record: Jorin is marked with Ivory.
Updated record: Jorin is marked with Onyx, not Ivory.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng20_closure_override,20,closure_override,Ivory,Onyx,inputs\prompts\ng20_closure_override.txt,"You are given a rule system.
General rule: items that travels via Jorin receive label Ivory.
Override rule: in this case, items that travels via Jorin receive label Onyx.
Fact: Isla travels via Jorin.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng20_exception_override,20,exception_override,Ivory,Onyx,inputs\prompts\ng20_exception_override.txt,"You are given a rule system.
General rule: items connected to Jorin use label Ivory.
Exception: Isla is a special case and uses label Onyx.
Fact: Isla is connected to Jorin.
Question: Which label is associated with Isla: Ivory or Onyx?
Answer with exactly one word:"
ng21_clean,21,clean,Ruby,Jade,inputs\prompts\ng21_clean.txt,"You are given a small relation graph.
Fact 1: Leda is linked onward to Miro.
Fact 2: Miro is registered under Ruby.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng21_permuted,21,permuted,Ruby,Jade,inputs\prompts\ng21_permuted.txt,"You are given a small relation graph.
Fact 2: Miro is registered under Ruby.
Fact 1: Leda is linked onward to Miro.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng21_redundant,21,redundant,Ruby,Jade,inputs\prompts\ng21_redundant.txt,"You are given a small relation graph.
Fact 1: Leda is linked onward to Miro.
Fact 2: Miro is registered under Ruby.
Repeated confirmation: Leda still goes through Miro.
Repeated confirmation: Miro still points to Ruby.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng21_irrelevant,21,irrelevant,Ruby,Jade,inputs\prompts\ng21_irrelevant.txt,"You are given a small relation graph.
Fact 1: Leda is linked onward to Miro.
Fact 2: Miro is registered under Ruby.
Irrelevant fact: Navi is associated with Coral.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng21_weak_distractor,21,weak_distractor,Ruby,Jade,inputs\prompts\ng21_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Leda is linked onward to Miro.
Fact 2: Miro is registered under Ruby.
Weak note: an unrelated source mentions Jade, but does not update the graph.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng21_competition_balanced,21,competition_balanced,Ruby,Jade,inputs\prompts\ng21_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Leda is linked onward to Miro.
Fact 2: Miro is registered under Ruby.
Competing fact: Leda is also associated with Jade.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng21_direct_conflict,21,direct_conflict,Ruby,Jade,inputs\prompts\ng21_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Leda is linked onward to Miro.
Fact 2: Miro is registered under Ruby.
Direct conflicting fact: Leda is registered under Jade.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng21_closure_update,21,closure_update,Ruby,Jade,inputs\prompts\ng21_closure_update.txt,"You are given a small relation graph.
Fact 1: Leda is linked onward to Miro.
Old record: Miro is registered under Ruby.
Updated record: Miro is registered under Jade, not Ruby.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng21_closure_override,21,closure_override,Ruby,Jade,inputs\prompts\ng21_closure_override.txt,"You are given a rule system.
General rule: items that is linked onward to Miro receive label Ruby.
Override rule: in this case, items that is linked onward to Miro receive label Jade.
Fact: Leda is linked onward to Miro.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng21_exception_override,21,exception_override,Ruby,Jade,inputs\prompts\ng21_exception_override.txt,"You are given a rule system.
General rule: items connected to Miro use label Ruby.
Exception: Leda is a special case and uses label Jade.
Fact: Leda is connected to Miro.
Question: Which label is associated with Leda: Ruby or Jade?
Answer with exactly one word:"
ng22_clean,22,clean,Coral,Lilac,inputs\prompts\ng22_clean.txt,"You are given a small relation graph.
Fact 1: Oriel passes by Pavo.
Fact 2: Pavo is filed at Coral.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng22_permuted,22,permuted,Coral,Lilac,inputs\prompts\ng22_permuted.txt,"You are given a small relation graph.
Fact 2: Pavo is filed at Coral.
Fact 1: Oriel passes by Pavo.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng22_redundant,22,redundant,Coral,Lilac,inputs\prompts\ng22_redundant.txt,"You are given a small relation graph.
Fact 1: Oriel passes by Pavo.
Fact 2: Pavo is filed at Coral.
Repeated confirmation: Oriel still goes through Pavo.
Repeated confirmation: Pavo still points to Coral.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng22_irrelevant,22,irrelevant,Coral,Lilac,inputs\prompts\ng22_irrelevant.txt,"You are given a small relation graph.
Fact 1: Oriel passes by Pavo.
Fact 2: Pavo is filed at Coral.
Irrelevant fact: Qira is associated with Mint.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng22_weak_distractor,22,weak_distractor,Coral,Lilac,inputs\prompts\ng22_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Oriel passes by Pavo.
Fact 2: Pavo is filed at Coral.
Weak note: an unrelated source mentions Lilac, but does not update the graph.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng22_competition_balanced,22,competition_balanced,Coral,Lilac,inputs\prompts\ng22_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Oriel passes by Pavo.
Fact 2: Pavo is filed at Coral.
Competing fact: Oriel is also associated with Lilac.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng22_direct_conflict,22,direct_conflict,Coral,Lilac,inputs\prompts\ng22_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Oriel passes by Pavo.
Fact 2: Pavo is filed at Coral.
Direct conflicting fact: Oriel is filed at Lilac.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng22_closure_update,22,closure_update,Coral,Lilac,inputs\prompts\ng22_closure_update.txt,"You are given a small relation graph.
Fact 1: Oriel passes by Pavo.
Old record: Pavo is filed at Coral.
Updated record: Pavo is filed at Lilac, not Coral.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng22_closure_override,22,closure_override,Coral,Lilac,inputs\prompts\ng22_closure_override.txt,"You are given a rule system.
General rule: items that passes by Pavo receive label Coral.
Override rule: in this case, items that passes by Pavo receive label Lilac.
Fact: Oriel passes by Pavo.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng22_exception_override,22,exception_override,Coral,Lilac,inputs\prompts\ng22_exception_override.txt,"You are given a rule system.
General rule: items connected to Pavo use label Coral.
Exception: Oriel is a special case and uses label Lilac.
Fact: Oriel is connected to Pavo.
Question: Which label is associated with Oriel: Coral or Lilac?
Answer with exactly one word:"
ng23_clean,23,clean,Mint,Plum,inputs\prompts\ng23_clean.txt,"You are given a small relation graph.
Fact 1: Riven is traced to Sela.
Fact 2: Sela is assigned marker Mint.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
ng23_permuted,23,permuted,Mint,Plum,inputs\prompts\ng23_permuted.txt,"You are given a small relation graph.
Fact 2: Sela is assigned marker Mint.
Fact 1: Riven is traced to Sela.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
ng23_redundant,23,redundant,Mint,Plum,inputs\prompts\ng23_redundant.txt,"You are given a small relation graph.
Fact 1: Riven is traced to Sela.
Fact 2: Sela is assigned marker Mint.
Repeated confirmation: Riven still goes through Sela.
Repeated confirmation: Sela still points to Mint.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
ng23_irrelevant,23,irrelevant,Mint,Plum,inputs\prompts\ng23_irrelevant.txt,"You are given a small relation graph.
Fact 1: Riven is traced to Sela.
Fact 2: Sela is assigned marker Mint.
Irrelevant fact: Tarin is associated with Cyan.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
ng23_weak_distractor,23,weak_distractor,Mint,Plum,inputs\prompts\ng23_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Riven is traced to Sela.
Fact 2: Sela is assigned marker Mint.
Weak note: an unrelated source mentions Plum, but does not update the graph.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
ng23_competition_balanced,23,competition_balanced,Mint,Plum,inputs\prompts\ng23_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Riven is traced to Sela.
Fact 2: Sela is assigned marker Mint.
Competing fact: Riven is also associated with Plum.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
ng23_direct_conflict,23,direct_conflict,Mint,Plum,inputs\prompts\ng23_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Riven is traced to Sela.
Fact 2: Sela is assigned marker Mint.
Direct conflicting fact: Riven is assigned marker Plum.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
ng23_closure_update,23,closure_update,Mint,Plum,inputs\prompts\ng23_closure_update.txt,"You are given a small relation graph.
Fact 1: Riven is traced to Sela.
Old record: Sela is assigned marker Mint.
Updated record: Sela is assigned marker Plum, not Mint.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
ng23_closure_override,23,closure_override,Mint,Plum,inputs\prompts\ng23_closure_override.txt,"You are given a rule system.
General rule: items that is traced to Sela receive label Mint.
Override rule: in this case, items that is traced to Sela receive label Plum.
Fact: Riven is traced to Sela.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
ng23_exception_override,23,exception_override,Mint,Plum,inputs\prompts\ng23_exception_override.txt,"You are given a rule system.
General rule: items connected to Sela use label Mint.
Exception: Riven is a special case and uses label Plum.
Fact: Riven is connected to Sela.
Question: Which label is associated with Riven: Mint or Plum?
Answer with exactly one word:"
