prompt_index,problem_id,category,clean_label,conflict_label,clean_token_id,conflict_token_id,candidate_margin,pair_correct,top1_token_id,top1_token,condition,E,B,N,W
19,22,direction,West,Moon,4255,16363,5.375,True,26655, opacity,1011,1,0,1,1
20,23,metal,Iron,Lemon,17826,44513,9.25,True,2581, rather,1011,1,0,1,1
21,24,shape,Star,Yellow,8141,25056,-5.25,False,21101, archae,1011,1,0,1,1
22,25,landscape feature,Ocean,North,17323,3729,8.875,True,5502, transition,1011,1,0,1,1
23,26,sky object,Star,Silver,8141,16309,4.5,True,10225,ois,1011,1,0,1,1
24,28,colour,Red,Sun,4410,4146,7.0,True,10225,ois,1011,1,0,1,1
25,29,direction,North,Orange,3729,21491,-9.75,False,26655, opacity,1011,1,0,1,1
26,31,shape,Circle,West,29572,4255,-12.75,False,30137,liga,1011,1,0,1,1
27,33,sky object,Sun,Square,4146,15894,21.375,True,10225,ois,1011,1,0,1,1
28,34,fruit,Apple,Forest,8217,16015,-6.625,False,10225,ois,1011,1,0,1,1
29,35,colour,Blue,Apple,10063,8217,8.75,True,10225,ois,1011,1,0,1,1
30,36,direction,South,Blue,3684,10063,2.0,True,26655, opacity,1011,1,0,1,1
31,37,metal,Silver,East,16309,5791,2.25,True,2581, rather,1011,1,0,1,1
32,38,shape,Square,Iron,15894,17826,-21.25,False,23206, tribes,1011,1,0,1,1
33,39,landscape feature,Mountain,Circle,15939,29572,-0.25,False,5502, transition,1011,1,0,1,1
34,40,sky object,Moon,Mountain,16363,15939,9.0,True,10225,ois,1011,1,0,1,1
35,41,fruit,Orange,Cloud,21491,18189,12.5,True,28800, toug,1011,1,0,1,1
36,42,colour,Green,North,6115,3729,1.875,True,21101, archae,1011,1,0,1,1
37,43,direction,East,Silver,5791,16309,-2.0,False,30046, abruptly,1011,1,0,1,1
38,46,landscape feature,Forest,Sun,16015,4146,-8.125,False,1964, prom,1011,1,0,1,1
39,47,sky object,Cloud,Orange,18189,21491,-9.875,False,23538,isco,1011,1,0,1,1
40,48,fruit,Lemon,Green,44513,6115,-3.125,False,28800, toug,1011,1,0,1,1
41,49,colour,Yellow,North,25056,3729,2.875,True,10225,ois,1011,1,0,1,1
42,50,direction,West,Silver,4255,16309,-4.25,False,26655, opacity,1011,1,0,1,1
43,52,shape,Star,Ocean,8141,17323,-10.25,False,21101, archae,1011,1,0,1,1
44,53,landscape feature,Ocean,Sun,17323,4146,2.875,True,5502, transition,1011,1,0,1,1
45,54,sky object,Star,Orange,8141,21491,-4.0,False,10225,ois,1011,1,0,1,1
46,55,fruit,Pear,Green,14837,6115,-6.0,False,28800, toug,1011,1,0,1,1
47,57,direction,North,Square,3729,15894,1.25,True,26655, opacity,1011,1,0,1,1
48,59,shape,Circle,Star,29572,8141,-10.5,False,30137,liga,1011,1,0,1,1
49,60,landscape feature,River,Apple,7121,8217,6.375,True,5502, transition,1011,1,0,1,1
50,61,sky object,Sun,Blue,4146,10063,17.5,True,10225,ois,1011,1,0,1,1
51,62,fruit,Apple,East,8217,5791,-16.0,False,10225,ois,1011,1,0,1,1
52,63,colour,Blue,Circle,10063,29572,10.625,True,10225,ois,1011,1,0,1,1
0,0,colour,Red,North,4410,3729,1.6640625,True,23224, Wa,1100,1,1,0,0
1,1,direction,North,Silver,3729,16309,0.1044921875,True,23224, Wa,1100,1,1,0,0
2,3,shape,Circle,Ocean,29572,17323,0.99609375,True,23224, Wa,1100,1,1,0,0
3,4,landscape feature,River,Sun,7121,4146,-0.8046875,False,23224, Wa,1100,1,1,0,0
4,5,sky object,Sun,Orange,4146,21491,1.0224609375,True,23224, Wa,1100,1,1,0,0
5,6,fruit,Apple,Green,8217,6115,0.86669921875,True,4062, tradition,1100,1,1,0,0
6,8,direction,South,Square,3684,15894,0.74951171875,True,23224, Wa,1100,1,1,0,0
7,9,metal,Silver,Forest,16309,16015,-0.28076171875,False,23224, Wa,1100,1,1,0,0
8,10,shape,Square,Star,15894,8141,-0.183349609375,False,23224, Wa,1100,1,1,0,0
9,11,landscape feature,Mountain,Apple,15939,8217,0.0655517578125,True,23224, Wa,1100,1,1,0,0
10,12,sky object,Moon,Blue,16363,10063,-0.9599609375,False,23224, Wa,1100,1,1,0,0
11,13,fruit,Orange,East,21491,5791,0.178955078125,True,4062, tradition,1100,1,1,0,0
12,14,colour,Green,Circle,6115,29572,-1.0283203125,False,23224, Wa,1100,1,1,0,0
13,15,direction,East,Mountain,5791,15939,-0.72314453125,False,23224, Wa,1100,1,1,0,0
14,16,metal,Gold,Cloud,7284,18189,1.5537109375,True,23224, Wa,1100,1,1,0,0
15,18,landscape feature,Forest,Red,16015,4410,-1.0009765625,False,23224, Wa,1100,1,1,0,0
16,19,sky object,Cloud,South,18189,3684,-0.1204833984375,False,23224, Wa,1100,1,1,0,0
17,20,fruit,Lemon,Gold,44513,7284,-1.8388671875,False,4062, tradition,1100,1,1,0,0
18,21,colour,Yellow,River,25056,7121,0.8798828125,True,23224, Wa,1100,1,1,0,0
19,22,direction,West,Moon,4255,16363,0.32421875,True,23224, Wa,1100,1,1,0,0
20,23,metal,Iron,Lemon,17826,44513,-0.59521484375,False,23224, Wa,1100,1,1,0,0
21,24,shape,Star,Yellow,8141,25056,-0.5068359375,False,23224, Wa,1100,1,1,0,0
22,25,landscape feature,Ocean,North,17323,3729,0.239990234375,True,23224, Wa,1100,1,1,0,0
23,26,sky object,Star,Silver,8141,16309,0.4365234375,True,23224, Wa,1100,1,1,0,0
24,28,colour,Red,Sun,4410,4146,0.064453125,True,23224, Wa,1100,1,1,0,0
25,29,direction,North,Orange,3729,21491,-0.2353515625,False,23224, Wa,1100,1,1,0,0
26,31,shape,Circle,West,29572,4255,0.58251953125,True,23224, Wa,1100,1,1,0,0
27,33,sky object,Sun,Square,4146,15894,0.83203125,True,23224, Wa,1100,1,1,0,0
28,34,fruit,Apple,Forest,8217,16015,0.64453125,True,4062, tradition,1100,1,1,0,0
29,35,colour,Blue,Apple,10063,8217,0.6142578125,True,23224, Wa,1100,1,1,0,0
30,36,direction,South,Blue,3684,10063,-0.39306640625,False,23224, Wa,1100,1,1,0,0
31,37,metal,Silver,East,16309,5791,-0.4326171875,False,23224, Wa,1100,1,1,0,0
32,38,shape,Square,Iron,15894,17826,0.343505859375,True,23224, Wa,1100,1,1,0,0
33,39,landscape feature,Mountain,Circle,15939,29572,-0.3564453125,False,23224, Wa,1100,1,1,0,0
34,40,sky object,Moon,Mountain,16363,15939,-0.28466796875,False,23224, Wa,1100,1,1,0,0
35,41,fruit,Orange,Cloud,21491,18189,-0.38818359375,False,4062, tradition,1100,1,1,0,0
36,42,colour,Green,North,6115,3729,0.3349609375,True,23224, Wa,1100,1,1,0,0
37,43,direction,East,Silver,5791,16309,0.36474609375,True,23224, Wa,1100,1,1,0,0
38,46,landscape feature,Forest,Sun,16015,4146,-1.0185546875,False,23224, Wa,1100,1,1,0,0
39,47,sky object,Cloud,Orange,18189,21491,0.6982421875,True,23224, Wa,1100,1,1,0,0
40,48,fruit,Lemon,Green,44513,6115,0.412353515625,True,4062, tradition,1100,1,1,0,0
41,49,colour,Yellow,North,25056,3729,1.478515625,True,23224, Wa,1100,1,1,0,0
42,50,direction,West,Silver,4255,16309,0.9697265625,True,23224, Wa,1100,1,1,0,0
43,52,shape,Star,Ocean,8141,17323,0.29638671875,True,23224, Wa,1100,1,1,0,0
44,53,landscape feature,Ocean,Sun,17323,4146,-1.0546875,False,23224, Wa,1100,1,1,0,0
45,54,sky object,Star,Orange,8141,21491,0.33984375,True,23224, Wa,1100,1,1,0,0
46,55,fruit,Pear,Green,14837,6115,0.487060546875,True,4062, tradition,1100,1,1,0,0
47,57,direction,North,Square,3729,15894,-0.2626953125,False,23224, Wa,1100,1,1,0,0
48,59,shape,Circle,Star,29572,8141,0.72021484375,True,23224, Wa,1100,1,1,0,0
49,60,landscape feature,River,Apple,7121,8217,-0.343994140625,False,23224, Wa,1100,1,1,0,0
50,61,sky object,Sun,Blue,4146,10063,-0.3525390625,False,23224, Wa,1100,1,1,0,0
51,62,fruit,Apple,East,8217,5791,0.66064453125,True,4062, tradition,1100,1,1,0,0
52,63,colour,Blue,Circle,10063,29572,0.27099609375,True,23224, Wa,1100,1,1,0,0
0,0,colour,Red,North,4410,3729,0.625,True,253, the,1101,1,1,0,1
1,1,direction,North,Silver,3729,16309,0.9375,True,253, the,1101,1,1,0,1
2,3,shape,Circle,Ocean,29572,17323,0.25,True,253, the,1101,1,1,0,1
3,4,landscape feature,River,Sun,7121,4146,0.25,True,253, the,1101,1,1,0,1
4,5,sky object,Sun,Orange,4146,21491,0.5625,True,253, the,1101,1,1,0,1
5,6,fruit,Apple,Green,8217,6115,0.125,True,253, the,1101,1,1,0,1
6,8,direction,South,Square,3684,15894,1.1875,True,253, the,1101,1,1,0,1
7,9,metal,Silver,Forest,16309,16015,1.25,True,5328, gold,1101,1,1,0,1
8,10,shape,Square,Star,15894,8141,-0.1875,False,253, the,1101,1,1,0,1
9,11,landscape feature,Mountain,Apple,15939,8217,0.0625,True,253, the,1101,1,1,0,1
10,12,sky object,Moon,Blue,16363,10063,0.25,True,253, the,1101,1,1,0,1
11,13,fruit,Orange,East,21491,5791,0.5625,True,253, the,1101,1,1,0,1
12,14,colour,Green,Circle,6115,29572,0.8125,True,4797, blue,1101,1,1,0,1
13,15,direction,East,Mountain,5791,15939,0.75,True,253, the,1101,1,1,0,1
14,16,metal,Gold,Cloud,7284,18189,0.875,True,14295, copper,1101,1,1,0,1
15,18,landscape feature,Forest,Red,16015,4410,0.0,False,253, the,1101,1,1,0,1
16,19,sky object,Cloud,South,18189,3684,0.0,False,253, the,1101,1,1,0,1
17,20,fruit,Lemon,Gold,44513,7284,0.4375,True,253, the,1101,1,1,0,1
18,21,colour,Yellow,River,25056,7121,0.8125,True,253, the,1101,1,1,0,1
19,22,direction,West,Moon,4255,16363,0.8125,True,253, the,1101,1,1,0,1
20,23,metal,Iron,Lemon,17826,44513,0.75,True,5328, gold,1101,1,1,0,1
21,24,shape,Star,Yellow,8141,25056,0.125,True,253, the,1101,1,1,0,1
22,25,landscape feature,Ocean,North,17323,3729,-0.125,False,253, the,1101,1,1,0,1
23,26,sky object,Star,Silver,8141,16309,0.125,True,253, the,1101,1,1,0,1
24,28,colour,Red,Sun,4410,4146,0.5,True,253, the,1101,1,1,0,1
25,29,direction,North,Orange,3729,21491,0.9375,True,253, the,1101,1,1,0,1
26,31,shape,Circle,West,29572,4255,0.4375,True,253, the,1101,1,1,0,1
27,33,sky object,Sun,Square,4146,15894,0.5625,True,253, the,1101,1,1,0,1
28,34,fruit,Apple,Forest,8217,16015,0.5625,True,253, the,1101,1,1,0,1
29,35,colour,Blue,Apple,10063,8217,0.4375,True,253, the,1101,1,1,0,1
30,36,direction,South,Blue,3684,10063,0.75,True,253, the,1101,1,1,0,1
31,37,metal,Silver,East,16309,5791,0.875,True,5328, gold,1101,1,1,0,1
32,38,shape,Square,Iron,15894,17826,0.3125,True,253, the,1101,1,1,0,1
33,39,landscape feature,Mountain,Circle,15939,29572,0.25,True,253, the,1101,1,1,0,1
34,40,sky object,Moon,Mountain,16363,15939,0.6875,True,253, the,1101,1,1,0,1
35,41,fruit,Orange,Cloud,21491,18189,0.5625,True,253, the,1101,1,1,0,1
36,42,colour,Green,North,6115,3729,0.625,True,4797, blue,1101,1,1,0,1
37,43,direction,East,Silver,5791,16309,0.875,True,253, the,1101,1,1,0,1
38,46,landscape feature,Forest,Sun,16015,4146,0.0625,True,253, the,1101,1,1,0,1
39,47,sky object,Cloud,Orange,18189,21491,0.25,True,253, the,1101,1,1,0,1
40,48,fruit,Lemon,Green,44513,6115,0.25,True,253, the,1101,1,1,0,1
41,49,colour,Yellow,North,25056,3729,0.6875,True,253, the,1101,1,1,0,1
42,50,direction,West,Silver,4255,16309,0.875,True,253, the,1101,1,1,0,1
43,52,shape,Star,Ocean,8141,17323,0.0625,True,253, the,1101,1,1,0,1
44,53,landscape feature,Ocean,Sun,17323,4146,0.0,False,253, the,1101,1,1,0,1
45,54,sky object,Star,Orange,8141,21491,0.25,True,253, the,1101,1,1,0,1
46,55,fruit,Pear,Green,14837,6115,-0.1875,False,253, the,1101,1,1,0,1
47,57,direction,North,Square,3729,15894,1.1875,True,253, the,1101,1,1,0,1
48,59,shape,Circle,Star,29572,8141,0.0625,True,253, the,1101,1,1,0,1
49,60,landscape feature,River,Apple,7121,8217,0.4375,True,253, the,1101,1,1,0,1
50,61,sky object,Sun,Blue,4146,10063,0.1875,True,253, the,1101,1,1,0,1
51,62,fruit,Apple,East,8217,5791,0.5625,True,253, the,1101,1,1,0,1
52,63,colour,Blue,Circle,10063,29572,0.875,True,253, the,1101,1,1,0,1
0,0,colour,Red,North,4410,3729,14.5625,True,23224, Wa,1110,1,1,1,0
1,1,direction,North,Silver,3729,16309,0.390625,True,23224, Wa,1110,1,1,1,0
2,3,shape,Circle,Ocean,29572,17323,10.5,True,23224, Wa,1110,1,1,1,0
3,4,landscape feature,River,Sun,7121,4146,-9.2421875,False,23224, Wa,1110,1,1,1,0
4,5,sky object,Sun,Orange,4146,21491,11.40625,True,23224, Wa,1110,1,1,1,0
5,6,fruit,Apple,Green,8217,6115,7.1640625,True,23224, Wa,1110,1,1,1,0
6,8,direction,South,Square,3684,15894,6.5078125,True,23224, Wa,1110,1,1,1,0
7,9,metal,Silver,Forest,16309,16015,-1.9453125,False,23224, Wa,1110,1,1,1,0
8,10,shape,Square,Star,15894,8141,-1.5625,False,23224, Wa,1110,1,1,1,0
9,11,landscape feature,Mountain,Apple,15939,8217,1.2412109375,True,23224, Wa,1110,1,1,1,0
10,12,sky object,Moon,Blue,16363,10063,-9.4453125,False,23224, Wa,1110,1,1,1,0
11,13,fruit,Orange,East,21491,5791,0.05078125,True,4062, tradition,1110,1,1,1,0
12,14,colour,Green,Circle,6115,29572,-10.359375,False,23224, Wa,1110,1,1,1,0
13,15,direction,East,Mountain,5791,15939,-6.4765625,False,23224, Wa,1110,1,1,1,0
14,16,metal,Gold,Cloud,7284,18189,14.1953125,True,23224, Wa,1110,1,1,1,0
15,18,landscape feature,Forest,Red,16015,4410,-9.5703125,False,23224, Wa,1110,1,1,1,0
16,19,sky object,Cloud,South,18189,3684,-0.8427734375,False,23224, Wa,1110,1,1,1,0
17,20,fruit,Lemon,Gold,44513,7284,-17.34375,False,23224, Wa,1110,1,1,1,0
18,21,colour,Yellow,River,25056,7121,8.4921875,True,23224, Wa,1110,1,1,1,0
19,22,direction,West,Moon,4255,16363,3.484375,True,23224, Wa,1110,1,1,1,0
20,23,metal,Iron,Lemon,17826,44513,-5.5,False,23224, Wa,1110,1,1,1,0
21,24,shape,Star,Yellow,8141,25056,-5.375,False,23224, Wa,1110,1,1,1,0
22,25,landscape feature,Ocean,North,17323,3729,2.0703125,True,23224, Wa,1110,1,1,1,0
23,26,sky object,Star,Silver,8141,16309,4.1796875,True,23224, Wa,1110,1,1,1,0
24,28,colour,Red,Sun,4410,4146,-1.02734375,False,23224, Wa,1110,1,1,1,0
25,29,direction,North,Orange,3729,21491,-1.8359375,False,23224, Wa,1110,1,1,1,0
26,31,shape,Circle,West,29572,4255,5.30078125,True,23224, Wa,1110,1,1,1,0
27,33,sky object,Sun,Square,4146,15894,9.203125,True,23224, Wa,1110,1,1,1,0
28,34,fruit,Apple,Forest,8217,16015,5.9609375,True,23224, Wa,1110,1,1,1,0
29,35,colour,Blue,Apple,10063,8217,6.4296875,True,23224, Wa,1110,1,1,1,0
30,36,direction,South,Blue,3684,10063,-4.3984375,False,23224, Wa,1110,1,1,1,0
31,37,metal,Silver,East,16309,5791,-3.98046875,False,23224, Wa,1110,1,1,1,0
32,38,shape,Square,Iron,15894,17826,3.681640625,True,23224, Wa,1110,1,1,1,0
33,39,landscape feature,Mountain,Circle,15939,29572,-3.6875,False,23224, Wa,1110,1,1,1,0
34,40,sky object,Moon,Mountain,16363,15939,-3.546875,False,23224, Wa,1110,1,1,1,0
35,41,fruit,Orange,Cloud,21491,18189,-5.03515625,False,4062, tradition,1110,1,1,1,0
36,42,colour,Green,North,6115,3729,3.10546875,True,23224, Wa,1110,1,1,1,0
37,43,direction,East,Silver,5791,16309,3.55078125,True,23224, Wa,1110,1,1,1,0
38,46,landscape feature,Forest,Sun,16015,4146,-11.15625,False,23224, Wa,1110,1,1,1,0
39,47,sky object,Cloud,Orange,18189,21491,7.0390625,True,23224, Wa,1110,1,1,1,0
40,48,fruit,Lemon,Green,44513,6115,3.35546875,True,23224, Wa,1110,1,1,1,0
41,49,colour,Yellow,North,25056,3729,13.515625,True,23224, Wa,1110,1,1,1,0
42,50,direction,West,Silver,4255,16309,9.0234375,True,23224, Wa,1110,1,1,1,0
43,52,shape,Star,Ocean,8141,17323,3.142578125,True,23224, Wa,1110,1,1,1,0
44,53,landscape feature,Ocean,Sun,17323,4146,-11.453125,False,23224, Wa,1110,1,1,1,0
45,54,sky object,Star,Orange,8141,21491,3.564453125,True,23224, Wa,1110,1,1,1,0
46,55,fruit,Pear,Green,14837,6115,3.59375,True,4062, tradition,1110,1,1,1,0
47,57,direction,North,Square,3729,15894,-3.0,False,23224, Wa,1110,1,1,1,0
48,59,shape,Circle,Star,29572,8141,7.5234375,True,23224, Wa,1110,1,1,1,0
49,60,landscape feature,River,Apple,7121,8217,-3.49609375,False,23224, Wa,1110,1,1,1,0
50,61,sky object,Sun,Blue,4146,10063,-2.0,False,23224, Wa,1110,1,1,1,0
51,62,fruit,Apple,East,8217,5791,5.12890625,True,23224, Wa,1110,1,1,1,0
52,63,colour,Blue,Circle,10063,29572,1.984375,True,23224, Wa,1110,1,1,1,0
0,0,colour,Red,North,4410,3729,4.0,True,253, the,1111,1,1,1,1
1,1,direction,North,Silver,3729,16309,7.0,True,253, the,1111,1,1,1,1
2,3,shape,Circle,Ocean,29572,17323,1.5,True,253, the,1111,1,1,1,1
3,4,landscape feature,River,Sun,7121,4146,1.0,True,253, the,1111,1,1,1,1
4,5,sky object,Sun,Orange,4146,21491,4.0,True,253, the,1111,1,1,1,1
5,6,fruit,Apple,Green,8217,6115,0.5,True,253, the,1111,1,1,1,1
6,8,direction,South,Square,3684,15894,9.0,True,253, the,1111,1,1,1,1
7,9,metal,Silver,Forest,16309,16015,7.5,True,253, the,1111,1,1,1,1
8,10,shape,Square,Star,15894,8141,-2.0,False,253, the,1111,1,1,1,1
9,11,landscape feature,Mountain,Apple,15939,8217,0.5,True,253, the,1111,1,1,1,1
10,12,sky object,Moon,Blue,16363,10063,2.0,True,253, the,1111,1,1,1,1
11,13,fruit,Orange,East,21491,5791,3.0,True,253, the,1111,1,1,1,1
12,14,colour,Green,Circle,6115,29572,6.5,True,253, the,1111,1,1,1,1
13,15,direction,East,Mountain,5791,15939,5.0,True,253, the,1111,1,1,1,1
14,16,metal,Gold,Cloud,7284,18189,5.5,True,253, the,1111,1,1,1,1
15,18,landscape feature,Forest,Red,16015,4410,0.0,False,253, the,1111,1,1,1,1
16,19,sky object,Cloud,South,18189,3684,-0.5,False,253, the,1111,1,1,1,1
17,20,fruit,Lemon,Gold,44513,7284,2.0,True,253, the,1111,1,1,1,1
18,21,colour,Yellow,River,25056,7121,5.0,True,253, the,1111,1,1,1,1
19,22,direction,West,Moon,4255,16363,6.0,True,253, the,1111,1,1,1,1
20,23,metal,Iron,Lemon,17826,44513,5.5,True,253, the,1111,1,1,1,1
21,24,shape,Star,Yellow,8141,25056,1.5,True,253, the,1111,1,1,1,1
22,25,landscape feature,Ocean,North,17323,3729,-2.0,False,253, the,1111,1,1,1,1
23,26,sky object,Star,Silver,8141,16309,1.5,True,253, the,1111,1,1,1,1
24,28,colour,Red,Sun,4410,4146,3.5,True,253, the,1111,1,1,1,1
25,29,direction,North,Orange,3729,21491,7.0,True,253, the,1111,1,1,1,1
26,31,shape,Circle,West,29572,4255,2.0,True,253, the,1111,1,1,1,1
27,33,sky object,Sun,Square,4146,15894,4.5,True,253, the,1111,1,1,1,1
28,34,fruit,Apple,Forest,8217,16015,4.0,True,253, the,1111,1,1,1,1
29,35,colour,Blue,Apple,10063,8217,3.0,True,253, the,1111,1,1,1,1
30,36,direction,South,Blue,3684,10063,5.5,True,253, the,1111,1,1,1,1
31,37,metal,Silver,East,16309,5791,5.0,True,253, the,1111,1,1,1,1
32,38,shape,Square,Iron,15894,17826,1.5,True,253, the,1111,1,1,1,1
33,39,landscape feature,Mountain,Circle,15939,29572,2.0,True,253, the,1111,1,1,1,1
34,40,sky object,Moon,Mountain,16363,15939,4.5,True,253, the,1111,1,1,1,1
35,41,fruit,Orange,Cloud,21491,18189,3.5,True,253, the,1111,1,1,1,1
36,42,colour,Green,North,6115,3729,4.0,True,253, the,1111,1,1,1,1
37,43,direction,East,Silver,5791,16309,6.5,True,253, the,1111,1,1,1,1
38,46,landscape feature,Forest,Sun,16015,4146,0.5,True,253, the,1111,1,1,1,1
39,47,sky object,Cloud,Orange,18189,21491,2.0,True,253, the,1111,1,1,1,1
40,48,fruit,Lemon,Green,44513,6115,0.0,False,253, the,1111,1,1,1,1
41,49,colour,Yellow,North,25056,3729,3.5,True,253, the,1111,1,1,1,1
42,50,direction,West,Silver,4255,16309,6.5,True,253, the,1111,1,1,1,1
43,52,shape,Star,Ocean,8141,17323,1.0,True,253, the,1111,1,1,1,1
44,53,landscape feature,Ocean,Sun,17323,4146,-0.5,False,253, the,1111,1,1,1,1
45,54,sky object,Star,Orange,8141,21491,2.5,True,253, the,1111,1,1,1,1
46,55,fruit,Pear,Green,14837,6115,-1.5,False,253, the,1111,1,1,1,1
47,57,direction,North,Square,3729,15894,9.0,True,253, the,1111,1,1,1,1
48,59,shape,Circle,Star,29572,8141,-0.5,False,253, the,1111,1,1,1,1
49,60,landscape feature,River,Apple,7121,8217,2.5,True,253, the,1111,1,1,1,1
50,61,sky object,Sun,Blue,4146,10063,2.0,True,253, the,1111,1,1,1,1
51,62,fruit,Apple,East,8217,5791,3.5,True,253, the,1111,1,1,1,1
52,63,colour,Blue,Circle,10063,29572,6.0,True,253, the,1111,1,1,1,1
