prompt_id,group_id,graph_id,condition,mechanism,clean_answer,conflict_answer,aux_answer,prompt,mechanism_y,phase_y,R_L0,dR_L0,R_L1,dR_L1,R_L2,dR_L2,R_L3,dR_L3,R_L4,dR_L4,R_L5,dR_L5,R_L6,dR_L6,R_L7,dR_L7,R_L8,dR_L8,R_L9,dR_L9,R_L10,dR_L10,R_L11,dR_L11,R_L12,dR_L12,R_L13,dR_L13,R_L14,dR_L14,R_L15,dR_L15,R_L16,dR_L16,R_L17,dR_L17,R_L18,dR_L18,R_L19,dR_L19,R_L20,dR_L20,R_L21,dR_L21,R_L22,dR_L22,R_L23,dR_L23,R_L24,dR_L24,R_L25,dR_L25,R_L26,dR_L26,R_L27,dR_L27,DeltaU_decision
opa1a_cm_g025_exception_override,25,25,exception_override,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Taro use label Green.
Exception: Sola is a special case and uses label Yellow.
Fact: Sola is connected to Taro.
Question: Which label applies to Sola: Green or Yellow?
Answer with exactly one word:",2,2,0.3846526,0.01251322,0.04443738,0.056192487,-0.39233267,0.009722441,-0.17781249,-0.00018617511,-0.7859597,0.010071516,-0.4427337,-0.20037259,0.30106574,-0.13175613,0.2283569,-0.03934914,0.5925109,-0.03118211,0.8887834,0.09139997,0.32767123,-0.1602388,0.44938946,0.05508554,0.3965537,0.09532988,0.17823094,0.1888935,0.20071119,-0.19068903,0.4624982,-0.11267042,-0.3688197,0.1429472,-1.038845,0.5743239,-1.1948333,0.6120304,-1.2269149,0.0016365051,-1.3564963,-0.91081697,-0.67324567,-0.9150851,-0.6897583,-2.280233,0.64404535,-3.4217324,1.3632736,-3.4981742,2.6846542,-3.5848756,-1.3810501,-6.74786,-3.1379204,-3.7606297,-3.3738987
opa1a_cm_g025_irrelevant,25,25,irrelevant,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Sola is assigned to Taro.
Fact 2: Taro has label Green.
Irrelevant fact: Una is associated with North.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:",0,0,0.38778675,0.015647352,0.03157626,0.04333137,-0.37332305,0.028732061,-0.18391535,-0.006289035,-0.7833194,0.012711823,-0.24053375,0.0018273592,0.43785256,0.0050306916,0.22517276,-0.04253328,0.5520854,-0.07160759,0.80878055,0.011397123,0.47293073,-0.014979303,0.3601445,-0.034159422,0.2902822,-0.010941625,-0.021923065,-0.0112605095,0.28184938,-0.10955083,0.56687057,-0.008298039,-0.4920528,0.019714117,-1.5265663,0.08660257,-1.7841303,0.02273333,-0.99323285,0.23531854,-0.5232295,-0.07755011,0.25065088,0.008811474,1.6508942,0.06041956,4.6488285,0.5830507,5.7364244,0.87497663,6.742368,0.4728384,6.6026134,1.2358036,1.3189545,0.6962452,4.2406597
opa1a_cm_g025_paraphrase,25,25,paraphrase,stable,Green,Yellow,North,"In this example, Sola reaches Taro.
The destination connected to Taro is Green.
Based on those two links, select the label for Sola: Green or Yellow.
Answer:",0,0,0.3620504,-0.01008898,-0.07939972,-0.06764461,-0.5689072,-0.16685209,-0.05703163,0.12059468,-0.54887223,0.247159,-0.87574244,-0.6333813,-1.0637441,-1.4965659,0.07313502,-0.19457102,0.88618195,0.26248896,0.053727746,-0.7436557,0.98975873,0.5018487,0.7162739,0.32197,0.4786303,0.17740649,0.6552069,0.6658695,1.425852,1.0344517,1.0592219,0.48405325,-0.6382041,-0.12643719,-0.87164223,0.7415266,-0.86577797,0.9410857,-0.17666316,1.0518882,-0.17193556,0.2737438,0.011516333,-0.23032308,2.3179812,0.72750664,4.9704847,0.90470695,7.1888113,2.3273635,7.171376,0.9018464,9.56759,4.20078,2.0596657,1.4369564,5.7283382
opa1a_cm_g025_rename,25,25,rename,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Sola is assigned to Taro.
Link two: Taro has label Green.
Choose the label reached from Sola: Green or Yellow.
One word answer:",0,0,0.28370112,-0.08843827,-0.2290877,-0.21733259,-0.6450331,-0.242978,0.09440595,0.27203226,-0.71809125,0.07793999,-0.27560848,-0.033247367,0.2634871,-0.16933477,-0.37722707,-0.6449331,0.9025669,0.27887392,0.5455561,-0.2518273,0.2961262,-0.19178385,0.502744,0.1084401,0.5699878,0.26876396,0.63739026,0.6480528,0.5809619,0.18956167,0.57576084,0.00059223175,0.053586245,0.56535316,-0.49625802,1.1169108,-0.83899415,0.9678695,-0.62588,0.6026714,0.13904066,0.58472,0.5480726,0.30623317,3.1212254,1.5307508,5.6446624,1.5788846,9.028967,4.167519,9.685498,3.4159684,11.559339,6.1925287,2.846178,2.2234688,8.790108
opa1a_cm_g025_source_claim,25,25,source_claim,source_ambiguity,Green,Yellow,North,"You are given two source claims.
Source Alpha says: Sola is assigned to Taro, and Taro has label Green.
Source Beta says: Sola has label Yellow.
Neither source is marked as more reliable.
Question: Which label should be chosen for Sola: Green or Yellow?
Answer with exactly one word:",1,1,0.3814839,0.009344518,0.023014605,0.034769714,-0.47150707,-0.06945196,-0.32998723,-0.15236092,-0.81161714,-0.015585899,-0.3611953,-0.11883418,0.395644,-0.03717786,0.2741172,0.006411165,0.6772194,0.0535264,0.9028649,0.105481446,0.47256243,-0.0153476,0.5689796,0.1746757,0.49474984,0.19352603,0.26898074,0.2796433,0.36514044,-0.02625978,0.60474277,0.029574156,-0.02353239,0.48823452,-0.83622515,0.7769437,-1.0297171,0.7771466,-0.87432945,0.35422194,-1.2668194,-0.82114,0.00771451,-0.2341249,-0.4925623,-2.083037,2.57022,-1.4955578,2.92204,-1.9394078,4.9834733,-1.2860565,1.6430016,-3.7238083,-0.5480728,-1.1707821,-0.2138927
opa1a_cm_g025_weak_distractor,25,25,weak_distractor,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Sola is assigned to Taro.
Fact 2: Taro has label Green.
Weak note: an unrelated source mentions Yellow, but it does not update the graph.
Question: Which label is associated with Sola: Green or Yellow?
Answer with exactly one word:",0,0,0.37264496,0.0005055666,0.00059337914,0.012348488,-0.42759067,-0.025535554,-0.19906822,-0.021441907,-0.82493633,-0.028905094,-0.30264208,-0.060280964,0.47507083,0.042248964,0.2815153,0.013809264,0.58602023,-0.037672758,0.8353989,0.038015485,0.5268628,0.038952768,0.60894006,0.21463615,0.43435407,0.13313025,0.12745094,0.1381135,0.3118844,-0.079515815,0.4681251,-0.107043505,-0.54696476,-0.035197854,-1.5476149,0.0655539,-1.5144649,0.2923988,-1.1063354,0.122215986,-0.8938206,-0.44814122,0.12714851,-0.1146909,2.0789392,0.4884646,4.5096617,0.4438839,6.202275,1.340827,8.134136,1.8646064,7.05229,1.6854801,1.6184311,0.9957218,5.281995
opa1a_cm_g026_clean,26,26,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Fact 2: Taro points to North.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:",0,0,-0.058029592,0.0,0.09325249,0.0,-0.1564577,0.0,0.15364775,0.0,0.23513137,0.0,0.60058755,0.0,0.60994864,0.0,0.95139205,0.0,1.1823142,0.0,1.4158628,0.0,0.7548307,0.0,0.8153468,0.0,1.2034599,0.0,1.4251926,0.0,0.8561387,0.0,0.95144117,0.0,1.5022905,0.0,0.22504479,0.0,0.47920522,0.0,-0.25380492,0.0,1.6786278,0.0,1.7674103,0.0,-1.1686687,0.0,-0.87738705,0.0,-0.37275505,0.0,-1.3488312,0.0,-2.5111732,0.0,-0.5869789,0.0,3.183903
opa1a_cm_g026_closure_override,26,26,closure_override,closure,North,South,East,"You are given a rule system.
General rule: items that is grouped under Taro receive label North.
Override rule: in this case, items that is grouped under Taro receive label South.
Fact: Sola is grouped under Taro.
Question: Which label applies to Sola: North or South?
Answer with exactly one word:",2,2,-0.04243201,0.015597582,0.08814859,-0.005103901,-0.114974156,0.04148355,0.1801203,0.026472554,0.27593297,0.0408016,0.55070937,-0.04987818,0.561917,-0.048031628,0.93797326,-0.013418794,1.2490385,0.0667243,1.4428985,0.027035713,0.62737554,-0.12745517,0.76962215,-0.04572463,1.267254,0.063794136,1.5570449,0.13185227,0.94965893,0.093520224,1.2420181,0.29057693,1.8168185,0.314528,0.25221738,0.027172595,0.43833622,-0.040868998,-0.57536006,-0.32155514,-0.60388756,-2.2825155,-2.1301825,-3.8975928,-4.9158835,-3.7472148,-5.209404,-4.332017,-5.071583,-4.6988277,-6.582224,-5.2333927,-11.106541,-8.595367,-4.5249557,-3.9379768,-6.2771635
opa1a_cm_g026_closure_update,26,26,closure_update,closure,North,South,East,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Old record: Taro points to North.
Updated record: Taro points to South, not North.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:",2,2,-0.06186396,-0.0038343668,0.08276619,-0.010486297,-0.21652696,-0.060069248,0.06425959,-0.08938816,0.11520885,-0.11992252,0.4786482,-0.12193936,0.516733,-0.093215644,0.8269809,-0.124411166,1.0629764,-0.1193378,1.3187587,-0.09710407,0.66998327,-0.08484745,0.74136984,-0.073976934,1.1919699,-0.011489987,1.3342422,-0.09095037,0.78782535,-0.06831336,0.81575215,-0.13568902,1.4885757,-0.01371479,0.19089812,-0.034146667,0.77915835,0.29995313,-0.73721147,-0.48340654,-0.6970538,-2.3756816,-1.1534095,-2.9208198,-4.160763,-2.992094,-4.2398963,-3.3625093,-3.7887058,-3.4159508,-5.1321106,-3.7832794,-8.1156025,-5.6044292,-3.4731922,-2.8862133,-3.9452174
opa1a_cm_g026_competition_balanced,26,26,competition_balanced,competition,North,South,East,"You are given a small relation graph with competing records.
Record A: Sola is grouped under Taro, and Taro points to North.
Record B: another note says Sola points to South.
Question: Which label is better supported for Sola: North or South?
Answer with exactly one word:",1,1,-0.04664798,0.011381611,0.08763412,-0.005618371,-0.11294952,0.043508187,0.16320457,0.009556815,0.30374196,0.06861059,0.47698385,-0.1236037,0.5833563,-0.026592314,0.96225095,0.010858893,1.2601506,0.077836394,1.4597682,0.043905377,0.6315751,-0.12325561,0.66892564,-0.14642113,1.1455483,-0.057911515,1.5069063,0.08171368,0.94878495,0.09264624,0.9293543,-0.022086859,1.5782964,0.076005936,0.26645312,0.04140833,0.70788944,0.22868422,-0.4030125,-0.14920759,0.6691998,-1.009428,0.14256227,-1.624848,-2.8975458,-1.7288771,-2.6980696,-1.8206825,-2.3878784,-2.0151234,-2.749855,-1.4010239,-4.2190933,-1.7079201,-1.4608555,-0.8738766,-0.4731412
opa1a_cm_g026_direct_conflict,26,26,direct_conflict,competition,North,South,East,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Fact 2: Taro points to North.
Direct conflicting fact: Sola points to South.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:",1,1,-0.046964705,0.011064887,0.10705911,0.013806626,-0.18189517,-0.02543746,0.13043185,-0.023215905,0.15223971,-0.08289166,0.5209738,-0.079613745,0.5499908,-0.059957862,0.8717809,-0.07961118,1.1208141,-0.061500072,1.3565321,-0.0593307,0.6632798,-0.091550946,0.72090566,-0.094441116,1.1689435,-0.034516335,1.4228,-0.0023926497,0.8047675,-0.051371217,0.91287875,-0.038562417,1.5638266,0.061536074,0.14518365,-0.079861134,0.7431083,0.26390305,-0.51739633,-0.2635914,0.25324607,-1.4253818,0.4377904,-1.3296199,-3.2652884,-2.0966196,-3.5071478,-2.6297607,-3.2963753,-2.9236202,-4.855652,-3.5068207,-7.364792,-4.8536186,-2.9297829,-2.342804,-2.6110113
opa1a_cm_g026_equal_evidence,26,26,equal_evidence,competition,North,South,East,"You are given balanced evidence.
Evidence for North: Sola is grouped under Taro, and Taro points to North.
Evidence for South: Sola is directly listed with South.
The evidence strength is equal.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:",1,1,-0.04279557,0.015234023,0.10450226,0.011249773,-0.14190543,0.01455228,0.115455374,-0.038192376,0.17038949,-0.06474188,0.50784546,-0.092742085,0.5519379,-0.058010757,0.9277236,-0.023668468,1.1331508,-0.04916334,1.3546879,-0.06117487,0.7282503,-0.026580393,0.7442215,-0.07112527,1.2266276,0.02316773,1.5239589,0.09876633,0.88827026,0.032131553,0.8887371,-0.06270409,1.5637134,0.061422944,0.42194286,0.19689807,1.001068,0.52186275,0.074903905,0.32870883,1.0818899,-0.596738,0.3435247,-1.4238856,-1.2828307,-0.11416197,-0.65319633,0.22419071,0.20676804,0.5795231,-0.55737686,0.7914543,-0.25890732,2.252266,0.6134434,1.2004223,3.8259254
opa1a_cm_g026_exception_override,26,26,exception_override,closure,North,South,East,"You are given a rule system.
General rule: items connected to Taro use label North.
Exception: Sola is a special case and uses label South.
Fact: Sola is connected to Taro.
Question: Which label applies to Sola: North or South?
Answer with exactly one word:",2,2,-0.04325077,0.014778823,0.08551719,-0.007735297,-0.15742905,-0.0009713471,0.15172145,-0.0019263029,0.25496018,0.019828811,0.5320164,-0.06857115,0.5934379,-0.016510725,0.9654459,0.014053822,1.294429,0.11211479,1.4347327,0.018869877,0.62138045,-0.13345027,0.722822,-0.09252477,1.2589474,0.055487514,1.4868479,0.061655283,0.84543467,-0.0107040405,1.1100467,0.15860558,1.6108608,0.10857034,0.16270155,-0.06234324,0.56814694,0.08894172,-0.40986884,-0.15606391,0.15268731,-1.5259405,-1.0452343,-2.8126445,-3.8279672,-2.6592984,-4.6077986,-3.7304115,-4.215433,-3.842678,-5.729475,-4.380644,-9.46207,-6.950897,-3.4159527,-2.8289738,-4.483839
opa1a_cm_g026_irrelevant,26,26,irrelevant,stable,North,South,East,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Fact 2: Taro points to North.
Irrelevant fact: Una is associated with East.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:",0,0,-0.051425025,0.006604567,0.09955561,0.006303124,-0.17609113,-0.019633427,0.14130132,-0.012346432,0.17599511,-0.059136257,0.5796362,-0.02095133,0.5411893,-0.06875932,0.87180144,-0.07959062,1.1264029,-0.055911303,1.3722684,-0.04359436,0.6807143,-0.07411641,0.7126397,-0.10270709,1.1556776,-0.047782302,1.4157735,-0.009419084,0.78379244,-0.07234627,0.9347068,-0.016734362,1.4368747,-0.06541574,-0.04269436,-0.26773915,0.42266208,-0.05654314,-0.33778828,-0.08398336,1.502206,-0.17642188,1.5019076,-0.2655027,-1.9228926,-0.7542238,-1.8575087,-0.9801216,-0.98657227,-0.6138172,-2.330429,-0.9815979,-4.0004025,-1.4892292,-1.685688,-1.0987091,1.5231346
opa1a_cm_g026_paraphrase,26,26,paraphrase,stable,North,South,East,"In this example, Sola reaches Taro.
The destination connected to Taro is North.
Based on those two links, select the label for Sola: North or South.
Answer:",0,0,-0.68200004,-0.62397045,-0.38180295,-0.47505543,-0.34999606,-0.19353835,-0.3392414,-0.49288914,-0.6505183,-0.8856497,-0.813867,-1.4144545,-0.39833087,-1.0082796,-0.5030941,-1.4544861,0.18026996,-1.0020442,0.0040673018,-1.4117955,-1.9562993,-2.7111301,-1.2572166,-2.0725634,-0.08754867,-1.2910085,-0.8375487,-2.2627413,-0.7219092,-1.578048,-0.95389843,-1.9053396,-0.77327037,-2.2755609,-0.47241068,-0.69745547,-0.113791466,-0.5929967,-0.41521406,-0.16140914,0.6075721,-1.0710558,1.36238,-0.40503025,3.218958,4.3876266,3.6626368,4.540024,4.4675636,4.8403187,3.202732,4.5515633,4.984993,7.496166,2.3987389,2.9857178,12.130434
opa1a_cm_g026_rename,26,26,rename,stable,North,South,East,"Consider a tiny mapping network.
Link one: Sola is grouped under Taro.
Link two: Taro points to North.
Choose the label reached from Sola: North or South.
One word answer:",0,0,-0.3229088,-0.2648792,-0.14763501,-0.2408875,-0.040049046,0.11640866,-0.07059294,-0.22424069,0.16056234,-0.07456903,0.2806599,-0.31992763,0.2267881,-0.38316053,0.4228123,-0.5285797,0.73103845,-0.4512757,1.381705,-0.034157753,0.2818938,-0.47293693,0.37139994,-0.44394684,0.63510394,-0.5683559,0.60509956,-0.82009304,-0.13589394,-0.99203265,0.21038496,-0.7410562,0.8283564,-0.6739341,0.016571641,-0.20847315,0.06822002,-0.4109852,-0.2260555,0.02774942,1.7443819,0.065754056,0.99486065,-0.7725496,0.85098314,2.019652,0.81912994,1.696517,1.1474686,1.5202236,0.63537025,1.9842014,-0.57725525,1.933918,1.0941639,1.6811428,6.6233826
opa1a_cm_g026_source_claim,26,26,source_claim,source_ambiguity,North,South,East,"You are given two source claims.
Source Alpha says: Sola is grouped under Taro, and Taro points to North.
Source Beta says: Sola points to South.
Neither source is marked as more reliable.
Question: Which label should be chosen for Sola: North or South?
Answer with exactly one word:",1,1,-0.05450432,0.003525272,0.044534855,-0.048717633,-0.12344161,0.0330161,0.1659253,0.012277544,0.11649841,-0.11863296,0.4302669,-0.17032066,0.56138265,-0.048565984,0.9409202,-0.01047188,1.2161391,0.03382492,1.3195145,-0.096348286,0.6099368,-0.14489394,0.6450335,-0.1703133,1.1683623,-0.0350976,1.4582772,0.03308463,0.7890146,-0.06712413,0.87888324,-0.072557926,1.3227332,-0.17955732,-0.11746085,-0.34250563,0.5592059,0.08000067,-0.38286316,-0.12905824,0.802017,-0.8766109,0.63211274,-1.1352975,-2.555398,-1.3867292,-2.521655,-1.644268,-1.6776314,-1.3048763,-2.776371,-1.4275398,-5.042841,-2.5316677,-1.7272224,-1.1402435,0.20098329
opa1a_cm_g026_weak_distractor,26,26,weak_distractor,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Sola is grouped under Taro.
Fact 2: Taro points to North.
Weak note: an unrelated source mentions South, but it does not update the graph.
Question: Which label is associated with Sola: North or South?
Answer with exactly one word:",0,0,-0.03935176,0.01867783,0.088403344,-0.0048491433,-0.16400138,-0.007543668,0.1308932,-0.02275455,0.23901825,0.0038868785,0.5307882,-0.06979936,0.6152569,0.0053082705,0.9014305,-0.049961567,1.1492534,-0.03306079,1.3602204,-0.055642366,0.70231867,-0.05251205,0.7801715,-0.035175264,1.2066162,0.0031563044,1.4450332,0.019840598,0.8771942,0.02105552,0.96768963,0.016248465,1.4622381,-0.040052414,0.13517007,-0.089874715,0.6993077,0.22010246,-0.21850252,0.0353024,0.6878369,-0.99079096,0.9215121,-0.84589815,-1.3857722,-0.21710348,-1.0981731,-0.2207861,-0.3895855,-0.016830444,-1.3144817,0.03434944,-2.3233643,0.18780899,-0.17452812,0.4124508,2.8604548
opa1a_cm_g051_clean,51,51,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Arin is linked with Borin.
Fact 2: Borin routes to East.
Question: Which label is associated with Arin: East or West?
Answer with exactly one word:",0,0,-0.41627985,0.0,-0.53261226,0.0,-0.32833153,0.0,-0.87572837,0.0,-0.6620647,0.0,-0.70596945,0.0,-0.8779821,0.0,-0.33054993,0.0,-0.30827725,0.0,-0.4819523,0.0,-1.3558427,0.0,-0.83908904,0.0,-0.63503546,0.0,-0.8299469,0.0,-0.23209155,0.0,-0.09396434,0.0,0.04099524,0.0,1.2037538,0.0,0.37319505,0.0,0.9759932,0.0,2.102626,0.0,3.0937667,0.0,2.5956292,0.0,3.6233006,0.0,5.400819,0.0,8.1223955,0.0,8.873829,0.0,-1.6794529,0.0,3.183903
opa1a_cm_g051_closure_override,51,51,closure_override,closure,East,West,Copper,"You are given a rule system.
General rule: items that is linked with Borin receive label East.
Override rule: in this case, items that is linked with Borin receive label West.
Fact: Arin is linked with Borin.
Question: Which label applies to Arin: East or West?
Answer with exactly one word:",2,2,-0.44971755,-0.0334377,-0.62897366,-0.0963614,-0.59962475,-0.27129322,-0.9856825,-0.10995412,-0.6881057,-0.02604103,-0.72556865,-0.0195992,-0.7663795,0.111602604,-0.30801016,0.022539765,-0.027737856,0.2805394,-0.30565953,0.17629278,-1.3240796,0.031763077,-0.622048,0.21704102,-0.3733133,0.26172215,-0.4996444,0.33030248,-0.08929896,0.14279258,0.046179414,0.14014375,0.31435454,0.2733593,1.3987168,0.19496298,0.6246443,0.25144923,0.71197057,-0.26402265,0.20142847,-1.9011977,1.265128,-1.8286387,0.5380049,-2.0576243,1.1872101,-2.4360905,2.871935,-2.528884,5.678446,-2.4439497,6.6015415,-2.2722874,-3.218336,-1.5388832,-1.806474
opa1a_cm_g051_closure_update,51,51,closure_update,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Arin is linked with Borin.
Old record: Borin routes to East.
Updated record: Borin routes to West, not East.
Question: Which label is associated with Arin: East or West?
Answer with exactly one word:",2,2,-0.41644526,-0.00016540289,-0.53829,-0.0056777596,-0.3750623,-0.046730757,-0.8104093,0.06531906,-0.6413945,0.020670176,-0.7147281,-0.008758664,-0.8694058,0.008576274,-0.30245718,0.028092742,-0.20779759,0.10047966,-0.39824128,0.08371103,-1.3117645,0.04407823,-0.72225153,0.1168375,-0.38852352,0.24651194,-0.66850555,0.16144133,-0.15089595,0.08119559,-0.07400942,0.01995492,0.21314812,0.17215288,1.2263569,0.022603035,0.5587816,0.18558657,0.67601526,-0.29997796,0.36312366,-1.7395024,0.60647774,-2.487289,-1.3665729,-3.962202,-0.8856664,-4.508967,0.3322115,-5.0686073,3.1903906,-4.932005,2.6165333,-6.2572956,-5.7295036,-4.0500507,-6.3508453
opa1a_cm_g051_competition_balanced,51,51,competition_balanced,competition,East,West,Copper,"You are given a small relation graph with competing records.
Record A: Arin is linked with Borin, and Borin routes to East.
Record B: another note says Arin routes to West.
Question: Which label is better supported for Arin: East or West?
Answer with exactly one word:",1,1,-0.41066602,0.0056138337,-0.5092315,0.023380756,-0.37867397,-0.05034244,-0.8751768,0.0005515814,-0.6007232,0.061341465,-0.5836384,0.12233102,-0.7328154,0.1451667,-0.1871013,0.14344862,0.0820564,0.39033365,-0.3372659,0.1446864,-1.1053542,0.25048852,-0.6616888,0.17740023,-0.2766986,0.35833687,-0.55207133,0.27787554,-0.13644588,0.095645666,0.19148123,0.28544557,0.38179123,0.340796,1.4131596,0.20940578,0.96585035,0.5926553,0.6621203,-0.31387293,0.7388455,-1.3637805,1.6627153,-1.4310514,-0.18295622,-2.7785854,1.5245836,-2.098717,3.1347303,-2.2660885,6.326522,-1.7958736,7.1946087,-1.6792202,-2.313572,-0.63411903,-1.3671143
opa1a_cm_g051_direct_conflict,51,51,direct_conflict,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Arin is linked with Borin.
Fact 2: Borin routes to East.
Direct conflicting fact: Arin routes to West.
Question: Which label is associated with Arin: East or West?
Answer with exactly one word:",1,1,-0.41519976,0.0010800958,-0.54039866,-0.007786393,-0.38962865,-0.06129712,-0.88069904,-0.0049706697,-0.65910524,0.0029594302,-0.7106273,-0.0046578646,-0.81439024,0.06359184,-0.25301218,0.077537745,-0.17952079,0.12875646,-0.40872413,0.07322818,-1.3451424,0.010700345,-0.7470301,0.09205896,-0.4288143,0.20622116,-0.61936903,0.21057785,-0.052703857,0.17938769,0.08463335,0.17859769,0.3725546,0.33155936,1.2480053,0.044251442,0.3286574,-0.044537663,0.6239593,-0.3520339,0.745687,-1.3569391,1.7247677,-1.368999,0.19729424,-2.398335,0.82826376,-2.7950368,2.8090992,-2.5917196,5.53051,-2.5918856,4.489807,-4.3840218,-4.728283,-3.04883,-2.1478436
opa1a_cm_g051_equal_evidence,51,51,equal_evidence,competition,East,West,Copper,"You are given balanced evidence.
Evidence for East: Arin is linked with Borin, and Borin routes to East.
Evidence for West: Arin is directly listed with West.
The evidence strength is equal.
Question: Which label is associated with Arin: East or West?
Answer with exactly one word:",1,1,-0.4181292,-0.0018493533,-0.5734199,-0.040807664,-0.37791663,-0.049585104,-0.9010246,-0.025296211,-0.63445586,0.027608812,-0.62138665,0.084582806,-0.8060826,0.07189947,-0.24281488,0.08773504,0.043329656,0.3516069,-0.28943044,0.19252187,-1.43054,-0.074697256,-0.71235585,0.12673318,-0.37949568,0.25553977,-0.7531946,0.076752305,-0.17914164,0.052949905,0.27220267,0.366167,0.59770584,0.5567106,1.3167056,0.112951756,0.43340886,0.060213804,0.54283124,-0.43316197,0.78146243,-1.3211637,2.0722888,-1.0214779,2.7919712,0.19634199,3.9012864,0.2779858,5.821025,0.42020607,8.394091,0.27169514,10.886772,2.0129433,0.1930809,1.8725338,3.6024728
opa1a_cm_g051_exception_override,51,51,exception_override,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Borin use label East.
Exception: Arin is a special case and uses label West.
Fact: Arin is connected to Borin.
Question: Which label applies to Arin: East or West?
Answer with exactly one word:",2,2,-0.43846893,-0.02218908,-0.62691844,-0.09430617,-0.5619068,-0.23357528,-0.94450974,-0.068781376,-0.67231864,-0.010253966,-0.7097555,-0.0037860274,-0.7358555,0.14212656,-0.28109252,0.0494574,0.02743566,0.3357129,-0.26699948,0.21495283,-1.2997178,0.056124926,-0.5831853,0.25590372,-0.31701946,0.318016,-0.49287188,0.337075,-0.11805469,0.11403686,0.054905653,0.14886999,0.3694448,0.32844955,1.4946401,0.29088628,0.6240189,0.25082386,0.7356295,-0.24036372,0.8631073,-1.2395188,2.1222968,-0.9714699,2.1007595,-0.4948697,2.2196095,-1.403691,3.9316196,-1.4691992,6.582242,-1.5401535,8.119871,-0.75395775,-2.331976,-0.65252304,0.49864864
opa1a_cm_g051_irrelevant,51,51,irrelevant,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Arin is linked with Borin.
Fact 2: Borin routes to East.
Irrelevant fact: Cyra is associated with Copper.
Question: Which label is associated with Arin: East or West?
Answer with exactly one word:",0,0,-0.41514185,0.0011380017,-0.54892325,-0.01631099,-0.38135397,-0.053022444,-0.87148833,0.004240036,-0.6675136,-0.0054489374,-0.70399654,0.0019729137,-0.7895694,0.0884127,-0.24427554,0.086274385,-0.1597898,0.14848745,-0.4166324,0.065319896,-1.3509799,0.0048627853,-0.74573815,0.09335089,-0.47045857,0.16457689,-0.67152286,0.15842402,-0.17683423,0.05525732,0.05336666,0.147331,0.32893133,0.2879361,1.3168082,0.113054395,0.5389817,0.16578662,1.239778,0.26378483,2.0522804,-0.05034566,3.1542435,0.06047678,2.1385179,-0.45711136,2.9190187,-0.7042818,4.641451,-0.75936794,7.2481775,-0.874218,7.1971483,-1.6766806,-3.287693,-1.6082401,1.777592
opa1a_cm_g051_paraphrase,51,51,paraphrase,stable,East,West,Copper,"In this example, Arin reaches Borin.
The destination connected to Borin is East.
Based on those two links, select the label for Arin: East or West.
Answer:",0,0,-0.5637698,-0.14748996,-0.27452528,0.25808698,-0.38697964,-0.05864811,0.13673079,1.0124592,0.5398484,1.2019131,0.56788605,1.2738554,-0.123101234,0.75488085,-0.5983138,-0.26776388,-0.2670272,0.04125005,-0.12918073,0.35277158,-0.09274632,1.2630963,0.27958316,1.1186721,0.5956328,1.2306683,-0.3559603,0.47398657,0.4784981,0.71058965,0.80953795,0.9035023,0.35273278,0.31173754,1.2150804,0.011326551,1.4185581,1.0453631,2.1385286,1.1625354,2.4407272,0.33810115,2.9400985,-0.15366817,5.779461,3.1838317,7.8185434,4.195243,9.911283,4.5104637,13.435356,5.3129606,17.391005,8.517176,1.993145,3.672598,11.805293
