model,prompt_id,layer,alpha,beta,action_confidence,action_label,mean_p_closure,mean_entropy,gate_open
llama,arith_ctx_034_paraphrase,8,0.0,0.0,0.846704762435441,a0.0_b0.0_confidence_gate,0.2552062096069097,0.6374592535500072,False
llama,arith_ctx_034_paraphrase,9,0.0,0.0,0.9917022886610272,a0.0_b0.0_confidence_gate,0.2552062096069097,0.6374592535500072,False
llama,arith_ctx_034_paraphrase,10,0.0,0.0,0.9346549868981242,a0.0_b0.0_confidence_gate,0.2552062096069097,0.6374592535500072,False
llama,arith_ctx_034_paraphrase,11,0.0,0.0,0.8661230654618727,a0.0_b0.0_confidence_gate,0.2552062096069097,0.6374592535500072,False
llama,arith_ctx_034_untrusted_conflict,8,0.0,0.0,0.9669103192519678,a0.0_b0.0_confidence_gate,0.0949487125341873,0.3110365069259906,False
llama,arith_ctx_034_untrusted_conflict,9,0.0,0.0,0.9578471772887798,a0.0_b0.0_confidence_gate,0.0949487125341873,0.3110365069259906,False
llama,arith_ctx_034_untrusted_conflict,10,0.0,0.0,0.8787338891876207,a0.0_b0.0_confidence_gate,0.0949487125341873,0.3110365069259906,False
llama,arith_ctx_034_untrusted_conflict,11,0.0,0.0,0.8628965095465039,a0.0_b0.0_confidence_gate,0.0949487125341873,0.3110365069259906,False
llama,arith_ctx_034_asserted_conflict,8,0.0,0.0,0.8980200949669375,a0.0_b0.0_confidence_gate,0.1304500859786738,0.4136852416176426,False
llama,arith_ctx_034_asserted_conflict,9,0.0,0.0,0.8729004590310209,a0.0_b0.0_confidence_gate,0.1304500859786738,0.4136852416176426,False
llama,arith_ctx_034_asserted_conflict,10,0.0,0.0,0.8317205894280157,a0.0_b0.0_confidence_gate,0.1304500859786738,0.4136852416176426,False
llama,arith_ctx_034_asserted_conflict,11,0.0,0.0,0.5124662476715254,a0.0_b0.0_confidence_gate,0.1304500859786738,0.4136852416176426,False
llama,arith_ctx_034_explicit_correction,8,1.0,0.9,0.4192122407967621,a1.0_b0.9,0.5582620951220996,0.5054903677968223,True
llama,arith_ctx_034_explicit_correction,9,1.0,0.9,0.3998493777832907,a1.0_b0.9,0.5582620951220996,0.5054903677968223,True
llama,arith_ctx_034_explicit_correction,10,0.0,0.0,0.7075414853159238,a0.0_b0.0,0.5582620951220996,0.5054903677968223,True
llama,arith_ctx_034_explicit_correction,11,0.0,0.0,0.6304594495048272,a0.0_b0.0,0.5582620951220996,0.5054903677968223,True
llama,arith_ctx_034_final_recheck,8,0.0,0.0,0.5228140347399087,a0.0_b0.0_confidence_gate,0.4922790546989053,0.5907874268011873,False
llama,arith_ctx_034_final_recheck,9,0.0,0.0,0.684321990767654,a0.0_b0.0_confidence_gate,0.4922790546989053,0.5907874268011873,False
llama,arith_ctx_034_final_recheck,10,0.0,0.0,0.8740490330718995,a0.0_b0.0_confidence_gate,0.4922790546989053,0.5907874268011873,False
llama,arith_ctx_034_final_recheck,11,0.0,0.0,0.4414102729273119,a0.0_b0.0_confidence_gate,0.4922790546989053,0.5907874268011873,False
llama,arith_ctx_038_clean,8,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0217619207457667,0.1549439224235105,False
llama,arith_ctx_038_clean,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0217619207457667,0.1549439224235105,False
llama,arith_ctx_038_clean,10,0.0,0.0,0.9976085077959452,a0.0_b0.0_confidence_gate,0.0217619207457667,0.1549439224235105,False
llama,arith_ctx_038_clean,11,0.0,0.0,0.9704746033729994,a0.0_b0.0_confidence_gate,0.0217619207457667,0.1549439224235105,False
llama,arith_ctx_038_paraphrase,8,0.0,0.0,0.99456625755448,a0.0_b0.0_confidence_gate,0.0817413827938094,0.2902333137679601,False
llama,arith_ctx_038_paraphrase,9,0.0,0.0,0.9981532959870344,a0.0_b0.0_confidence_gate,0.0817413827938094,0.2902333137679601,False
llama,arith_ctx_038_paraphrase,10,0.0,0.0,0.987973587243564,a0.0_b0.0_confidence_gate,0.0817413827938094,0.2902333137679601,False
llama,arith_ctx_038_paraphrase,11,0.0,0.0,0.8438198308049017,a0.0_b0.0_confidence_gate,0.0817413827938094,0.2902333137679601,False
llama,arith_ctx_038_untrusted_conflict,8,0.0,0.0,0.9636953466121478,a0.0_b0.0_confidence_gate,0.2551302691476271,0.3620658260744852,False
llama,arith_ctx_038_untrusted_conflict,9,0.0,0.0,0.9623322807128284,a0.0_b0.0_confidence_gate,0.2551302691476271,0.3620658260744852,False
llama,arith_ctx_038_untrusted_conflict,10,0.0,0.0,0.4190368789314361,a0.0_b0.0_confidence_gate,0.2551302691476271,0.3620658260744852,False
llama,arith_ctx_038_untrusted_conflict,11,0.0,0.0,0.743100531720737,a0.0_b0.0_confidence_gate,0.2551302691476271,0.3620658260744852,False
llama,arith_ctx_038_asserted_conflict,8,0.0,0.0,0.9385411715506364,a0.0_b0.0_confidence_gate,0.2262827726577582,0.5125527985932276,False
llama,arith_ctx_038_asserted_conflict,9,0.0,0.0,0.8982909869176424,a0.0_b0.0_confidence_gate,0.2262827726577582,0.5125527985932276,False
llama,arith_ctx_038_asserted_conflict,10,0.0,0.0,0.6052624856964629,a0.0_b0.0_confidence_gate,0.2262827726577582,0.5125527985932276,False
llama,arith_ctx_038_asserted_conflict,11,0.0,0.0,0.7194790817530057,a0.0_b0.0_confidence_gate,0.2262827726577582,0.5125527985932276,False
llama,arith_ctx_038_explicit_correction,8,1.0,0.6,0.3718220865889325,a1.0_b0.6,0.8088170768813436,0.3932427797168969,True
llama,arith_ctx_038_explicit_correction,9,1.0,0.6,0.3768337719862791,a1.0_b0.6,0.8088170768813436,0.3932427797168969,True
llama,arith_ctx_038_explicit_correction,10,0.0,0.0,0.3958052569605512,a0.0_b0.0,0.8088170768813436,0.3932427797168969,True
llama,arith_ctx_038_explicit_correction,11,0.0,0.0,0.6219073828757358,a0.0_b0.0,0.8088170768813436,0.3932427797168969,True
llama,arith_ctx_038_final_recheck,8,0.0,0.0,0.2881524194749257,a0.0_b0.0,0.948559153553462,0.1961493361855807,True
llama,arith_ctx_038_final_recheck,9,0.0,0.0,0.3554638561844083,a0.0_b0.0,0.948559153553462,0.1961493361855807,True
llama,arith_ctx_038_final_recheck,10,1.0,0.6,0.4315366393202424,a1.0_b0.6,0.948559153553462,0.1961493361855807,True
llama,arith_ctx_038_final_recheck,11,1.0,0.6,0.4747429982148629,a1.0_b0.6,0.948559153553462,0.1961493361855807,True
llama,arith_ctx_040_clean,8,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0002695664858122,0.0025659004115021,False
llama,arith_ctx_040_clean,9,0.0,0.0,0.9950504032258064,a0.0_b0.0_confidence_gate,0.0002695664858122,0.0025659004115021,False
llama,arith_ctx_040_clean,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0002695664858122,0.0025659004115021,False
llama,arith_ctx_040_clean,11,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0002695664858122,0.0025659004115021,False
llama,arith_ctx_040_paraphrase,8,0.0,0.0,0.9495899022754796,a0.0_b0.0_confidence_gate,0.0419080634612013,0.2353799327787166,False
llama,arith_ctx_040_paraphrase,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0419080634612013,0.2353799327787166,False
llama,arith_ctx_040_paraphrase,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0419080634612013,0.2353799327787166,False
llama,arith_ctx_040_paraphrase,11,0.0,0.0,0.9919359059044128,a0.0_b0.0_confidence_gate,0.0419080634612013,0.2353799327787166,False
llama,arith_ctx_040_untrusted_conflict,8,0.0,0.0,0.9338724961119732,a0.0_b0.0_confidence_gate,0.2237331773793864,0.5290434729444736,False
llama,arith_ctx_040_untrusted_conflict,9,0.0,0.0,0.7405571106253686,a0.0_b0.0_confidence_gate,0.2237331773793864,0.5290434729444736,False
llama,arith_ctx_040_untrusted_conflict,10,0.0,0.0,0.6343275814010269,a0.0_b0.0_confidence_gate,0.2237331773793864,0.5290434729444736,False
llama,arith_ctx_040_untrusted_conflict,11,0.0,0.0,0.6318177674327976,a0.0_b0.0_confidence_gate,0.2237331773793864,0.5290434729444736,False
llama,arith_ctx_040_asserted_conflict,8,0.0,0.0,0.7603014697342709,a0.0_b0.0_confidence_gate,0.1283388172605125,0.4006946795875551,False
llama,arith_ctx_040_asserted_conflict,9,0.0,0.0,0.9407975714293232,a0.0_b0.0_confidence_gate,0.1283388172605125,0.4006946795875551,False
llama,arith_ctx_040_asserted_conflict,10,0.0,0.0,0.9038145811367064,a0.0_b0.0_confidence_gate,0.1283388172605125,0.4006946795875551,False
llama,arith_ctx_040_asserted_conflict,11,0.0,0.0,0.873806514542889,a0.0_b0.0_confidence_gate,0.1283388172605125,0.4006946795875551,False
llama,arith_ctx_040_explicit_correction,8,1.0,0.9,0.3633407984874697,a1.0_b0.9,0.7020632677912312,0.6444391267164977,True
llama,arith_ctx_040_explicit_correction,9,0.0,0.0,0.4196451476885322,a0.0_b0.0,0.7020632677912312,0.6444391267164977,True
llama,arith_ctx_040_explicit_correction,10,0.0,0.0,0.397111907714215,a0.0_b0.0,0.7020632677912312,0.6444391267164977,True
llama,arith_ctx_040_explicit_correction,11,0.0,0.0,0.5407591477376006,a0.0_b0.0,0.7020632677912312,0.6444391267164977,True
llama,arith_ctx_040_final_recheck,8,0.0,0.0,0.4079563139803504,a0.0_b0.0,0.7662931493205402,0.5246285879724925,True
llama,arith_ctx_040_final_recheck,9,0.0,0.0,0.4327090662511864,a0.0_b0.0,0.7662931493205402,0.5246285879724925,True
llama,arith_ctx_040_final_recheck,10,0.0,0.0,0.551999940640827,a0.0_b0.0,0.7662931493205402,0.5246285879724925,True
llama,arith_ctx_040_final_recheck,11,0.0,0.0,0.4719127224826179,a0.0_b0.0,0.7662931493205402,0.5246285879724925,True
llama,arith_ctx_043_clean,8,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0003956538898612,0.0026822788771398,False
llama,arith_ctx_043_clean,9,0.0,0.0,0.9950661914460284,a0.0_b0.0_confidence_gate,0.0003956538898612,0.0026822788771398,False
llama,arith_ctx_043_clean,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0003956538898612,0.0026822788771398,False
llama,arith_ctx_043_clean,11,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0003956538898612,0.0026822788771398,False
llama,arith_ctx_043_paraphrase,8,0.0,0.0,0.9768170303984092,a0.0_b0.0_confidence_gate,0.0412361989472372,0.1991669563786153,False
llama,arith_ctx_043_paraphrase,9,0.0,0.0,0.9946317762888504,a0.0_b0.0_confidence_gate,0.0412361989472372,0.1991669563786153,False
llama,arith_ctx_043_paraphrase,10,0.0,0.0,0.987112122828052,a0.0_b0.0_confidence_gate,0.0412361989472372,0.1991669563786153,False
llama,arith_ctx_043_paraphrase,11,0.0,0.0,0.98609416690471,a0.0_b0.0_confidence_gate,0.0412361989472372,0.1991669563786153,False
llama,arith_ctx_043_untrusted_conflict,8,0.0,0.0,0.9748334107747412,a0.0_b0.0_confidence_gate,0.0725490272369167,0.2510617498100088,False
llama,arith_ctx_043_untrusted_conflict,9,0.0,0.0,0.9737057319933464,a0.0_b0.0_confidence_gate,0.0725490272369167,0.2510617498100088,False
llama,arith_ctx_043_untrusted_conflict,10,0.0,0.0,0.9558738167302911,a0.0_b0.0_confidence_gate,0.0725490272369167,0.2510617498100088,False
llama,arith_ctx_043_untrusted_conflict,11,0.0,0.0,0.9007106756305795,a0.0_b0.0_confidence_gate,0.0725490272369167,0.2510617498100088,False
llama,arith_ctx_043_asserted_conflict,8,0.0,0.0,0.970648820698581,a0.0_b0.0_confidence_gate,0.1071185162770722,0.3139809741155914,False
llama,arith_ctx_043_asserted_conflict,9,0.0,0.0,0.9660482137962924,a0.0_b0.0_confidence_gate,0.1071185162770722,0.3139809741155914,False
llama,arith_ctx_043_asserted_conflict,10,0.0,0.0,0.8578661773857513,a0.0_b0.0_confidence_gate,0.1071185162770722,0.3139809741155914,False
llama,arith_ctx_043_asserted_conflict,11,0.0,0.0,0.782235043827233,a0.0_b0.0_confidence_gate,0.1071185162770722,0.3139809741155914,False
llama,arith_ctx_043_explicit_correction,8,0.0,0.0,0.4511854356934269,a0.0_b0.0,0.8063466020386375,0.4074216592288219,True
llama,arith_ctx_043_explicit_correction,9,0.0,0.0,0.4248416259827197,a0.0_b0.0,0.8063466020386375,0.4074216592288219,True
llama,arith_ctx_043_explicit_correction,10,0.0,0.0,0.5221911018732144,a0.0_b0.0,0.8063466020386375,0.4074216592288219,True
llama,arith_ctx_043_explicit_correction,11,0.0,0.0,0.4513194734573812,a0.0_b0.0,0.8063466020386375,0.4074216592288219,True
llama,arith_ctx_043_final_recheck,8,1.0,0.6,0.5533237789614321,a1.0_b0.6,0.7826147343219233,0.4277401704154132,True
llama,arith_ctx_043_final_recheck,9,1.0,0.6,0.5383693982679547,a1.0_b0.6,0.7826147343219233,0.4277401704154132,True
llama,arith_ctx_043_final_recheck,10,1.0,0.6,0.6287863874739702,a1.0_b0.6,0.7826147343219233,0.4277401704154132,True
llama,arith_ctx_043_final_recheck,11,1.0,0.6,0.5525138422584174,a1.0_b0.6,0.7826147343219233,0.4277401704154132,True
llama,arith_ctx_048_clean,8,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.009233847024777,0.0445024047962607,False
llama,arith_ctx_048_clean,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.009233847024777,0.0445024047962607,False
llama,arith_ctx_048_clean,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.009233847024777,0.0445024047962607,False
llama,arith_ctx_048_clean,11,0.0,0.0,0.9858919432450256,a0.0_b0.0_confidence_gate,0.009233847024777,0.0445024047962607,False
llama,arith_ctx_048_paraphrase,8,0.0,0.0,0.9828975003797822,a0.0_b0.0_confidence_gate,0.071097740951474,0.2452642471749737,False
llama,arith_ctx_048_paraphrase,9,0.0,0.0,0.9981532959870344,a0.0_b0.0_confidence_gate,0.071097740951474,0.2452642471749737,False
llama,arith_ctx_048_paraphrase,10,0.0,0.0,0.9938701418651706,a0.0_b0.0_confidence_gate,0.071097740951474,0.2452642471749737,False
llama,arith_ctx_048_paraphrase,11,0.0,0.0,0.903164210100437,a0.0_b0.0_confidence_gate,0.071097740951474,0.2452642471749737,False
llama,arith_ctx_048_untrusted_conflict,8,0.0,0.0,0.9675179379928268,a0.0_b0.0_confidence_gate,0.1744666068324023,0.4286866923123329,False
llama,arith_ctx_048_untrusted_conflict,9,0.0,0.0,0.9611014275948924,a0.0_b0.0_confidence_gate,0.1744666068324023,0.4286866923123329,False
llama,arith_ctx_048_untrusted_conflict,10,0.0,0.0,0.7457986256306526,a0.0_b0.0_confidence_gate,0.1744666068324023,0.4286866923123329,False
llama,arith_ctx_048_untrusted_conflict,11,0.0,0.0,0.7561704750427881,a0.0_b0.0_confidence_gate,0.1744666068324023,0.4286866923123329,False
llama,arith_ctx_048_asserted_conflict,8,0.0,0.0,0.9147143863849156,a0.0_b0.0_confidence_gate,0.1516260073162795,0.4514220926983988,False
llama,arith_ctx_048_asserted_conflict,9,0.0,0.0,0.8909965356083553,a0.0_b0.0_confidence_gate,0.1516260073162795,0.4514220926983988,False
llama,arith_ctx_048_asserted_conflict,10,0.0,0.0,0.5736644545734138,a0.0_b0.0_confidence_gate,0.1516260073162795,0.4514220926983988,False
llama,arith_ctx_048_asserted_conflict,11,0.0,0.0,0.5847247410005665,a0.0_b0.0_confidence_gate,0.1516260073162795,0.4514220926983988,False
llama,arith_ctx_048_explicit_correction,8,0.0,0.0,0.3484035481605403,a0.0_b0.0,0.8317662024233441,0.4045527203261791,True
llama,arith_ctx_048_explicit_correction,9,0.0,0.0,0.4002253747201384,a0.0_b0.0,0.8317662024233441,0.4045527203261791,True
llama,arith_ctx_048_explicit_correction,10,1.0,0.6,0.4377488922758988,a1.0_b0.6,0.8317662024233441,0.4045527203261791,True
llama,arith_ctx_048_explicit_correction,11,0.0,0.0,0.4592716736899824,a0.0_b0.0,0.8317662024233441,0.4045527203261791,True
llama,arith_ctx_048_final_recheck,8,0.0,0.0,0.3548815065467177,a0.0_b0.0,0.8497758973500252,0.4283191094782443,True
llama,arith_ctx_048_final_recheck,9,0.0,0.0,0.4088312080323025,a0.0_b0.0,0.8497758973500252,0.4283191094782443,True
llama,arith_ctx_048_final_recheck,10,0.0,0.0,0.3989107223143485,a0.0_b0.0,0.8497758973500252,0.4283191094782443,True
llama,arith_ctx_048_final_recheck,11,1.0,0.6,0.3771147655278103,a1.0_b0.6,0.8497758973500252,0.4283191094782443,True
llama,arith_ctx_051_clean,8,0.0,0.0,0.9968907563025212,a0.0_b0.0_confidence_gate,0.0002083847744468,0.0020434132012115,False
llama,arith_ctx_051_clean,9,0.0,0.0,0.9969195849546044,a0.0_b0.0_confidence_gate,0.0002083847744468,0.0020434132012115,False
llama,arith_ctx_051_clean,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0002083847744468,0.0020434132012115,False
llama,arith_ctx_051_clean,11,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0002083847744468,0.0020434132012115,False
llama,arith_ctx_051_paraphrase,8,0.0,0.0,0.9821925100686704,a0.0_b0.0_confidence_gate,0.0321422090851249,0.2373650011065897,False
llama,arith_ctx_051_paraphrase,9,0.0,0.0,0.9768057139731924,a0.0_b0.0_confidence_gate,0.0321422090851249,0.2373650011065897,False
llama,arith_ctx_051_paraphrase,10,0.0,0.0,0.9824571738256584,a0.0_b0.0_confidence_gate,0.0321422090851249,0.2373650011065897,False
llama,arith_ctx_051_paraphrase,11,0.0,0.0,0.9762191232267124,a0.0_b0.0_confidence_gate,0.0321422090851249,0.2373650011065897,False
llama,arith_ctx_051_untrusted_conflict,8,0.0,0.0,0.9367451776068956,a0.0_b0.0_confidence_gate,0.2438044016412495,0.3226972781823538,False
llama,arith_ctx_051_untrusted_conflict,9,0.0,0.0,0.9145525512290212,a0.0_b0.0_confidence_gate,0.2438044016412495,0.3226972781823538,False
llama,arith_ctx_051_untrusted_conflict,10,0.0,0.0,0.3758990166613616,a0.0_b0.0_confidence_gate,0.2438044016412495,0.3226972781823538,False
llama,arith_ctx_051_untrusted_conflict,11,0.0,0.0,0.8697773813344388,a0.0_b0.0_confidence_gate,0.2438044016412495,0.3226972781823538,False
llama,arith_ctx_051_asserted_conflict,8,0.0,0.0,0.959249221671404,a0.0_b0.0_confidence_gate,0.1545569731781538,0.4534772682904727,False
llama,arith_ctx_051_asserted_conflict,9,0.0,0.0,0.9070450787570832,a0.0_b0.0_confidence_gate,0.1545569731781538,0.4534772682904727,False
llama,arith_ctx_051_asserted_conflict,10,0.0,0.0,0.5800954318704962,a0.0_b0.0_confidence_gate,0.1545569731781538,0.4534772682904727,False
llama,arith_ctx_051_asserted_conflict,11,0.0,0.0,0.6790840497402414,a0.0_b0.0_confidence_gate,0.1545569731781538,0.4534772682904727,False
llama,arith_ctx_051_explicit_correction,8,1.0,0.6,0.3622424029987502,a1.0_b0.6,0.632562817593864,0.5064950194664923,True
llama,arith_ctx_051_explicit_correction,9,0.0,0.0,0.6232909713638491,a0.0_b0.0,0.632562817593864,0.5064950194664923,True
llama,arith_ctx_051_explicit_correction,10,1.0,0.6,0.4855918797497278,a1.0_b0.6,0.632562817593864,0.5064950194664923,True
llama,arith_ctx_051_explicit_correction,11,0.0,0.0,0.7745414464649766,a0.0_b0.0,0.632562817593864,0.5064950194664923,True
llama,arith_ctx_051_final_recheck,8,1.0,0.6,0.5317318348766202,a1.0_b0.6,0.7878184401560355,0.4342897766079229,True
llama,arith_ctx_051_final_recheck,9,1.0,0.6,0.7808980609019472,a1.0_b0.6,0.7878184401560355,0.4342897766079229,True
llama,arith_ctx_051_final_recheck,10,1.0,0.6,0.6483917051220813,a1.0_b0.6,0.7878184401560355,0.4342897766079229,True
llama,arith_ctx_051_final_recheck,11,1.0,0.6,0.6840596612097489,a1.0_b0.6,0.7878184401560355,0.4342897766079229,True
llama,arith_ctx_054_clean,8,0.0,0.0,0.9950504032258064,a0.0_b0.0_confidence_gate,0.016835311001858,0.0868241882597739,False
llama,arith_ctx_054_clean,9,0.0,0.0,0.9863233891223032,a0.0_b0.0_confidence_gate,0.016835311001858,0.0868241882597739,False
llama,arith_ctx_054_clean,10,0.0,0.0,0.991211467003839,a0.0_b0.0_confidence_gate,0.016835311001858,0.0868241882597739,False
llama,arith_ctx_054_clean,11,0.0,0.0,0.981837386645212,a0.0_b0.0_confidence_gate,0.016835311001858,0.0868241882597739,False
llama,arith_ctx_054_paraphrase,8,0.0,0.0,0.9591532482687986,a0.0_b0.0_confidence_gate,0.2305313095985621,0.5237065958631018,False
llama,arith_ctx_054_paraphrase,9,0.0,0.0,0.9729870409790082,a0.0_b0.0_confidence_gate,0.2305313095985621,0.5237065958631018,False
llama,arith_ctx_054_paraphrase,10,0.0,0.0,0.9465499394941383,a0.0_b0.0_confidence_gate,0.2305313095985621,0.5237065958631018,False
llama,arith_ctx_054_paraphrase,11,0.0,0.0,0.4537608272264631,a0.0_b0.0_confidence_gate,0.2305313095985621,0.5237065958631018,False
llama,arith_ctx_054_untrusted_conflict,8,0.0,0.0,0.9690420462603432,a0.0_b0.0_confidence_gate,0.1152387912244846,0.3506680019956178,False
llama,arith_ctx_054_untrusted_conflict,9,0.0,0.0,0.9602268856405012,a0.0_b0.0_confidence_gate,0.1152387912244846,0.3506680019956178,False
llama,arith_ctx_054_untrusted_conflict,10,0.0,0.0,0.7074529510884839,a0.0_b0.0_confidence_gate,0.1152387912244846,0.3506680019956178,False
llama,arith_ctx_054_untrusted_conflict,11,0.0,0.0,0.877659520981813,a0.0_b0.0_confidence_gate,0.1152387912244846,0.3506680019956178,False
llama,arith_ctx_054_asserted_conflict,8,0.0,0.0,0.9793465768918072,a0.0_b0.0_confidence_gate,0.0827835029822844,0.2878671316267476,False
llama,arith_ctx_054_asserted_conflict,9,0.0,0.0,0.9765524985270052,a0.0_b0.0_confidence_gate,0.0827835029822844,0.2878671316267476,False
llama,arith_ctx_054_asserted_conflict,10,0.0,0.0,0.9319565032425532,a0.0_b0.0_confidence_gate,0.0827835029822844,0.2878671316267476,False
llama,arith_ctx_054_asserted_conflict,11,0.0,0.0,0.8727859157500479,a0.0_b0.0_confidence_gate,0.0827835029822844,0.2878671316267476,False
llama,arith_ctx_054_explicit_correction,8,1.0,0.9,0.5499694377628611,a1.0_b0.9,0.6523070994868955,0.7017644781345251,True
llama,arith_ctx_054_explicit_correction,9,1.0,0.9,0.5694916398473213,a1.0_b0.9,0.6523070994868955,0.7017644781345251,True
llama,arith_ctx_054_explicit_correction,10,1.0,0.9,0.5577252175639046,a1.0_b0.9,0.6523070994868955,0.7017644781345251,True
llama,arith_ctx_054_explicit_correction,11,0.0,0.0,0.4862050775931111,a0.0_b0.0,0.6523070994868955,0.7017644781345251,True
llama,arith_ctx_054_final_recheck,8,1.0,0.9,0.4563044186197411,a1.0_b0.9,0.599801637281224,0.5940057185081645,True
llama,arith_ctx_054_final_recheck,9,1.0,0.9,0.4745233735656569,a1.0_b0.9,0.599801637281224,0.5940057185081645,True
llama,arith_ctx_054_final_recheck,10,0.0,0.0,0.6664431238166967,a0.0_b0.0,0.599801637281224,0.5940057185081645,True
llama,arith_ctx_054_final_recheck,11,1.0,0.9,0.4286770351704085,a1.0_b0.9,0.599801637281224,0.5940057185081645,True
llama,arith_ctx_057_clean,8,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0193611536709405,0.1451585220684671,False
llama,arith_ctx_057_clean,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0193611536709405,0.1451585220684671,False
llama,arith_ctx_057_clean,10,0.0,0.0,0.9940013566927935,a0.0_b0.0_confidence_gate,0.0193611536709405,0.1451585220684671,False
llama,arith_ctx_057_clean,11,0.0,0.0,0.9704746033729994,a0.0_b0.0_confidence_gate,0.0193611536709405,0.1451585220684671,False
llama,arith_ctx_057_paraphrase,8,0.0,0.0,0.97324960663242,a0.0_b0.0_confidence_gate,0.1300533272606771,0.2729685466885244,False
llama,arith_ctx_057_paraphrase,9,0.0,0.0,0.9928749514722524,a0.0_b0.0_confidence_gate,0.1300533272606771,0.2729685466885244,False
llama,arith_ctx_057_paraphrase,10,0.0,0.0,0.979254111590482,a0.0_b0.0_confidence_gate,0.1300533272606771,0.2729685466885244,False
llama,arith_ctx_057_paraphrase,11,0.0,0.0,0.8116005164870734,a0.0_b0.0_confidence_gate,0.1300533272606771,0.2729685466885244,False
llama,arith_ctx_057_untrusted_conflict,8,0.0,0.0,0.9729143839630424,a0.0_b0.0_confidence_gate,0.1739774610321297,0.3654898608009628,False
llama,arith_ctx_057_untrusted_conflict,9,0.0,0.0,0.9719037873739268,a0.0_b0.0_confidence_gate,0.1739774610321297,0.3654898608009628,False
llama,arith_ctx_057_untrusted_conflict,10,0.0,0.0,0.6163077255722473,a0.0_b0.0_confidence_gate,0.1739774610321297,0.3654898608009628,False
llama,arith_ctx_057_untrusted_conflict,11,0.0,0.0,0.9231925842128936,a0.0_b0.0_confidence_gate,0.1739774610321297,0.3654898608009628,False
llama,arith_ctx_057_asserted_conflict,8,0.0,0.0,0.9595836836761584,a0.0_b0.0_confidence_gate,0.19551357567602,0.4748829333205765,False
llama,arith_ctx_057_asserted_conflict,9,0.0,0.0,0.6594758215771421,a0.0_b0.0_confidence_gate,0.19551357567602,0.4748829333205765,False
llama,arith_ctx_057_asserted_conflict,10,0.0,0.0,0.6866404786583942,a0.0_b0.0_confidence_gate,0.19551357567602,0.4748829333205765,False
llama,arith_ctx_057_asserted_conflict,11,0.0,0.0,0.7063298189926234,a0.0_b0.0_confidence_gate,0.19551357567602,0.4748829333205765,False
llama,arith_ctx_057_explicit_correction,8,0.0,0.0,0.4451425098965539,a0.0_b0.0,0.8191437060393023,0.366021625541467,True
llama,arith_ctx_057_explicit_correction,9,1.0,0.6,0.4680278809678572,a1.0_b0.6,0.8191437060393023,0.366021625541467,True
llama,arith_ctx_057_explicit_correction,10,1.0,0.6,0.4914986251683302,a1.0_b0.6,0.8191437060393023,0.366021625541467,True
llama,arith_ctx_057_explicit_correction,11,0.0,0.0,0.4986029473279406,a0.0_b0.0,0.8191437060393023,0.366021625541467,True
llama,arith_ctx_057_final_recheck,8,1.0,0.6,0.7118046438620961,a1.0_b0.6,0.9125036084861496,0.2788660488712493,True
llama,arith_ctx_057_final_recheck,9,1.0,0.6,0.8482022217397798,a1.0_b0.6,0.9125036084861496,0.2788660488712493,True
llama,arith_ctx_057_final_recheck,10,1.0,0.6,0.8806250736135992,a1.0_b0.6,0.9125036084861496,0.2788660488712493,True
llama,arith_ctx_057_final_recheck,11,1.0,0.6,0.846902379942585,a1.0_b0.6,0.9125036084861496,0.2788660488712493,True
gemma,arith_ctx_001_clean,13,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.036103711305077,0.1496081136072642,False
gemma,arith_ctx_001_clean,14,0.0,0.0,0.9829136775491164,a0.0_b0.0_confidence_gate,0.036103711305077,0.1496081136072642,False
gemma,arith_ctx_001_clean,15,0.0,0.0,0.9962324920385308,a0.0_b0.0_confidence_gate,0.036103711305077,0.1496081136072642,False
gemma,arith_ctx_001_clean,16,0.0,0.0,0.982217306849278,a0.0_b0.0_confidence_gate,0.036103711305077,0.1496081136072642,False
gemma,arith_ctx_001_clean,17,0.0,0.0,0.999313351813352,a0.0_b0.0_confidence_gate,0.036103711305077,0.1496081136072642,False
gemma,arith_ctx_001_paraphrase,13,0.0,0.0,0.4858736202282304,a0.0_b0.0_confidence_gate,0.4770528280700469,0.8840364718475436,False
