model,null_id,prompt_id,problem_group,condition,mechanism,consistent_label,distractor_label,baseline_top1_token_id,baseline_top1_class,baseline_consistent_minus_distractor_margin,baseline_task_coordinate,intervened_top1_token_id,intervened_top1_class,intervened_consistent_minus_distractor_margin,intervened_task_coordinate
llama,18,arith_ctx_002_final_recheck,2,final_recheck,closure,six,eight,8223,distractor,-0.546875,-0.2173690795898437,8223,distractor,-0.546875,-0.2173690795898437
llama,18,arith_ctx_004_clean,4,clean,stable,eight,eleven,8223,consistent,0.921875,0.5780701637268066,8223,consistent,0.921875,0.5780701637268066
llama,18,arith_ctx_004_paraphrase,4,paraphrase,stable,eight,eleven,8223,consistent,1.53125,1.1890220642089844,8223,consistent,1.53125,1.1890220642089844
llama,18,arith_ctx_004_untrusted_conflict,4,untrusted_conflict,competition,eight,eleven,8223,consistent,0.765625,0.399463415145874,8223,consistent,0.765625,0.399463415145874
llama,18,arith_ctx_004_asserted_conflict,4,asserted_conflict,competition,eight,eleven,8223,consistent,1.265625,0.9380159378051758,8223,consistent,1.265625,0.9380159378051758
llama,18,arith_ctx_004_explicit_correction,4,explicit_correction,closure,eight,eleven,8223,consistent,0.5625,0.2131281793117523,8223,consistent,0.5625,0.2131281793117523
llama,18,arith_ctx_004_final_recheck,4,final_recheck,closure,eight,eleven,8223,consistent,1.015625,0.6818303465843201,8223,consistent,0.15625,-0.2346436977386474
llama,18,arith_ctx_005_clean,5,clean,stable,twenty,seventeen,82497,distractor,-0.390625,0.5780701637268066,82497,distractor,-1.03125,-0.1110459566116333
llama,18,arith_ctx_005_paraphrase,5,paraphrase,stable,twenty,seventeen,82497,distractor,-1.265625,-0.2915884256362915,82497,distractor,-1.265625,-0.2915884256362915
llama,18,arith_ctx_005_untrusted_conflict,5,untrusted_conflict,competition,twenty,seventeen,82497,distractor,-1.421875,-0.5026966333389282,82497,distractor,-1.421875,-0.5026966333389282
llama,18,arith_ctx_005_asserted_conflict,5,asserted_conflict,competition,twenty,seventeen,82497,distractor,-1.4375,-0.5174055099487305,82497,distractor,-1.65625,-0.7476019859313965
llama,18,arith_ctx_005_explicit_correction,5,explicit_correction,closure,twenty,seventeen,4330,other,-0.71875,0.2258074581623077,4330,other,-0.71875,0.2258074581623077
llama,18,arith_ctx_005_final_recheck,5,final_recheck,closure,twenty,seventeen,82497,distractor,-1.84375,-0.9368065595626832,82497,distractor,-1.84375,-0.9368065595626832
llama,18,arith_ctx_006_clean,6,clean,stable,seventeen,eighteen,82497,consistent,1.421875,0.5780701637268066,82497,consistent,1.40625,0.59157395362854
llama,18,arith_ctx_006_paraphrase,6,paraphrase,stable,seventeen,eighteen,82497,consistent,1.65625,0.832417368888855,82497,consistent,1.65625,0.832417368888855
llama,18,arith_ctx_006_untrusted_conflict,6,untrusted_conflict,competition,seventeen,eighteen,82497,consistent,1.59375,0.776749312877655,82497,consistent,1.59375,0.776749312877655
llama,18,arith_ctx_006_asserted_conflict,6,asserted_conflict,competition,seventeen,eighteen,82497,consistent,1.59375,0.7771411538124084,82497,consistent,1.34375,0.5101413726806641
llama,18,arith_ctx_006_explicit_correction,6,explicit_correction,closure,seventeen,eighteen,82497,consistent,1.296875,0.4671706855297088,82497,consistent,1.296875,0.4671706855297088
llama,18,arith_ctx_006_final_recheck,6,final_recheck,closure,seventeen,eighteen,82497,consistent,1.765625,0.941379189491272,63134,distractor,-0.3125,-1.158807396888733
llama,18,arith_ctx_012_clean,12,clean,stable,seven,eight,8223,distractor,-0.109375,0.5597461462020874,8223,distractor,-0.109375,0.5597461462020874
llama,18,arith_ctx_012_paraphrase,12,paraphrase,stable,seven,eight,8254,consistent,0.859375,1.5729591846466064,8254,consistent,1.265625,1.9898877143859863
llama,18,arith_ctx_012_untrusted_conflict,12,untrusted_conflict,competition,seven,eight,8254,consistent,0.265625,0.957354724407196,8254,consistent,0.265625,0.957354724407196
llama,18,arith_ctx_012_asserted_conflict,12,asserted_conflict,competition,seven,eight,8254,consistent,0.28125,0.9411913752555848,8223,distractor,-0.109375,0.5286065936088562
llama,18,arith_ctx_012_explicit_correction,12,explicit_correction,closure,seven,eight,8254,consistent,0.09375,0.7822765707969666,8254,consistent,0.09375,0.7822765707969666
llama,18,arith_ctx_012_final_recheck,12,final_recheck,closure,seven,eight,8223,distractor,-0.078125,0.5810644030570984,8223,distractor,-0.078125,0.5810644030570984
llama,18,arith_ctx_017_clean,17,clean,stable,thirteen,ten,5899,distractor,-0.328125,0.5762678384780884,5899,distractor,-0.328125,0.5762678384780884
llama,18,arith_ctx_017_paraphrase,17,paraphrase,stable,thirteen,ten,5899,distractor,-0.796875,0.0582693815231323,5899,distractor,-0.796875,0.0582693815231323
llama,18,arith_ctx_017_untrusted_conflict,17,untrusted_conflict,competition,thirteen,ten,5899,distractor,-1.75,-0.9139878749847412,5899,distractor,-1.75,-0.9139878749847412
llama,18,arith_ctx_017_asserted_conflict,17,asserted_conflict,competition,thirteen,ten,5899,distractor,-2.9375,-2.134586334228516,5899,distractor,-2.9375,-2.134586334228516
llama,18,arith_ctx_017_explicit_correction,17,explicit_correction,closure,thirteen,ten,5899,distractor,-0.71875,0.145805150270462,5899,distractor,-0.71875,0.145805150270462
llama,18,arith_ctx_017_final_recheck,17,final_recheck,closure,thirteen,ten,5899,distractor,-3.25,-2.442282199859619,5899,distractor,-3.9921875,-3.148667335510254
llama,18,arith_ctx_018_clean,18,clean,stable,seventeen,eighteen,63134,distractor,-0.234375,0.5658566355705261,220,other,0.203125,1.0319759845733645
llama,18,arith_ctx_018_paraphrase,18,paraphrase,stable,seventeen,eighteen,82497,consistent,1.09375,1.914365649223328,82497,consistent,1.09375,1.914365649223328
llama,18,arith_ctx_018_untrusted_conflict,18,untrusted_conflict,competition,seventeen,eighteen,82497,consistent,0.359375,1.176114797592163,82497,consistent,0.359375,1.176114797592163
llama,18,arith_ctx_018_asserted_conflict,18,asserted_conflict,competition,seventeen,eighteen,82497,consistent,0.375,1.2031476497650146,82497,consistent,0.375,1.2031476497650146
llama,18,arith_ctx_018_explicit_correction,18,explicit_correction,closure,seventeen,eighteen,4330,other,0.046875,0.838154673576355,220,other,-1.015625,-0.2091065645217895
llama,18,arith_ctx_018_final_recheck,18,final_recheck,closure,seventeen,eighteen,82497,consistent,1.203125,2.0382959842681885,82497,consistent,1.203125,2.0382959842681885
llama,18,arith_ctx_019_clean,19,clean,stable,zero,twenty,7315,consistent,1.75,0.5847357511520386,17510,distractor,-0.34375,-1.5710651874542236
llama,18,arith_ctx_019_paraphrase,19,paraphrase,stable,zero,twenty,17510,distractor,-0.015625,-1.1894432306289673,17510,distractor,-0.015625,-1.1894432306289673
llama,18,arith_ctx_019_untrusted_conflict,19,untrusted_conflict,competition,zero,twenty,17510,distractor,-1.65625,-2.902845859527588,17510,distractor,-3.734375,-5.047029972076416
llama,18,arith_ctx_019_asserted_conflict,19,asserted_conflict,competition,zero,twenty,17510,distractor,-1.71875,-2.975858449935913,17510,distractor,-1.71875,-2.975858449935913
llama,18,arith_ctx_019_explicit_correction,19,explicit_correction,closure,zero,twenty,17510,distractor,-1.71875,-2.925138235092163,17510,distractor,-3.421875,-4.680115222930908
llama,18,arith_ctx_019_final_recheck,19,final_recheck,closure,zero,twenty,17510,distractor,-1.546875,-2.739389419555664,17510,distractor,-1.546875,-2.739389419555664
llama,18,arith_ctx_021_clean,21,clean,stable,sixteen,fourteen,63360,distractor,-0.234375,0.5780701637268066,63360,distractor,-0.234375,0.5780701637268066
llama,18,arith_ctx_021_paraphrase,21,paraphrase,stable,sixteen,fourteen,63360,distractor,-1.234375,-0.44185471534729,63360,distractor,-1.234375,-0.44185471534729
llama,18,arith_ctx_021_untrusted_conflict,21,untrusted_conflict,competition,sixteen,fourteen,63360,distractor,-2.03125,-1.2645188570022583,63360,distractor,-2.03125,-1.2645188570022583
llama,18,arith_ctx_021_asserted_conflict,21,asserted_conflict,competition,sixteen,fourteen,63360,distractor,-2.265625,-1.493399143218994,63360,distractor,-2.265625,-1.493399143218994
llama,18,arith_ctx_021_explicit_correction,21,explicit_correction,closure,sixteen,fourteen,63360,distractor,-1.625,-0.8353545665740967,63360,distractor,-1.890625,-1.096508502960205
llama,18,arith_ctx_021_final_recheck,21,final_recheck,closure,sixteen,fourteen,63360,distractor,-2.8359375,-2.083554267883301,63360,distractor,-2.5703125,-1.8031210899353027
llama,18,arith_ctx_029_clean,29,clean,stable,twelve,nine,11888,distractor,-0.578125,0.577057421207428,11888,distractor,-1.515625,-0.3763980269432068
llama,18,arith_ctx_029_paraphrase,29,paraphrase,stable,twelve,nine,11888,distractor,-1.53125,-0.3927539587020874,11888,distractor,-1.46875,-0.3241638541221618
llama,18,arith_ctx_029_untrusted_conflict,29,untrusted_conflict,competition,twelve,nine,11888,distractor,-1.65625,-0.587182879447937,11888,distractor,-1.65625,-0.587182879447937
llama,18,arith_ctx_029_asserted_conflict,29,asserted_conflict,competition,twelve,nine,11888,distractor,-2.5625,-1.4952678680419922,11888,distractor,-2.5625,-1.4952678680419922
llama,18,arith_ctx_029_explicit_correction,29,explicit_correction,closure,twelve,nine,11888,distractor,-0.96875,0.1241153180599212,11888,distractor,-3.421875,-2.357417583465576
llama,18,arith_ctx_029_final_recheck,29,final_recheck,closure,twelve,nine,11888,distractor,-3.40625,-2.3462443351745605,11888,distractor,-3.40625,-2.3462443351745605
llama,18,arith_ctx_030_clean,30,clean,stable,ten,eleven,45314,distractor,-0.453125,0.5827205181121826,45314,distractor,-0.453125,0.5827205181121826
llama,18,arith_ctx_030_paraphrase,30,paraphrase,stable,ten,eleven,45314,distractor,-0.171875,0.8976349830627441,45314,distractor,-0.171875,0.8976349830627441
llama,18,arith_ctx_030_untrusted_conflict,30,untrusted_conflict,competition,ten,eleven,45314,distractor,-0.703125,0.3423051834106445,45314,distractor,-0.703125,0.3423051834106445
llama,18,arith_ctx_030_asserted_conflict,30,asserted_conflict,competition,ten,eleven,5899,consistent,0.484375,1.5672569274902344,5899,consistent,0.484375,1.5672569274902344
llama,18,arith_ctx_030_explicit_correction,30,explicit_correction,closure,ten,eleven,45314,distractor,-0.40625,0.6242579221725464,45314,distractor,-0.40625,0.6242579221725464
llama,18,arith_ctx_030_final_recheck,30,final_recheck,closure,ten,eleven,45314,distractor,-0.25,0.7851645946502686,45314,distractor,-0.25,0.7851645946502686
llama,18,arith_ctx_034_clean,34,clean,stable,nineteen,one,832,distractor,-0.0625,0.5780701637268066,832,distractor,-0.0625,0.5780701637268066
llama,18,arith_ctx_034_paraphrase,34,paraphrase,stable,nineteen,one,94935,consistent,1.515625,2.221710205078125,94935,consistent,0.71875,1.4177011251449585
llama,18,arith_ctx_034_untrusted_conflict,34,untrusted_conflict,competition,nineteen,one,832,distractor,-0.03125,0.62996906042099,832,distractor,-0.03125,0.62996906042099
llama,18,arith_ctx_034_asserted_conflict,34,asserted_conflict,competition,nineteen,one,832,distractor,-1.15625,-0.6061288118362427,832,distractor,-1.15625,-0.6061288118362427
llama,18,arith_ctx_034_explicit_correction,34,explicit_correction,closure,nineteen,one,4330,other,-0.09375,0.5852200388908386,4330,other,-0.09375,0.5852200388908386
llama,18,arith_ctx_034_final_recheck,34,final_recheck,closure,nineteen,one,832,distractor,-0.1875,0.4754228591918945,832,distractor,-0.1875,0.4754228591918945
llama,18,arith_ctx_038_clean,38,clean,stable,thirteen,fifteen,37755,distractor,-2.203125,0.5766477584838867,37755,distractor,-2.203125,0.5766477584838867
llama,18,arith_ctx_038_paraphrase,38,paraphrase,stable,thirteen,fifteen,37755,distractor,-0.9375,1.943055272102356,37755,distractor,-0.1875,2.6940155029296875
llama,18,arith_ctx_038_untrusted_conflict,38,untrusted_conflict,competition,thirteen,fifteen,37755,distractor,-2.015625,0.8045225143432617,37755,distractor,-2.625,0.180596262216568
llama,18,arith_ctx_038_asserted_conflict,38,asserted_conflict,competition,thirteen,fifteen,37755,distractor,-2.375,0.4438514411449432,37755,distractor,-2.375,0.4438514411449432
llama,18,arith_ctx_038_explicit_correction,38,explicit_correction,closure,thirteen,fifteen,37755,distractor,-1.609375,1.234550714492798,37755,distractor,-1.609375,1.234550714492798
llama,18,arith_ctx_038_final_recheck,38,final_recheck,closure,thirteen,fifteen,37755,distractor,-2.421875,0.3725231885910034,4330,other,-2.28125,0.5456180572509766
llama,18,arith_ctx_040_clean,40,clean,stable,three,six,4848,distractor,-0.484375,0.5780701637268066,4848,distractor,-0.484375,0.5780701637268066
llama,18,arith_ctx_040_paraphrase,40,paraphrase,stable,three,six,4848,distractor,-0.203125,0.8766680955886841,4848,distractor,-0.203125,0.8766680955886841
llama,18,arith_ctx_040_untrusted_conflict,40,untrusted_conflict,competition,three,six,4848,distractor,-0.703125,0.3487453460693359,4848,distractor,-0.703125,0.3487453460693359
llama,18,arith_ctx_040_asserted_conflict,40,asserted_conflict,competition,three,six,4848,distractor,-0.765625,0.2647740244865417,4848,distractor,-0.625,0.3852815330028534
llama,18,arith_ctx_040_explicit_correction,40,explicit_correction,closure,three,six,4330,other,-0.5,0.5763498544692993,4330,other,-0.5,0.5763498544692993
llama,18,arith_ctx_040_final_recheck,40,final_recheck,closure,three,six,4848,distractor,-0.140625,0.908703088760376,4848,distractor,-0.140625,0.908703088760376
llama,18,arith_ctx_043_clean,43,clean,stable,eighteen,seventeen,82497,distractor,-0.171875,0.5780701637268066,82497,distractor,-0.171875,0.5780701637268066
llama,18,arith_ctx_043_paraphrase,43,paraphrase,stable,eighteen,seventeen,82497,distractor,-1.203125,-0.4852199554443359,82497,distractor,-1.203125,-0.4852199554443359
llama,18,arith_ctx_043_untrusted_conflict,43,untrusted_conflict,competition,eighteen,seventeen,82497,distractor,-2.265625,-1.594981670379639,82497,distractor,-2.3125,-1.6329307556152344
llama,18,arith_ctx_043_asserted_conflict,43,asserted_conflict,competition,eighteen,seventeen,82497,distractor,-2.75,-2.108352899551392,82497,distractor,-2.75,-2.09975004196167
llama,18,arith_ctx_043_explicit_correction,43,explicit_correction,closure,eighteen,seventeen,82497,distractor,-1.734375,-1.0482693910598757,82497,distractor,-1.734375,-1.0482693910598757
llama,18,arith_ctx_043_final_recheck,43,final_recheck,closure,eighteen,seventeen,82497,distractor,-3.5078125,-2.87208890914917,82497,distractor,-4.3828125,-3.7222342491149902
llama,18,arith_ctx_048_clean,48,clean,stable,fourteen,fifteen,37755,distractor,-0.765625,0.5780701637268066,37755,distractor,-0.765625,0.5780701637268066
llama,18,arith_ctx_048_paraphrase,48,paraphrase,stable,fourteen,fifteen,63360,consistent,0.296875,1.6941204071044922,63360,consistent,0.296875,1.6941204071044922
llama,18,arith_ctx_048_untrusted_conflict,48,untrusted_conflict,competition,fourteen,fifteen,37755,distractor,-0.78125,0.5616893768310547,37755,distractor,-0.78125,0.5616893768310547
llama,18,arith_ctx_048_asserted_conflict,48,asserted_conflict,competition,fourteen,fifteen,37755,distractor,-1.265625,0.0821901559829711,37755,distractor,-1.265625,0.0821901559829711
llama,18,arith_ctx_048_explicit_correction,48,explicit_correction,closure,fourteen,fifteen,37755,distractor,-0.796875,0.5445051789283752,37755,distractor,-0.796875,0.5445051789283752
llama,18,arith_ctx_048_final_recheck,48,final_recheck,closure,fourteen,fifteen,37755,distractor,-0.578125,0.7872743606567383,37755,distractor,-0.578125,0.7872743606567383
llama,18,arith_ctx_051_clean,51,clean,stable,five,three,4330,consistent,0.5,0.5780701637268066,4330,consistent,0.5,0.5780701637268066
llama,18,arith_ctx_051_paraphrase,51,paraphrase,stable,five,three,4330,consistent,0.40625,0.4728575348854065,4330,consistent,0.40625,0.4728575348854065
llama,18,arith_ctx_051_untrusted_conflict,51,untrusted_conflict,competition,five,three,4330,consistent,0.015625,0.0610105395317077,4330,consistent,0.015625,0.0610105395317077
llama,18,arith_ctx_051_asserted_conflict,51,asserted_conflict,competition,five,three,2380,distractor,-0.265625,-0.2290997505187988,2380,distractor,-0.265625,-0.2290997505187988
llama,18,arith_ctx_051_explicit_correction,51,explicit_correction,closure,five,three,4330,consistent,0.8125,0.8691176176071167,4330,consistent,0.8125,0.8691176176071167
llama,18,arith_ctx_051_final_recheck,51,final_recheck,closure,five,three,2380,distractor,-1.09375,-1.0555404424667358,4330,consistent,0.65625,0.7878748774528503
llama,18,arith_ctx_054_clean,54,clean,stable,twenty,zero,7315,distractor,-0.6875,0.5780701637268066,17510,consistent,1.296875,2.6309256553649902
llama,18,arith_ctx_054_paraphrase,54,paraphrase,stable,twenty,zero,17510,consistent,0.640625,1.909947395324707,17510,consistent,0.640625,1.909947395324707
llama,18,arith_ctx_054_untrusted_conflict,54,untrusted_conflict,competition,twenty,zero,17510,consistent,0.3125,1.578113317489624,17510,consistent,0.875,2.1758921146392822
llama,18,arith_ctx_054_asserted_conflict,54,asserted_conflict,competition,twenty,zero,7315,distractor,-0.296875,0.95779287815094,7315,distractor,-0.296875,0.95779287815094
llama,18,arith_ctx_054_explicit_correction,54,explicit_correction,closure,twenty,zero,17510,consistent,0.984375,2.278026580810547,17510,consistent,0.984375,2.278026580810547
llama,18,arith_ctx_054_final_recheck,54,final_recheck,closure,twenty,zero,17510,consistent,0.390625,1.6442261934280396,17510,consistent,0.390625,1.6442261934280396
llama,18,arith_ctx_057_clean,57,clean,stable,sixteen,fourteen,59139,consistent,0.296875,0.5780701637268066,59139,consistent,0.296875,0.5780701637268066
llama,18,arith_ctx_057_paraphrase,57,paraphrase,stable,sixteen,fourteen,63360,distractor,-0.859375,-0.6245574951171875,63360,distractor,-0.859375,-0.6245574951171875
llama,18,arith_ctx_057_untrusted_conflict,57,untrusted_conflict,competition,sixteen,fourteen,63360,distractor,-1.90625,-1.6909265518188477,63360,distractor,-1.90625,-1.6909265518188477
llama,18,arith_ctx_057_asserted_conflict,57,asserted_conflict,competition,sixteen,fourteen,63360,distractor,-2.328125,-2.115150451660156,63360,distractor,-2.328125,-2.115150451660156
llama,18,arith_ctx_057_explicit_correction,57,explicit_correction,closure,sixteen,fourteen,63360,distractor,-1.515625,-1.289400935173035,63360,distractor,-1.515625,-1.289400935173035
llama,18,arith_ctx_057_final_recheck,57,final_recheck,closure,sixteen,fourteen,63360,distractor,-2.265625,-2.062124013900757,63360,distractor,-2.265625,-2.062124013900757
llama,19,arith_ctx_001_clean,1,clean,stable,two,one,1403,consistent,0.21875,0.5710499286651611,1403,consistent,0.21875,0.5710499286651611
llama,19,arith_ctx_001_paraphrase,1,paraphrase,stable,two,one,832,distractor,-0.15625,0.1713906228542328,832,distractor,-0.15625,0.1713906228542328
llama,19,arith_ctx_001_untrusted_conflict,1,untrusted_conflict,competition,two,one,832,distractor,-1.0,-0.741798996925354,4330,other,-0.421875,-0.0813129544258117
llama,19,arith_ctx_001_asserted_conflict,1,asserted_conflict,competition,two,one,832,distractor,-1.734375,-1.5355899333953855,832,distractor,-1.734375,-1.5355899333953855
llama,19,arith_ctx_001_explicit_correction,1,explicit_correction,closure,two,one,832,distractor,-0.578125,-0.2645971775054931,832,distractor,-0.578125,-0.2645971775054931
llama,19,arith_ctx_001_final_recheck,1,final_recheck,closure,two,one,832,distractor,-1.15625,-0.8793975114822388,832,distractor,-1.15625,-0.8793975114822388
llama,19,arith_ctx_002_clean,2,clean,stable,six,eight,4848,consistent,0.203125,0.5825760364532471,4848,consistent,0.203125,0.5825760364532471
llama,19,arith_ctx_002_paraphrase,2,paraphrase,stable,six,eight,4848,consistent,1.25,1.6515603065490725,4848,consistent,1.25,1.6515603065490725
llama,19,arith_ctx_002_untrusted_conflict,2,untrusted_conflict,competition,six,eight,4848,consistent,0.109375,0.4566347599029541,4848,consistent,0.109375,0.4566347599029541
llama,19,arith_ctx_002_asserted_conflict,2,asserted_conflict,competition,six,eight,8223,distractor,-0.109375,0.2195258140563964,8223,distractor,-0.109375,0.2195258140563964
llama,19,arith_ctx_002_explicit_correction,2,explicit_correction,closure,six,eight,8223,distractor,-0.25,0.106697678565979,8223,distractor,-0.25,0.106697678565979
llama,19,arith_ctx_002_final_recheck,2,final_recheck,closure,six,eight,8223,distractor,-0.546875,-0.2173690795898437,8223,distractor,-0.546875,-0.2173690795898437
llama,19,arith_ctx_004_clean,4,clean,stable,eight,eleven,8223,consistent,0.921875,0.5780701637268066,8223,consistent,0.921875,0.5780701637268066
llama,19,arith_ctx_004_paraphrase,4,paraphrase,stable,eight,eleven,8223,consistent,1.53125,1.1890220642089844,8223,consistent,0.984375,0.6399397253990173
llama,19,arith_ctx_004_untrusted_conflict,4,untrusted_conflict,competition,eight,eleven,8223,consistent,0.765625,0.399463415145874,8223,consistent,0.0,-0.3985777497291565
llama,19,arith_ctx_004_asserted_conflict,4,asserted_conflict,competition,eight,eleven,8223,consistent,1.265625,0.9380159378051758,8223,consistent,1.265625,0.9380159378051758
llama,19,arith_ctx_004_explicit_correction,4,explicit_correction,closure,eight,eleven,8223,consistent,0.5625,0.2131281793117523,8223,consistent,0.5625,0.2131281793117523
llama,19,arith_ctx_004_final_recheck,4,final_recheck,closure,eight,eleven,8223,consistent,1.015625,0.6818303465843201,8223,consistent,1.015625,0.6818303465843201
llama,19,arith_ctx_005_clean,5,clean,stable,twenty,seventeen,82497,distractor,-0.390625,0.5780701637268066,82497,distractor,-0.390625,0.5780701637268066
llama,19,arith_ctx_005_paraphrase,5,paraphrase,stable,twenty,seventeen,82497,distractor,-1.265625,-0.2915884256362915,82497,distractor,-1.265625,-0.2915884256362915
llama,19,arith_ctx_005_untrusted_conflict,5,untrusted_conflict,competition,twenty,seventeen,82497,distractor,-1.421875,-0.5026966333389282,82497,distractor,-1.421875,-0.5026966333389282
llama,19,arith_ctx_005_asserted_conflict,5,asserted_conflict,competition,twenty,seventeen,82497,distractor,-1.4375,-0.5174055099487305,82497,distractor,-1.4375,-0.5174055099487305
llama,19,arith_ctx_005_explicit_correction,5,explicit_correction,closure,twenty,seventeen,4330,other,-0.71875,0.2258074581623077,82497,distractor,-2.7109375,-1.7720324993133545
llama,19,arith_ctx_005_final_recheck,5,final_recheck,closure,twenty,seventeen,82497,distractor,-1.84375,-0.9368065595626832,82497,distractor,-1.84375,-0.9368065595626832
llama,19,arith_ctx_006_clean,6,clean,stable,seventeen,eighteen,82497,consistent,1.421875,0.5780701637268066,82497,consistent,1.421875,0.5780701637268066
llama,19,arith_ctx_006_paraphrase,6,paraphrase,stable,seventeen,eighteen,82497,consistent,1.65625,0.832417368888855,82497,consistent,2.3125,1.5020060539245603
llama,19,arith_ctx_006_untrusted_conflict,6,untrusted_conflict,competition,seventeen,eighteen,82497,consistent,1.59375,0.776749312877655,82497,consistent,1.59375,0.776749312877655
llama,19,arith_ctx_006_asserted_conflict,6,asserted_conflict,competition,seventeen,eighteen,82497,consistent,1.59375,0.7771411538124084,82497,consistent,1.34375,0.5101413726806641
llama,19,arith_ctx_006_explicit_correction,6,explicit_correction,closure,seventeen,eighteen,82497,consistent,1.296875,0.4671706855297088,82497,consistent,1.296875,0.4671706855297088
llama,19,arith_ctx_006_final_recheck,6,final_recheck,closure,seventeen,eighteen,82497,consistent,1.765625,0.941379189491272,63134,distractor,-0.375,-1.2197628021240234
llama,19,arith_ctx_012_clean,12,clean,stable,seven,eight,8223,distractor,-0.109375,0.5597461462020874,8223,distractor,-0.109375,0.5597461462020874
llama,19,arith_ctx_012_paraphrase,12,paraphrase,stable,seven,eight,8254,consistent,0.859375,1.5729591846466064,8254,consistent,1.296875,2.0186755657196045
llama,19,arith_ctx_012_untrusted_conflict,12,untrusted_conflict,competition,seven,eight,8254,consistent,0.265625,0.957354724407196,8254,consistent,0.265625,0.957354724407196
llama,19,arith_ctx_012_asserted_conflict,12,asserted_conflict,competition,seven,eight,8254,consistent,0.28125,0.9411913752555848,8254,consistent,0.265625,0.9206979274749756
llama,19,arith_ctx_012_explicit_correction,12,explicit_correction,closure,seven,eight,8254,consistent,0.09375,0.7822765707969666,8223,distractor,-0.359375,0.3022961616516113
llama,19,arith_ctx_012_final_recheck,12,final_recheck,closure,seven,eight,8223,distractor,-0.078125,0.5810644030570984,8223,distractor,-0.078125,0.5810644030570984
llama,19,arith_ctx_017_clean,17,clean,stable,thirteen,ten,5899,distractor,-0.328125,0.5762678384780884,5899,distractor,-0.328125,0.5762678384780884
llama,19,arith_ctx_017_paraphrase,17,paraphrase,stable,thirteen,ten,5899,distractor,-0.796875,0.0582693815231323,5899,distractor,-0.796875,0.0582693815231323
llama,19,arith_ctx_017_untrusted_conflict,17,untrusted_conflict,competition,thirteen,ten,5899,distractor,-1.75,-0.9139878749847412,5899,distractor,-1.75,-0.9139878749847412
llama,19,arith_ctx_017_asserted_conflict,17,asserted_conflict,competition,thirteen,ten,5899,distractor,-2.9375,-2.134586334228516,5899,distractor,-2.9375,-2.134586334228516
llama,19,arith_ctx_017_explicit_correction,17,explicit_correction,closure,thirteen,ten,5899,distractor,-0.71875,0.145805150270462,5899,distractor,-0.71875,0.145805150270462
llama,19,arith_ctx_017_final_recheck,17,final_recheck,closure,thirteen,ten,5899,distractor,-3.25,-2.442282199859619,5899,distractor,-3.25,-2.442282199859619
llama,19,arith_ctx_018_clean,18,clean,stable,seventeen,eighteen,63134,distractor,-0.234375,0.5658566355705261,63134,distractor,-0.234375,0.5658566355705261
llama,19,arith_ctx_018_paraphrase,18,paraphrase,stable,seventeen,eighteen,82497,consistent,1.09375,1.914365649223328,82497,consistent,1.09375,1.914365649223328
llama,19,arith_ctx_018_untrusted_conflict,18,untrusted_conflict,competition,seventeen,eighteen,82497,consistent,0.359375,1.176114797592163,63134,distractor,-0.03125,0.7650336027145386
llama,19,arith_ctx_018_asserted_conflict,18,asserted_conflict,competition,seventeen,eighteen,82497,consistent,0.375,1.2031476497650146,82497,consistent,0.46875,1.290334701538086
llama,19,arith_ctx_018_explicit_correction,18,explicit_correction,closure,seventeen,eighteen,4330,other,0.046875,0.838154673576355,4330,other,0.046875,0.838154673576355
llama,19,arith_ctx_018_final_recheck,18,final_recheck,closure,seventeen,eighteen,82497,consistent,1.203125,2.0382959842681885,220,other,-1.25,-0.4454264640808105
llama,19,arith_ctx_019_clean,19,clean,stable,zero,twenty,7315,consistent,1.75,0.5847357511520386,7315,consistent,1.75,0.5847357511520386
llama,19,arith_ctx_019_paraphrase,19,paraphrase,stable,zero,twenty,17510,distractor,-0.015625,-1.1894432306289673,4330,other,-1.421875,-2.6783323287963867
llama,19,arith_ctx_019_untrusted_conflict,19,untrusted_conflict,competition,zero,twenty,17510,distractor,-1.65625,-2.902845859527588,17510,distractor,-1.65625,-2.902845859527588
llama,19,arith_ctx_019_asserted_conflict,19,asserted_conflict,competition,zero,twenty,17510,distractor,-1.71875,-2.975858449935913,4330,other,-2.8671875,-4.165130615234375
llama,19,arith_ctx_019_explicit_correction,19,explicit_correction,closure,zero,twenty,17510,distractor,-1.71875,-2.925138235092163,17510,distractor,-1.71875,-2.925138235092163
llama,19,arith_ctx_019_final_recheck,19,final_recheck,closure,zero,twenty,17510,distractor,-1.546875,-2.739389419555664,17510,distractor,-1.546875,-2.739389419555664
llama,19,arith_ctx_021_clean,21,clean,stable,sixteen,fourteen,63360,distractor,-0.234375,0.5780701637268066,63360,distractor,-0.234375,0.5780701637268066
llama,19,arith_ctx_021_paraphrase,21,paraphrase,stable,sixteen,fourteen,63360,distractor,-1.234375,-0.44185471534729,63360,distractor,-1.234375,-0.44185471534729
llama,19,arith_ctx_021_untrusted_conflict,21,untrusted_conflict,competition,sixteen,fourteen,63360,distractor,-2.03125,-1.2645188570022583,63360,distractor,-2.9140625,-2.1790072917938232
llama,19,arith_ctx_021_asserted_conflict,21,asserted_conflict,competition,sixteen,fourteen,63360,distractor,-2.265625,-1.493399143218994,63360,distractor,-2.265625,-1.493399143218994
