prompt_id,graph_id,condition,mechanism,clean_label,conflict_label,DeltaU,final_clean_logit,final_conflict_logit,pair_choice,control,final_margin,baseline_DeltaU,baseline_margin,baseline_pair_choice,margin_shift,DeltaU_shift,pair_flip,crossed
g022_competition_balanced,22,competition_balanced,competition,Copper,Silver,-0.18310895562171936,19.125,17.46875,clean,policy_boundary,1.65625,-0.18310896,1.65625,clean,0.0,0.0,False,False
g022_direct_conflict,22,direct_conflict,competition,Copper,Silver,0.05713929235935211,19.265625,17.453125,clean,policy_boundary,1.8125,0.057139292,1.8125,clean,0.0,0.0,False,False
g022_closure_update,22,closure_update,closure,Copper,Silver,-0.1702846884727478,19.890625,18.203125,clean,policy_boundary,1.6875,-0.7304006,1.0,clean,0.6875,0.5601159334182739,False,False
g022_closure_override,22,closure_override,closure,Copper,Silver,0.00521550327539444,20.359375,18.4375,clean,policy_boundary,1.921875,-0.5883026,1.203125,clean,0.71875,0.5935181155800819,False,False
g022_exception_override,22,exception_override,closure,Copper,Silver,0.08593650907278061,20.15625,18.203125,clean,policy_boundary,1.953125,-0.9436622,0.8125,clean,1.140625,1.0295987352728844,False,False
g026_clean,26,clean,stable,North,South,0.09651989489793777,20.046875,18.53125,clean,policy_boundary,1.515625,0.096519895,1.515625,clean,0.0,0.0,False,False
g026_redundant,26,redundant,stable,North,South,-0.1331053078174591,20.34375,19.0,clean,policy_boundary,1.34375,-0.13310531,1.34375,clean,0.0,0.0,False,False
g026_irrelevant,26,irrelevant,stable,North,South,-0.04002834111452103,20.65625,19.28125,clean,policy_boundary,1.375,-0.047256388,1.375,clean,0.0,0.007228046655654907,False,False
g026_paraphrase,26,paraphrase,stable,North,South,0.8241369128227234,22.796875,20.40625,clean,policy_boundary,2.390625,0.8260698,2.390625,clean,0.0,-0.0019328594207763672,False,False
g026_weak_distractor,26,weak_distractor,competition,North,South,0.1079772561788559,20.09375,18.5625,clean,policy_boundary,1.53125,0.107977256,1.53125,clean,0.0,0.0,False,False
g026_competition_balanced,26,competition_balanced,competition,North,South,-0.7804809212684631,19.21875,18.5,clean,policy_boundary,0.71875,-0.83114874,0.671875,clean,0.046875,0.05066782236099243,False,False
g026_direct_conflict,26,direct_conflict,competition,North,South,-0.35294023156166077,20.84375,19.6875,clean,policy_boundary,1.15625,-0.3527302,1.15625,clean,0.0,-0.00021001696586608887,False,False
g026_closure_update,26,closure_update,closure,North,South,-0.6158580183982849,19.734375,18.78125,clean,policy_boundary,0.953125,-1.1327538,0.421875,clean,0.53125,0.5168958306312561,False,False
g026_closure_override,26,closure_override,closure,North,South,-0.49885112047195435,20.296875,19.265625,clean,policy_boundary,1.03125,-0.6461969,0.875,clean,0.15625,0.14734578132629395,False,False
g026_exception_override,26,exception_override,closure,North,South,-0.7421559691429138,19.671875,18.828125,clean,policy_boundary,0.84375,-1.168069,0.40625,clean,0.4375,0.4259130358695984,False,False
g030_clean,30,clean,stable,Red,Blue,0.09651989489793777,20.265625,19.828125,clean,policy_boundary,0.4375,0.096519895,0.4375,clean,0.0,0.0,False,False
g030_redundant,30,redundant,stable,Red,Blue,0.050267867743968964,20.609375,20.203125,clean,policy_boundary,0.40625,0.050267864,0.40625,clean,0.0,3.725290298461914e-09,False,False
g030_irrelevant,30,irrelevant,stable,Red,Blue,0.10370226204395294,20.828125,20.40625,clean,policy_boundary,0.421875,0.10370226,0.421875,clean,0.0,0.0,False,False
g030_paraphrase,30,paraphrase,stable,Red,Blue,-0.21893230080604553,22.84375,22.5625,clean,policy_boundary,0.28125,-0.2189323,0.28125,clean,0.0,0.0,False,False
g030_weak_distractor,30,weak_distractor,competition,Red,Blue,0.757170557975769,21.171875,20.171875,clean,policy_boundary,1.0,0.75717056,1.0,clean,0.0,0.0,False,False
g030_competition_balanced,30,competition_balanced,competition,Red,Blue,-0.012333020567893982,20.875,20.53125,clean,policy_boundary,0.34375,-0.012333021,0.34375,clean,0.0,0.0,False,False
g030_direct_conflict,30,direct_conflict,competition,Red,Blue,0.18523994088172913,21.5625,21.078125,clean,policy_boundary,0.484375,0.18523994,0.484375,clean,0.0,0.0,False,False
g030_closure_update,30,closure_update,closure,Red,Blue,-0.3911471366882324,20.296875,20.4375,conflict,policy_boundary,-0.140625,-1.6016396,-1.046875,conflict,0.90625,1.210492491722107,False,False
g030_closure_override,30,closure_override,closure,Red,Blue,-0.28154489398002625,20.65625,20.671875,conflict,policy_boundary,-0.015625,-0.39672086,-0.046875,conflict,0.03125,0.11517596244812012,False,False
g030_exception_override,30,exception_override,closure,Red,Blue,-0.15513628721237183,20.625,20.578125,clean,policy_boundary,0.046875,-1.1412625,-0.765625,conflict,0.8125,0.9861262440681458,True,True
g031_clean,31,clean,stable,Green,Yellow,0.09651989489793777,18.65625,19.125,conflict,policy_boundary,-0.46875,0.096519895,-0.46875,conflict,0.0,0.0,False,False
g031_redundant,31,redundant,stable,Green,Yellow,0.5796703696250916,19.4375,19.40625,clean,policy_boundary,0.03125,0.5796704,0.03125,clean,0.0,-5.960464477539063e-08,False,False
g031_irrelevant,31,irrelevant,stable,Green,Yellow,0.33958277106285095,19.375,19.640625,conflict,policy_boundary,-0.265625,0.33958277,-0.265625,conflict,0.0,0.0,False,False
g031_paraphrase,31,paraphrase,stable,Green,Yellow,0.2929936647415161,21.390625,21.703125,conflict,policy_boundary,-0.3125,0.29299366,-0.3125,conflict,0.0,0.0,False,False
g031_weak_distractor,31,weak_distractor,competition,Green,Yellow,0.5675296783447266,19.25,19.296875,conflict,policy_boundary,-0.046875,0.5675296,-0.046875,conflict,0.0,5.960464477539063e-08,False,False
g031_competition_balanced,31,competition_balanced,competition,Green,Yellow,-0.3437967598438263,19.296875,20.140625,conflict,policy_boundary,-0.84375,-0.34379676,-0.84375,conflict,0.0,0.0,False,False
g031_direct_conflict,31,direct_conflict,competition,Green,Yellow,-0.047119684517383575,20.140625,20.75,conflict,policy_boundary,-0.609375,-0.047119685,-0.609375,conflict,0.0,0.0,False,False
g031_closure_update,31,closure_update,closure,Green,Yellow,0.3647024631500244,19.203125,19.28125,conflict,policy_boundary,-0.078125,-0.85634494,-1.28125,conflict,1.203125,1.2210474014282227,False,False
g031_closure_override,31,closure_override,closure,Green,Yellow,0.9904468655586243,19.484375,18.90625,clean,policy_boundary,0.578125,0.2367424,-0.28125,conflict,0.859375,0.7537044584751129,True,True
g031_exception_override,31,exception_override,closure,Green,Yellow,0.6958271265029907,19.203125,18.9375,clean,policy_boundary,0.265625,-0.8587291,-1.328125,conflict,1.59375,1.5545562505722046,True,True
g033_clean,33,clean,stable,East,West,0.09651989489793777,17.1875,17.40625,conflict,policy_boundary,-0.21875,0.096519895,-0.21875,conflict,0.0,0.0,False,False
g033_redundant,33,redundant,stable,East,West,0.4211556613445282,17.046875,17.015625,clean,policy_boundary,0.03125,0.42115566,0.03125,clean,0.0,0.0,False,False
g033_irrelevant,33,irrelevant,stable,East,West,0.43629541993141174,18.640625,18.53125,clean,policy_boundary,0.109375,0.4401777,0.109375,clean,0.0,-0.003882288932800293,False,False
g033_paraphrase,33,paraphrase,stable,East,West,1.5573387145996094,22.46875,21.4375,clean,policy_boundary,1.03125,1.5616745,1.03125,clean,0.0,-0.004335761070251465,False,False
g033_weak_distractor,33,weak_distractor,competition,East,West,0.6950101256370544,18.09375,17.796875,clean,policy_boundary,0.296875,0.6950101,0.296875,clean,0.0,0.0,False,False
g033_competition_balanced,33,competition_balanced,competition,East,West,0.2214757204055786,17.0,17.15625,conflict,policy_boundary,-0.15625,0.22147572,-0.15625,conflict,0.0,0.0,False,False
g033_direct_conflict,33,direct_conflict,competition,East,West,0.18996280431747437,18.1875,18.40625,conflict,policy_boundary,-0.21875,0.18814482,-0.21875,conflict,0.0,0.0018179863691329956,False,False
g033_closure_update,33,closure_update,closure,East,West,0.15400443971157074,19.390625,19.625,conflict,policy_boundary,-0.234375,-0.09631684,-0.4375,conflict,0.203125,0.25032127648591995,False,False
g033_closure_override,33,closure_override,closure,East,West,-0.011266425251960754,20.6875,21.09375,conflict,policy_boundary,-0.40625,0.5116069,0.109375,clean,-0.515625,-0.5228732973337173,True,False
g033_exception_override,33,exception_override,closure,East,West,-0.3011384904384613,19.59375,20.328125,conflict,policy_boundary,-0.734375,-0.65992016,-1.0625,conflict,0.328125,0.3587816655635834,False,False
g039_clean,39,clean,stable,East,West,0.09651989489793777,16.984375,16.671875,clean,policy_boundary,0.3125,0.096519895,0.3125,clean,0.0,0.0,False,False
g039_redundant,39,redundant,stable,East,West,0.1541752815246582,17.03125,16.75,clean,policy_boundary,0.28125,0.15417528,0.28125,clean,0.0,0.0,False,False
g039_irrelevant,39,irrelevant,stable,East,West,0.7475119829177856,18.34375,17.390625,clean,policy_boundary,0.953125,0.747512,0.953125,clean,0.0,0.0,False,False
g039_paraphrase,39,paraphrase,stable,East,West,1.3071728944778442,22.5625,21.296875,clean,policy_boundary,1.265625,1.3071729,1.265625,clean,0.0,0.0,False,False
g039_weak_distractor,39,weak_distractor,competition,East,West,0.42941898107528687,17.453125,16.921875,clean,policy_boundary,0.53125,0.42941898,0.53125,clean,0.0,0.0,False,False
g039_competition_balanced,39,competition_balanced,competition,East,West,-0.4540290832519531,16.28125,16.578125,conflict,policy_boundary,-0.296875,-0.45402908,-0.296875,conflict,0.0,0.0,False,False
g039_direct_conflict,39,direct_conflict,competition,East,West,-0.3096514940261841,17.890625,18.09375,conflict,policy_boundary,-0.203125,-0.3096515,-0.203125,conflict,0.0,0.0,False,False
g039_closure_update,39,closure_update,closure,East,West,-0.09259546548128128,19.359375,19.359375,clean,policy_boundary,0.0,-0.5048615,-0.34375,conflict,0.34375,0.41226600855588913,True,True
g039_closure_override,39,closure_override,closure,East,West,0.6132575273513794,19.90625,19.203125,clean,policy_boundary,0.703125,0.6132575,0.703125,clean,0.0,0.0,False,False
g039_exception_override,39,exception_override,closure,East,West,-0.002654455602169037,19.6875,19.625,clean,policy_boundary,0.0625,-0.41470522,-0.3125,conflict,0.375,0.412050761282444,True,True
g040_clean,40,clean,stable,Copper,Silver,0.09651989489793777,17.21875,15.9375,clean,policy_boundary,1.28125,0.096519895,1.28125,clean,0.0,0.0,False,False
g040_redundant,40,redundant,stable,Copper,Silver,-0.18964186310768127,17.765625,16.703125,clean,policy_boundary,1.0625,-0.18964186,1.0625,clean,0.0,0.0,False,False
g040_irrelevant,40,irrelevant,stable,Copper,Silver,-0.6945507526397705,16.578125,16.046875,clean,policy_boundary,0.53125,-0.69455075,0.53125,clean,0.0,0.0,False,False
g040_paraphrase,40,paraphrase,stable,Copper,Silver,0.5187141299247742,22.4375,20.75,clean,policy_boundary,1.6875,0.51871413,1.6875,clean,0.0,0.0,False,False
g040_weak_distractor,40,weak_distractor,competition,Copper,Silver,-0.1385709047317505,18.8125,17.71875,clean,policy_boundary,1.09375,-0.1385709,1.09375,clean,0.0,0.0,False,False
g040_competition_balanced,40,competition_balanced,competition,Copper,Silver,-0.06093355268239975,18.421875,17.234375,clean,policy_boundary,1.1875,-0.40967143,0.859375,clean,0.328125,0.3487378731369972,False,False
g040_direct_conflict,40,direct_conflict,competition,Copper,Silver,-0.3640519678592682,17.75,16.890625,clean,policy_boundary,0.859375,-0.36405197,0.859375,clean,0.0,0.0,False,False
g040_closure_update,40,closure_update,closure,Copper,Silver,-0.010860219597816467,20.015625,18.71875,clean,policy_boundary,1.296875,-0.92987984,0.25,clean,1.046875,0.9190196245908737,False,False
g040_closure_override,40,closure_override,closure,Copper,Silver,-0.082203708589077,20.359375,19.125,clean,policy_boundary,1.234375,-0.7063633,0.515625,clean,0.71875,0.62415961176157,False,False
g040_exception_override,40,exception_override,closure,Copper,Silver,-0.2383524477481842,19.984375,18.96875,clean,policy_boundary,1.015625,-1.0720196,0.125,clean,0.890625,0.833667129278183,False,False
g042_clean,42,clean,stable,Red,Blue,0.10353389382362366,19.0625,19.296875,conflict,policy_boundary,-0.234375,0.096519895,-0.25,conflict,0.015625,0.007013998925685883,False,False
g042_redundant,42,redundant,stable,Red,Blue,0.1460440754890442,19.046875,19.234375,conflict,policy_boundary,-0.1875,0.1457398,-0.1875,conflict,0.0,0.00030428171157836914,False,False
g042_irrelevant,42,irrelevant,stable,Red,Blue,0.30660369992256165,19.734375,19.796875,conflict,policy_boundary,-0.0625,0.3066037,-0.0625,conflict,0.0,0.0,False,False
g042_paraphrase,42,paraphrase,stable,Red,Blue,-0.1296592354774475,21.5,21.78125,conflict,policy_boundary,-0.28125,-0.12965924,-0.28125,conflict,0.0,0.0,False,False
g042_weak_distractor,42,weak_distractor,competition,Red,Blue,0.6531693339347839,19.59375,19.359375,clean,policy_boundary,0.234375,0.65316933,0.234375,clean,0.0,0.0,False,False
g042_competition_balanced,42,competition_balanced,competition,Red,Blue,-0.16291630268096924,20.203125,20.671875,conflict,policy_boundary,-0.46875,-0.13652518,-0.46875,conflict,0.0,-0.02639111876487732,False,False
g042_direct_conflict,42,direct_conflict,competition,Red,Blue,0.3188709020614624,20.484375,20.53125,conflict,policy_boundary,-0.046875,0.32082614,-0.03125,conflict,-0.015625,-0.0019552409648895264,False,False
g042_closure_update,42,closure_update,closure,Red,Blue,-0.8307921290397644,18.34375,19.59375,conflict,policy_boundary,-1.25,-1.6832155,-1.84375,conflict,0.59375,0.852423369884491,False,False
g042_closure_override,42,closure_override,closure,Red,Blue,-0.6586816310882568,18.265625,19.328125,conflict,policy_boundary,-1.0625,-1.1521057,-1.421875,conflict,0.359375,0.49342405796051025,False,False
g042_exception_override,42,exception_override,closure,Red,Blue,-0.3367367684841156,18.90625,19.6875,conflict,policy_boundary,-0.78125,-1.4299504,-1.6875,conflict,0.90625,1.0932135879993439,False,False
g045_clean,45,clean,stable,East,West,0.11354692280292511,17.421875,17.84375,conflict,policy_boundary,-0.421875,0.096519895,-0.4375,conflict,0.015625,0.017027027904987335,False,False
g045_redundant,45,redundant,stable,East,West,0.28952938318252563,16.921875,17.203125,conflict,policy_boundary,-0.28125,0.27685985,-0.296875,conflict,0.015625,0.012669533491134644,False,False
g045_irrelevant,45,irrelevant,stable,East,West,0.06025996804237366,18.125,18.609375,conflict,policy_boundary,-0.484375,0.06025997,-0.484375,conflict,0.0,-3.725290298461914e-09,False,False
g045_paraphrase,45,paraphrase,stable,East,West,1.8027889728546143,21.359375,20.234375,clean,policy_boundary,1.125,1.802789,1.125,clean,0.0,0.0,False,False
g045_weak_distractor,45,weak_distractor,competition,East,West,0.5616309642791748,17.1875,17.21875,conflict,policy_boundary,-0.03125,0.561631,-0.03125,conflict,0.0,-5.960464477539063e-08,False,False
g045_competition_balanced,45,competition_balanced,competition,East,West,-0.43353623151779175,16.84375,17.828125,conflict,policy_boundary,-0.984375,-0.4335363,-0.984375,conflict,0.0,5.960464477539063e-08,False,False
g045_direct_conflict,45,direct_conflict,competition,East,West,-0.2579411268234253,18.046875,18.90625,conflict,policy_boundary,-0.859375,-0.25580347,-0.859375,conflict,0.0,-0.0021376609802246094,False,False
g045_closure_update,45,closure_update,closure,East,West,-0.6308565735816956,17.859375,19.0625,conflict,policy_boundary,-1.203125,-1.7372652,-2.234375,conflict,1.03125,1.1064086556434631,False,False
g045_closure_override,45,closure_override,closure,East,West,-0.9011588096618652,18.125,19.625,conflict,policy_boundary,-1.5,-1.1573812,-1.75,conflict,0.25,0.25622236728668213,False,False
g045_exception_override,45,exception_override,closure,East,West,-1.008420705795288,17.90625,19.546875,conflict,policy_boundary,-1.640625,-1.3874592,-1.984375,conflict,0.34375,0.3790384531021118,False,False
g053_clean,53,clean,stable,Gold,Iron,0.09651989489793777,19.203125,18.1875,clean,policy_boundary,1.015625,0.096519895,1.015625,clean,0.0,0.0,False,False
g053_redundant,53,redundant,stable,Gold,Iron,-0.09159501641988754,19.890625,18.96875,clean,policy_boundary,0.921875,-0.09159503,0.921875,clean,0.0,1.4901161193847656e-08,False,False
g053_irrelevant,53,irrelevant,stable,Gold,Iron,0.3981369435787201,19.953125,18.640625,clean,policy_boundary,1.3125,0.39813694,1.3125,clean,0.0,0.0,False,False
g053_paraphrase,53,paraphrase,stable,Gold,Iron,1.4098303318023682,22.734375,20.640625,clean,policy_boundary,2.09375,1.4098303,2.09375,clean,0.0,0.0,False,False
g053_weak_distractor,53,weak_distractor,competition,Gold,Iron,0.5194862484931946,20.28125,18.859375,clean,policy_boundary,1.421875,0.51948625,1.421875,clean,0.0,0.0,False,False
g053_competition_balanced,53,competition_balanced,competition,Gold,Iron,0.33462193608283997,19.78125,18.59375,clean,policy_boundary,1.1875,0.33462194,1.1875,clean,0.0,0.0,False,False
g053_direct_conflict,53,direct_conflict,competition,Gold,Iron,0.6306150555610657,20.25,18.734375,clean,policy_boundary,1.515625,0.63061506,1.515625,clean,0.0,0.0,False,False
g053_closure_update,53,closure_update,closure,Gold,Iron,0.3262583315372467,19.09375,17.96875,clean,policy_boundary,1.125,0.27395013,1.1875,clean,-0.0625,0.05230820178985596,False,False
g053_closure_override,53,closure_override,closure,Gold,Iron,1.0606855154037476,20.125,18.46875,clean,policy_boundary,1.65625,0.21491876,0.9375,clean,0.71875,0.8457667529582977,False,False
g053_exception_override,53,exception_override,closure,Gold,Iron,0.8586404323577881,20.25,18.8125,clean,policy_boundary,1.4375,0.30830213,1.09375,clean,0.34375,0.5503382980823517,False,False
g064_clean,64,clean,stable,Copper,Silver,0.09651989489793777,17.234375,14.890625,clean,policy_boundary,2.34375,0.096519895,2.34375,clean,0.0,0.0,False,False
g064_redundant,64,redundant,stable,Copper,Silver,0.09859280288219452,17.9375,15.609375,clean,policy_boundary,2.328125,0.0985928,2.328125,clean,0.0,0.0,False,False
g064_irrelevant,64,irrelevant,stable,Copper,Silver,-1.270786166191101,16.546875,15.5390625,clean,policy_boundary,1.0078125,-1.2707862,1.0078125,clean,0.0,0.0,False,False
g064_paraphrase,64,paraphrase,stable,Copper,Silver,0.39517471194267273,22.015625,19.4375,clean,policy_boundary,2.578125,0.3951747,2.578125,clean,0.0,0.0,False,False
g064_weak_distractor,64,weak_distractor,competition,Copper,Silver,-0.06693459302186966,18.546875,16.34375,clean,policy_boundary,2.203125,-0.06693459,2.203125,clean,0.0,0.0,False,False
g064_competition_balanced,64,competition_balanced,competition,Copper,Silver,-1.2611205577850342,17.453125,16.328125,clean,policy_boundary,1.125,-0.80812424,1.53125,clean,-0.40625,-0.45299631357192993,False,False
g064_direct_conflict,64,direct_conflict,competition,Copper,Silver,0.07140455394983292,18.734375,16.40625,clean,policy_boundary,2.328125,0.071404554,2.328125,clean,0.0,0.0,False,False
g064_closure_update,64,closure_update,closure,Copper,Silver,-0.9361807703971863,19.1875,17.734375,clean,policy_boundary,1.453125,-0.58644754,1.6640625,clean,-0.2109375,-0.34973323345184326,False,False
g064_closure_override,64,closure_override,closure,Copper,Silver,-1.379884123802185,19.171875,18.140625,clean,policy_boundary,1.03125,-0.96742576,1.34375,clean,-0.3125,-0.4124583601951599,False,False
g064_exception_override,64,exception_override,closure,Copper,Silver,-1.3327463865280151,19.265625,18.234375,clean,policy_boundary,1.03125,-1.651499,0.640625,clean,0.390625,0.318752646446228,False,False
g067_clean,67,clean,stable,Green,Yellow,0.09651989489793777,18.328125,17.625,clean,policy_boundary,0.703125,0.096519895,0.703125,clean,0.0,0.0,False,False
g067_redundant,67,redundant,stable,Green,Yellow,0.3204291760921478,18.71875,17.796875,clean,policy_boundary,0.921875,0.32042918,0.921875,clean,0.0,0.0,False,False
g067_irrelevant,67,irrelevant,stable,Green,Yellow,0.5190193057060242,19.078125,18.03125,clean,policy_boundary,1.046875,0.5190193,1.046875,clean,0.0,0.0,False,False
g067_paraphrase,67,paraphrase,stable,Green,Yellow,-0.553027331829071,20.96875,21.0,conflict,policy_boundary,-0.03125,-0.55302733,-0.03125,conflict,0.0,0.0,False,False
g067_weak_distractor,67,weak_distractor,competition,Green,Yellow,0.23826882243156433,18.734375,17.921875,clean,policy_boundary,0.8125,0.23826882,0.8125,clean,0.0,0.0,False,False
g067_competition_balanced,67,competition_balanced,competition,Green,Yellow,0.011668987572193146,19.1875,18.625,clean,policy_boundary,0.5625,-0.73732066,-0.078125,conflict,0.640625,0.748989649116993,True,True
g067_direct_conflict,67,direct_conflict,competition,Green,Yellow,-0.1958293318748474,19.546875,19.140625,clean,policy_boundary,0.40625,-0.19582933,0.40625,clean,0.0,0.0,False,False
g067_closure_update,67,closure_update,closure,Green,Yellow,0.04412473738193512,18.75,18.046875,clean,policy_boundary,0.703125,-0.9744361,-0.296875,conflict,1.0,1.018560841679573,True,True
g067_closure_override,67,closure_override,closure,Green,Yellow,0.5152026414871216,18.71875,17.5,clean,policy_boundary,1.21875,-0.33082545,0.296875,clean,0.921875,0.8460280895233154,False,False
g067_exception_override,67,exception_override,closure,Green,Yellow,0.45960161089897156,18.765625,17.640625,clean,policy_boundary,1.125,-1.2678446,-0.640625,conflict,1.765625,1.7274461686611176,True,True
g068_clean,68,clean,stable,North,South,0.09651989489793777,18.890625,17.75,clean,policy_boundary,1.140625,0.096519895,1.140625,clean,0.0,0.0,False,False
g068_redundant,68,redundant,stable,North,South,-0.09170382469892502,19.046875,18.0625,clean,policy_boundary,0.984375,-0.091703825,0.984375,clean,0.0,0.0,False,False
g068_irrelevant,68,irrelevant,stable,North,South,0.1869160532951355,19.5,18.328125,clean,policy_boundary,1.171875,0.18691605,1.171875,clean,0.0,0.0,False,False
g068_paraphrase,68,paraphrase,stable,North,South,1.1742656230926514,22.171875,19.890625,clean,policy_boundary,2.28125,1.1742656,2.28125,clean,0.0,0.0,False,False
g068_weak_distractor,68,weak_distractor,competition,North,South,0.29850971698760986,18.96875,17.640625,clean,policy_boundary,1.328125,0.29850975,1.328125,clean,0.0,-2.9802322387695312e-08,False,False
g068_competition_balanced,68,competition_balanced,competition,North,South,-0.486214816570282,18.375,17.75,clean,policy_boundary,0.625,-0.7712316,0.3125,clean,0.3125,0.2850167751312256,False,False
g068_direct_conflict,68,direct_conflict,competition,North,South,-0.43623876571655273,19.453125,18.8125,clean,policy_boundary,0.640625,-0.43623877,0.640625,clean,0.0,0.0,False,False
g068_closure_update,68,closure_update,closure,North,South,0.04590022191405296,19.46875,18.234375,clean,policy_boundary,1.234375,-0.6579553,0.453125,clean,0.78125,0.7038555108010769,False,False
g068_closure_override,68,closure_override,closure,North,South,0.022726215422153473,20.359375,19.125,clean,policy_boundary,1.234375,-0.17401531,0.9375,clean,0.296875,0.1967415288090706,False,False
g068_exception_override,68,exception_override,closure,North,South,0.009605370461940765,19.59375,18.375,clean,policy_boundary,1.21875,-0.77195644,0.390625,clean,0.828125,0.7815618142485619,False,False
g069_clean,69,clean,stable,East,West,0.09651989489793777,16.53125,16.96875,conflict,policy_boundary,-0.4375,0.096519895,-0.4375,conflict,0.0,0.0,False,False
g069_redundant,69,redundant,stable,East,West,0.4882795214653015,16.515625,16.625,conflict,policy_boundary,-0.109375,0.48827952,-0.109375,conflict,0.0,0.0,False,False
g069_irrelevant,69,irrelevant,stable,East,West,0.37559226155281067,17.453125,17.59375,conflict,policy_boundary,-0.140625,0.37559226,-0.140625,conflict,0.0,0.0,False,False
g069_paraphrase,69,paraphrase,stable,East,West,2.2932393550872803,21.71875,20.15625,clean,policy_boundary,1.5625,2.2932396,1.5625,clean,0.0,-2.384185791015625e-07,False,False
g069_weak_distractor,69,weak_distractor,competition,East,West,0.6465359330177307,16.75,16.734375,clean,policy_boundary,0.015625,0.6465359,0.015625,clean,0.0,5.960464477539063e-08,False,False
g069_competition_balanced,69,competition_balanced,competition,East,West,-0.022418402135372162,16.5625,17.171875,conflict,policy_boundary,-0.609375,-0.02241841,-0.609375,conflict,0.0,7.450580596923828e-09,False,False
g069_direct_conflict,69,direct_conflict,competition,East,West,0.4490145742893219,17.453125,17.65625,conflict,policy_boundary,-0.203125,0.44901457,-0.203125,conflict,0.0,0.0,False,False
g069_closure_update,69,closure_update,closure,East,West,0.4637044072151184,18.75,18.890625,conflict,policy_boundary,-0.140625,0.25284734,-0.328125,conflict,0.1875,0.2108570635318756,False,False
g069_closure_override,69,closure_override,closure,East,West,0.20948755741119385,19.171875,19.5625,conflict,policy_boundary,-0.390625,0.20948757,-0.390625,conflict,0.0,-1.4901161193847656e-08,False,False
g069_exception_override,69,exception_override,closure,East,West,0.054231513291597366,18.84375,19.421875,conflict,policy_boundary,-0.578125,-0.37316453,-0.96875,conflict,0.390625,0.427396047860384,False,False
g073_clean,73,clean,stable,Green,Yellow,0.09651989489793777,18.34375,18.015625,clean,policy_boundary,0.328125,0.096519895,0.328125,clean,0.0,0.0,False,False
g073_redundant,73,redundant,stable,Green,Yellow,-0.031041599810123444,18.796875,18.59375,clean,policy_boundary,0.203125,-0.0310416,0.203125,clean,0.0,0.0,False,False
g073_irrelevant,73,irrelevant,stable,Green,Yellow,0.27020323276519775,19.296875,18.859375,clean,policy_boundary,0.4375,0.27408803,0.4375,clean,0.0,-0.0038847923278808594,False,False
g073_paraphrase,73,paraphrase,stable,Green,Yellow,-0.23465192317962646,21.625,21.671875,conflict,policy_boundary,-0.046875,-0.22930342,-0.046875,conflict,0.0,-0.005348503589630127,False,False
g073_weak_distractor,73,weak_distractor,competition,Green,Yellow,-0.30545392632484436,18.890625,18.984375,conflict,policy_boundary,-0.09375,-0.30545393,-0.09375,conflict,0.0,0.0,False,False
g073_competition_balanced,73,competition_balanced,competition,Green,Yellow,-0.900222897529602,18.40625,19.046875,conflict,policy_boundary,-0.640625,-0.90022284,-0.640625,conflict,0.0,-5.960464477539063e-08,False,False
g073_direct_conflict,73,direct_conflict,competition,Green,Yellow,-0.2984461784362793,19.5625,19.640625,conflict,policy_boundary,-0.078125,-0.29073608,-0.078125,conflict,0.0,-0.007710099220275879,False,False
g073_closure_update,73,closure_update,closure,Green,Yellow,0.20216640830039978,18.859375,18.359375,clean,policy_boundary,0.5,-1.1009612,-0.8125,conflict,1.3125,1.3031276166439056,True,True
g073_closure_override,73,closure_override,closure,Green,Yellow,0.29787060618400574,18.921875,18.25,clean,policy_boundary,0.671875,-0.336195,0.0,clean,0.671875,0.6340655982494354,False,False
g073_exception_override,73,exception_override,closure,Green,Yellow,0.39302539825439453,19.15625,18.40625,clean,policy_boundary,0.75,-1.2505677,-0.953125,conflict,1.703125,1.6435930728912354,True,True
g077_clean,77,clean,stable,Gold,Iron,0.09651989489793777,17.625,16.53125,clean,policy_boundary,1.09375,0.096519895,1.09375,clean,0.0,0.0,False,False
g077_redundant,77,redundant,stable,Gold,Iron,-0.05445798486471176,18.4375,17.40625,clean,policy_boundary,1.03125,-0.054457985,1.03125,clean,0.0,0.0,False,False
g077_irrelevant,77,irrelevant,stable,Gold,Iron,0.656773567199707,18.515625,16.9375,clean,policy_boundary,1.578125,0.65677357,1.578125,clean,0.0,0.0,False,False
g077_paraphrase,77,paraphrase,stable,Gold,Iron,1.2490394115447998,22.09375,20.09375,clean,policy_boundary,2.0,1.2490394,2.0,clean,0.0,0.0,False,False
g077_weak_distractor,77,weak_distractor,competition,Gold,Iron,0.4858212172985077,18.734375,17.28125,clean,policy_boundary,1.453125,0.48582125,1.453125,clean,0.0,-2.9802322387695312e-08,False,False
g077_competition_balanced,77,competition_balanced,competition,Gold,Iron,-0.19050943851470947,17.453125,16.71875,clean,policy_boundary,0.734375,-0.19050944,0.734375,clean,0.0,0.0,False,False
g077_direct_conflict,77,direct_conflict,competition,Gold,Iron,0.40599003434181213,18.375,17.0625,clean,policy_boundary,1.3125,0.40599003,1.3125,clean,0.0,0.0,False,False
g077_closure_update,77,closure_update,closure,Gold,Iron,0.8749796748161316,19.765625,18.0625,clean,policy_boundary,1.703125,0.25377017,1.171875,clean,0.53125,0.6212095022201538,False,False
